time_since_start,time_taken,conn_idx,distance,avg_distance,event,fo_i,fo_r,agc_i,agc_r,dqf,ia_i,ia_r,i_rssi,r_rssi
414,394,0,4.19,4.18,7120,1,1,4,5,100,0,0,-65,-66
836,359,0,4.16,4.18,7133,0,0,4,4,100,0,0,-65,-65
1226,394,0,4.19,4.18,7147,0,0,5,5,100,0,0,-59,-59
1614,361,0,4.05,4.15,7160,1,0,4,5,100,0,0,-68,-69
2036,361,0,4.3,4.18,7173,0,0,4,4,100,0,0,-59,-60
2458,394,0,4.23,4.19,7187,-1,0,4,4,100,0,0,-57,-58
2844,394,0,4.05,4.16,7201,0,0,4,5,100,0,0,-73,-74
3267,359,0,4.08,4.17,7214,1,0,4,4,100,0,0,-61,-60
3685,394,0,4.08,4.11,7228,1,0,4,4,100,0,0,-61,-62
4104,390,0,4.16,4.09,7242,1,0,4,5,100,0,0,-64,-64
4495,390,0,4.16,4.12,7256,0,-1,4,5,100,0,0,-68,-68
4915,363,0,4.08,4.12,7269,0,0,4,4,100,0,0,-61,-61
5337,394,0,4.19,4.15,7283,1,-1,4,0,100,0,0,-57,-58
5724,392,0,4.16,4.15,7297,1,0,4,5,100,0,0,-68,-68
6145,357,0,4.08,4.13,7310,1,1,4,4,100,0,0,-67,-67
6923,332,0,4.08,4.13,7336,0,0,4,5,100,0,0,-58,-59
7346,388,0,4.05,4.09,7350,0,0,4,5,100,0,0,-64,-65
7736,394,0,4.12,4.08,7364,0,-1,4,5,100,0,0,-63,-63
8156,363,0,4.16,4.1,7377,0,0,4,4,100,0,0,-57,-58
8544,390,0,4.16,4.12,7391,1,0,4,5,100,0,0,-60,-61
8963,359,0,4.23,4.17,7404,0,0,4,5,100,0,0,-57,-58
9355,390,0,4.27,4.2,7418,1,0,4,5,100,0,0,-61,-61
9776,365,0,4.23,4.22,7431,1,1,4,5,100,0,0,-68,-68
10196,392,0,4.23,4.24,7445,0,0,4,4,100,0,0,-68,-68
10616,392,0,4.16,4.22,7459,1,0,4,4,100,0,0,-59,-60
11036,392,0,3.94,4.14,7473,1,0,4,4,100,0,0,-60,-59
11457,392,0,3.97,4.08,7487,1,0,4,4,100,0,0,-61,-60
11876,392,0,4.16,4.06,7501,1,0,4,4,100,0,0,-68,-68
12264,390,0,4.12,4.05,7515,0,0,4,5,100,0,0,-62,-61
12656,361,0,4.19,4.11,7528,-1,-1,4,5,100,0,0,-59,-59
13075,365,0,4.16,4.16,7541,1,-1,4,4,100,0,0,-57,-58
14604,365,0,4.12,4.15,7593,1,1,4,5,100,0,0,-59,-59
15865,376,0,4.08,4.12,7634,0,-1,4,4,100,0,0,-60,-61
16288,388,0,4.12,4.11,7648,1,-1,4,4,100,0,0,-62,-62
16705,394,0,4.12,4.11,7662,0,0,4,4,100,0,0,-60,-61
17484,332,0,4.16,4.12,7688,1,1,4,5,100,0,0,-58,-59
17905,388,0,4.16,4.14,7702,0,0,4,4,100,0,0,-64,-65
18322,390,0,4.16,4.15,7716,0,0,4,5,100,0,0,-67,-68
18747,390,0,4.19,4.17,7730,0,-1,4,4,100,0,0,-62,-63
19134,396,0,4.05,4.14,7744,1,0,4,4,100,0,0,-58,-59
19527,357,0,4.19,4.15,7757,0,-1,4,5,100,0,0,-59,-60
19915,365,0,4.16,4.15,7770,0,0,4,5,100,0,0,-72,-73
20333,359,0,4.12,4.13,7783,0,1,4,5,100,0,0,-60,-60
20757,392,0,4.12,4.15,7797,0,-1,4,5,100,0,0,-59,-59
21175,396,0,4.05,4.11,7811,1,1,4,4,100,0,0,-63,-64
21565,390,0,4.19,4.12,7825,-1,0,4,5,100,0,0,-59,-59
21985,359,0,4.12,4.12,7838,0,-1,4,5,100,0,0,-63,-64
23546,363,0,4.08,4.11,7890,0,-1,4,5,100,0,0,-61,-61
23936,390,0,4.19,4.15,7904,0,-1,4,5,100,0,0,-64,-65
24325,363,0,4.08,4.12,7917,0,1,4,5,100,0,0,-61,-61
