Time since first transmission (s),RSSI (dB)
0.10432004928588867,-25.5
0.2082841396331787,-25.5
0.3106663227081299,-26.0
0.416414737701416,-25.0
0.5195953845977783,-25.5
0.6232869625091553,-26.0
0.7286505699157715,-26.0
0.8325462341308594,-26.0
0.9391019344329834,-25.5
1.0409057140350342,-25.5
1.1448726654052734,-26.0
1.2521424293518066,-25.5
1.35343599319458,-25.5
1.4582781791687012,-26.0
1.56075119972229,-25.5
1.663445234298706,-26.0
1.7662591934204102,-25.5
1.870344638824463,-25.5
1.9749219417572021,-25.5
2.0798699855804443,-25.5
2.182537078857422,-26.0
2.286972999572754,-25.5
2.3908236026763916,-25.5
2.4957354068756104,-26.0
2.5993876457214355,-25.5
2.7061514854431152,-25.5
2.8079633712768555,-25.5
2.911053419113159,-25.0
3.012084722518921,-25.0
3.11415696144104,-26.0
3.2152957916259766,-25.5
3.3202593326568604,-25.5
3.4234585762023926,-25.5
3.527812957763672,-25.5
3.6290974617004395,-25.5
3.732501745223999,-25.5
3.8380348682403564,-25.5
3.939467430114746,-26.0
4.044280052185059,-26.0
4.149605751037598,-25.5
4.254291772842407,-25.5
4.358264923095703,-26.0
4.4599103927612305,-26.0
4.567026853561401,-25.0
4.671399354934692,-25.0
4.776385545730591,-24.5
4.878031253814697,-25.5
4.981976747512817,-25.5
5.086506128311157,-25.5
5.191253662109375,-25.5
5.294913053512573,-25.0
5.401344060897827,-25.0
5.503482103347778,-25.5
5.606856346130371,-25.0
5.716374158859253,-26.0
5.820861101150513,-24.5
5.926092147827148,-25.5
6.033060789108276,-25.5
6.137468576431274,-26.0
6.240540504455566,-25.5
6.350274562835693,-25.5
6.455985069274902,-25.0
6.558919429779053,-25.0
6.6670427322387695,-25.0
6.7710182666778564,-25.0
6.876547574996948,-26.0
6.978667736053467,-25.5
7.08105731010437,-25.5
7.184803247451782,-26.0
7.285514831542969,-26.0
7.389909744262695,-25.0
7.4940104484558105,-24.5
7.594332933425903,-25.0
7.69968581199646,-25.0
7.802370309829712,-26.0
7.903087854385376,-26.0
8.005919218063354,-25.5
8.110723495483398,-25.5
8.214572429656982,-26.0
8.316898107528687,-25.0
8.42350435256958,-25.5
8.529320001602173,-25.5
8.6341872215271,-25.5
8.737486839294434,-25.5
8.841887712478638,-25.5
8.944671630859375,-25.5
9.048248529434204,-26.0
9.151878833770752,-25.5
9.25349497795105,-25.5
9.357012033462524,-25.5
9.466527223587036,-26.0
9.56942892074585,-25.5
9.670954465866089,-26.0
9.77599048614502,-25.0
9.878134727478027,-25.5
9.979798793792725,-25.0
10.082529544830322,-26.0
10.188191413879395,-25.0
10.293497323989868,-25.5
10.399969339370728,-25.5
10.50422191619873,-26.0
10.608112096786499,-26.0
10.71060061454773,-25.0
10.811155557632446,-25.5
10.911441087722778,-25.5
11.017296314239502,-26.0
11.121871948242188,-26.0
11.22531270980835,-25.0
11.334240913391113,-25.5
11.43787169456482,-25.5
11.542632341384888,-25.0
11.645158767700195,-25.5
11.750725746154785,-25.0
11.853153228759766,-25.5
11.958159446716309,-25.5
12.060883045196533,-26.0
12.162093877792358,-26.0
12.269033432006836,-25.5
12.37345290184021,-25.5
12.476779699325562,-25.5
12.578526020050049,-25.0
12.683810472488403,-25.0
12.787192106246948,-25.5
12.88900089263916,-26.0
12.993895769119263,-25.5
13.094367265701294,-25.5
13.194603681564331,-26.0
13.299026250839233,-25.5
13.404309272766113,-25.5
13.50832748413086,-26.0
13.611406564712524,-25.5
13.711658477783203,-25.0
13.815666913986206,-25.5
13.916573762893677,-25.5
14.021326541900635,-25.5
14.125167846679688,-25.5
14.23094129562378,-25.5
14.334056377410889,-25.5
14.437329769134521,-25.5
14.543060064315796,-26.0
14.650971174240112,-25.5
14.753832817077637,-25.5
14.85714077949524,-25.5
14.959484815597534,-25.5
15.062068223953247,-25.5
15.168232917785645,-25.5
15.270336627960205,-25.5
15.374253511428833,-25.5
15.478126525878906,-25.5
15.578222274780273,-25.5
15.683356761932373,-26.0
15.789088726043701,-25.0
15.892208099365234,-25.0
15.996992826461792,-26.0
16.10097908973694,-25.5
16.204975605010986,-26.0
16.31031823158264,-25.5
16.412452697753906,-25.0
16.516494274139404,-26.0
16.62143874168396,-25.0
16.727208375930786,-26.0
16.82803440093994,-25.0
16.933944940567017,-25.5
17.036221027374268,-25.0
17.140167236328125,-25.5
17.242788553237915,-25.0
17.344319343566895,-26.0
17.449739694595337,-26.0
17.553306341171265,-25.5
17.653361558914185,-26.0
17.756529092788696,-25.0
17.856716632843018,-25.0
17.95730996131897,-25.5
18.05998182296753,-25.5
18.161261081695557,-25.5
18.26556921005249,-25.5
18.370922327041626,-26.0
18.474196672439575,-25.5
18.578044414520264,-25.5
18.68458127975464,-26.0
18.786316633224487,-25.5
18.89228391647339,-24.5
19.00121307373047,-26.0
19.103206872940063,-26.0
19.209967374801636,-26.0
19.311672925949097,-25.5
19.4176983833313,-25.0
19.519981145858765,-25.0
19.623085975646973,-26.0
19.725871801376343,-25.5
19.828434944152832,-26.0
19.93498134613037,-25.5
20.036757469177246,-26.0
20.137510299682617,-25.0
20.241231203079224,-25.0
20.344732522964478,-25.5
20.449399948120117,-25.0
20.55306625366211,-25.5
20.658329248428345,-26.0
20.763967037200928,-25.5
20.86697220802307,-26.0
20.970133543014526,-25.0
21.073768854141235,-25.0
21.174525499343872,-25.5
21.27858018875122,-25.0
21.383529663085938,-25.0
21.487410068511963,-25.5
21.592570543289185,-25.5
21.69534206390381,-25.5
21.80111026763916,-25.0
21.903775215148926,-25.0
