time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
238,1.22,1.21,-46,-46,0,11295,0,0,8,8,100,0,0
238,1.3,1.25,-46,-46,0,11303,0,1,8,8,100,0,0
236,1.33,1.28,-47,-47,0,11311,0,0,8,8,100,0,0
238,1.37,1.31,-47,-47,0,11319,0,1,8,8,100,0,0
236,1.26,1.31,-45,-45,0,11327,0,0,8,8,100,0,0
236,1.37,1.33,-48,-48,0,11335,0,0,8,8,100,0,0
242,1.26,1.31,-46,-46,0,11343,0,1,8,8,100,0,0
234,1.19,1.27,-46,-46,0,11351,-1,1,8,8,100,0,0
238,1.3,1.28,-47,-47,0,11359,0,0,8,8,100,0,0
236,1.37,1.28,-47,-47,0,11367,0,1,8,8,100,0,0
238,1.26,1.28,-45,-45,0,11375,0,0,8,8,100,0,0
236,1.26,1.3,-46,-46,0,11383,-1,1,8,8,100,0,0
240,1.22,1.28,-45,-45,0,11391,0,1,8,8,100,0,0
234,1.22,1.24,-45,-45,0,11399,0,0,8,8,100,0,0
242,1.22,1.23,-46,-46,0,11407,-1,0,8,8,100,0,0
236,1.26,1.23,-47,-47,0,11415,0,0,8,8,100,0,0
234,1.19,1.22,-46,-46,0,11423,0,1,8,8,100,0,0
236,1.3,1.24,-47,-47,0,11431,-1,1,8,8,100,0,0
238,1.33,1.27,-46,-45,0,11439,0,0,8,8,100,0,0
240,1.33,1.29,-46,-46,0,11447,0,0,8,8,100,0,0
234,1.26,1.31,-45,-45,0,11455,0,0,8,8,100,0,0
238,1.3,1.31,-46,-46,0,11463,0,0,8,8,100,0,0
236,1.33,1.31,-46,-46,0,11471,0,1,8,8,100,0,0
236,1.3,1.3,-45,-45,0,11479,0,0,8,8,100,0,0
238,1.3,1.31,-45,-45,0,11487,-1,0,8,8,100,0,0
236,1.3,1.31,-47,-47,0,11495,0,0,8,8,100,0,0
238,1.26,1.29,-46,-46,0,11503,0,0,8,8,100,0,0
236,1.19,1.26,-46,-46,0,11511,0,-1,8,8,100,0,0
236,1.19,1.23,-46,-46,0,11519,0,0,8,8,100,0,0
238,1.26,1.22,-45,-45,0,11527,0,1,8,8,100,0,0
236,1.22,1.21,-47,-47,0,11535,0,1,8,8,100,0,0
236,1.22,1.22,-46,-46,0,11543,-1,0,8,8,100,0,0
236,1.26,1.24,-46,-46,0,11551,0,1,8,8,100,0,0
236,1.22,1.23,-46,-46,0,11559,0,1,8,8,100,0,0
238,1.3,1.25,-46,-46,0,11567,0,0,8,8,100,0,0
236,1.3,1.27,-46,-46,0,11575,0,1,8,8,100,0,0
240,1.22,1.26,-47,-47,0,11583,0,0,8,8,100,0,0
232,1.15,1.24,-45,-46,0,11591,0,1,8,8,100,0,0
236,1.22,1.22,-45,-45,0,11599,0,0,8,8,100,0,0
236,1.22,1.2,-46,-47,0,11607,0,0,8,8,100,0,0
236,1.26,1.21,-46,-46,0,11615,0,0,8,8,100,0,0
238,1.26,1.24,-47,-47,0,11623,0,-1,8,8,100,0,0
234,1.26,1.25,-47,-47,0,11631,0,1,8,8,100,0,0
236,1.26,1.26,-46,-46,0,11639,1,1,8,8,100,0,0
238,1.26,1.26,-46,-46,0,11647,0,0,8,8,100,0,0
236,1.3,1.27,-46,-46,0,11655,0,0,8,8,100,0,0
238,1.3,1.28,-48,-47,0,11663,0,0,8,8,100,0,0
208,1.3,1.29,-46,-46,0,11670,0,0,8,8,100,0,0
234,1.33,1.31,-46,-46,0,11678,0,1,8,8,100,0,0
238,1.37,1.32,-46,-46,0,11686,1,0,8,8,100,0,0
