time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
236,0.93,0.92,-40,-40,0,61513,1,-1,9,9,100,0,0
238,1.04,0.96,-40,-40,0,61521,0,0,9,9,100,0,0
238,0.97,0.97,-42,-42,0,61529,1,1,9,9,100,0,0
236,0.97,0.98,-42,-42,0,61537,0,-1,9,9,100,0,0
240,0.97,0.99,-43,-42,0,61545,0,0,9,9,100,0,0
234,0.93,0.96,-41,-41,0,61553,0,0,9,9,100,0,0
238,0.97,0.96,-40,-40,0,61561,1,0,9,9,100,0,0
234,0.93,0.95,-40,-40,0,61569,1,0,9,9,100,0,0
240,0.97,0.95,-43,-43,0,61577,1,0,9,9,100,0,0
240,0.93,0.94,-43,-43,0,61593,1,1,9,9,100,0,0
236,0.93,0.94,-42,-41,0,61601,0,1,9,9,100,0,0
236,1.04,0.96,-41,-40,0,61609,0,0,9,9,100,0,0
238,1.0,0.98,-43,-43,0,61617,1,-1,9,9,100,0,0
238,1.0,0.99,-41,-41,0,61625,0,1,9,9,100,0,0
236,0.97,1.0,-40,-40,0,61633,0,0,9,9,100,0,0
236,0.93,0.98,-40,-40,0,61641,0,0,9,9,100,0,0
234,1.0,0.98,-41,-41,0,61649,0,1,9,9,100,0,0
240,1.0,0.98,-42,-42,0,61657,0,0,9,9,100,0,0
232,1.04,0.99,-41,-41,0,61665,1,0,9,9,100,0,0
236,0.93,0.99,-41,-40,0,61673,0,0,9,9,100,0,0
236,0.93,0.98,-40,-40,0,61681,0,1,9,9,100,0,0
236,0.93,0.96,-42,-41,0,61689,-1,0,9,9,100,0,0
236,0.93,0.93,-40,-40,0,61697,1,1,9,9,100,0,0
236,0.93,0.93,-42,-42,0,61705,0,1,9,9,100,0,0
234,0.93,0.93,-40,-40,0,61713,0,0,9,9,100,0,0
240,0.93,0.93,-43,-43,0,61721,-1,-1,9,9,100,0,0
236,0.93,0.93,-40,-40,0,61729,0,0,9,9,100,0,0
236,0.97,0.94,-42,-42,0,61737,-1,-1,9,9,100,0,0
236,1.04,0.97,-41,-41,0,61745,-1,0,9,9,100,0,0
238,1.0,0.99,-44,-44,0,61753,0,-1,9,9,100,0,0
236,0.93,0.99,-42,-42,0,61761,0,0,9,9,100,0,0
238,0.93,0.98,-41,-40,0,61769,1,0,9,9,100,0,0
236,1.0,0.97,-40,-40,0,61777,1,0,9,9,100,0,0
238,1.0,0.97,-40,-40,0,61785,0,0,9,9,100,0,0
234,0.97,0.98,-41,-40,0,61793,0,0,9,9,100,0,0
238,0.97,0.99,-42,-41,0,61801,1,1,9,9,100,0,0
236,0.97,0.99,-41,-41,0,61809,-1,-2,9,9,0,0,0
234,0.97,0.99,-41,-40,0,61824,1,0,9,9,100,0,0
236,1.04,1.0,-42,-41,0,61832,0,0,9,9,100,0,0
236,1.0,1.01,-40,-40,0,61840,0,0,9,9,100,0,0
236,0.97,0.99,-42,-42,0,61848,-1,-1,9,9,100,0,0
238,0.97,0.99,-40,-40,0,61856,1,-1,9,9,100,0,0
236,1.0,0.99,-42,-42,0,61864,1,1,9,9,100,0,0
238,1.0,0.99,-42,-42,0,61872,0,0,9,9,100,0,0
236,1.0,0.99,-43,-42,0,61880,-1,0,9,9,100,0,0
238,0.97,0.99,-41,-41,0,61888,0,1,9,9,100,0,0
236,1.0,0.99,-44,-43,0,61896,0,0,9,9,100,0,0
236,1.04,1.0,-41,-41,0,61904,0,0,9,9,100,0,0
236,1.0,1.0,-43,-43,0,61912,0,0,9,9,100,0,0
236,1.0,1.01,-41,-41,0,61920,-1,-1,9,9,100,0,0
