time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
210,1.3,1.35,-60,-60,0,1918,1,-1,8,8,100,0,0
205,1.3,1.34,-63,-63,0,1925,1,0,8,7,100,0,0
234,1.3,1.33,-58,-58,0,1933,1,-1,8,7,100,0,0
236,1.44,1.33,-50,-51,0,1941,0,-3,8,8,0,0,0
212,1.33,1.31,-56,-55,0,1948,0,-1,7,8,100,0,0
236,1.48,1.39,-58,-58,0,1963,0,-1,7,8,100,0,0
208,1.33,1.4,-51,-52,0,1970,1,0,8,8,100,0,0
230,1.22,1.37,-54,-54,0,1978,1,0,8,8,100,0,0
236,0.93,1.32,-73,-73,0,1993,0,11,7,8,0,0,0
207,1.04,1.21,-52,-53,0,2000,0,-1,7,8,100,0,0
208,1.33,1.21,-71,-71,0,2007,0,0,7,8,100,0,0
234,1.48,1.28,-52,-53,0,2015,0,0,7,8,100,0,0
234,1.41,1.31,-63,-64,0,2023,1,0,8,8,100,0,0
232,1.26,1.37,-54,-54,0,2031,0,1,8,8,100,0,0
240,1.3,1.36,-53,-54,0,2039,0,-1,8,8,100,0,0
236,1.44,1.35,-66,-66,0,2047,-1,1,8,8,100,0,0
240,1.44,1.36,-61,-61,0,2055,0,0,8,8,100,0,0
234,1.33,1.38,-53,-54,0,2063,-1,0,8,8,100,0,0
210,1.26,1.37,-54,-54,0,2070,0,2,8,8,100,0,0
207,1.37,1.35,-53,-54,0,2077,0,1,8,8,100,0,0
232,1.3,1.31,-57,-56,0,2085,1,0,8,8,100,0,0
238,1.3,1.31,-58,-58,0,2093,0,0,8,8,100,0,0
236,1.22,1.3,-67,-67,0,2101,1,0,8,8,100,0,0
207,1.26,1.27,-56,-56,0,2108,0,1,8,8,100,0,0
234,1.37,1.29,-67,-67,0,2116,0,0,8,8,100,0,0
238,1.33,1.3,-66,-66,0,2124,1,0,8,8,100,0,0
238,1.37,1.33,-61,-61,0,2132,-1,-1,8,7,100,0,0
234,1.37,1.36,-63,-63,0,2140,0,-1,8,8,100,0,0
236,1.3,1.34,-64,-64,0,2148,1,0,8,8,100,0,0
208,1.3,1.33,-64,-64,0,2155,1,-1,8,8,100,0,0
234,1.3,1.31,-50,-50,0,2163,0,0,8,8,100,0,0
236,1.22,1.28,-56,-55,0,2171,1,-1,8,8,100,0,0
208,1.22,1.26,-63,-63,0,2178,0,1,8,8,100,0,0
207,1.3,1.26,-65,-65,0,2185,-2,-2,8,8,0,0,0
183,1.19,1.26,-56,-56,0,2191,-4,0,8,8,0,0,0
177,1.15,1.22,-64,-64,0,2197,1,0,8,8,100,0,0
201,1.3,1.22,-67,-67,0,2204,-1,-1,8,8,100,0,0
207,1.37,1.26,-52,-53,0,2211,0,0,8,8,100,0,0
207,1.26,1.27,-52,-52,0,2218,0,1,8,8,100,0,0
230,1.37,1.32,-59,-59,0,2226,0,0,8,8,100,0,0
212,1.48,1.37,-59,-59,0,2233,0,-1,8,8,100,0,0
236,1.41,1.38,-51,-52,0,2241,0,0,8,8,100,0,0
238,1.26,1.38,-57,-56,0,2249,-1,1,8,8,100,0,0
208,1.33,1.33,-55,-55,0,2272,-1,0,8,7,100,0,0
234,1.26,1.33,-52,-53,0,2280,-1,1,8,8,100,0,0
238,1.22,1.31,-68,-67,0,2288,0,1,8,8,100,0,0
208,1.15,1.31,-65,-65,0,2295,-12,9,8,8,0,0,0
212,1.08,1.31,-66,-66,0,2302,-6,-4,8,8,0,0,0
181,1.15,1.31,-68,-68,0,2308,-25,0,8,8,0,0,0
205,1.15,1.31,-52,-52,0,2315,-12,0,8,8,0,0,0
