time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
236,0.82,0.8,-44,-44,0,12656,1,0,8,9,100,0,0
238,0.89,0.82,-44,-44,0,12664,-1,1,9,9,100,0,0
234,0.82,0.84,-44,-44,0,12672,0,1,9,9,100,0,0
236,0.78,0.83,-45,-45,0,12680,0,0,9,9,100,0,0
238,0.82,0.83,-44,-44,0,12688,0,0,9,9,100,0,0
236,0.75,0.79,-44,-44,0,12696,-1,1,8,9,100,0,0
238,0.78,0.78,-44,-44,0,12704,1,0,8,9,100,0,0
236,0.75,0.77,-44,-44,0,12712,-1,1,8,9,100,0,0
236,0.78,0.77,-44,-44,0,12720,1,0,9,9,100,0,0
236,0.78,0.77,-43,-44,0,12728,0,0,8,9,100,0,0
240,0.78,0.77,-45,-45,0,12736,1,0,8,9,100,0,0
234,0.82,0.79,-44,-44,0,12744,1,-1,9,9,100,0,0
238,0.86,0.81,-44,-44,0,12752,0,0,9,9,100,0,0
234,0.78,0.81,-44,-44,0,12760,-1,1,9,9,100,0,0
236,0.86,0.83,-43,-43,0,12768,1,-1,9,9,100,0,0
236,0.82,0.83,-45,-44,0,12776,-1,0,8,9,100,0,0
236,0.78,0.81,-44,-44,0,12784,0,2,8,9,100,0,0
236,0.75,0.8,-44,-44,0,12792,0,1,8,9,100,0,0
238,0.89,0.81,-44,-44,0,12800,0,1,8,9,100,0,0
236,0.78,0.8,-44,-44,0,12808,0,0,8,9,100,0,0
240,0.78,0.8,-44,-44,0,12816,1,0,8,9,100,0,0
236,0.75,0.8,-45,-45,0,12824,1,1,8,9,100,0,0
210,0.82,0.78,-44,-44,0,12831,0,0,8,9,100,0,0
234,0.78,0.78,-44,-44,0,12839,1,0,8,9,100,0,0
238,0.75,0.77,-44,-44,0,12847,1,0,8,9,100,0,0
236,0.82,0.79,-43,-43,0,12855,0,1,9,9,100,0,0
234,0.82,0.79,-43,-43,0,12863,0,0,9,9,100,0,0
236,0.86,0.81,-44,-44,0,12871,0,1,8,9,100,0,0
240,0.86,0.84,-44,-44,0,12879,-1,0,8,9,100,0,0
238,0.78,0.83,-44,-44,0,12887,0,1,8,9,100,0,0
234,0.86,0.84,-44,-44,0,12895,0,1,8,9,100,0,0
238,0.86,0.84,-44,-44,0,12903,0,0,8,9,100,0,0
234,0.78,0.82,-44,-44,0,12911,0,1,9,8,100,0,0
238,0.78,0.82,-43,-44,0,12919,0,1,9,9,100,0,0
236,0.82,0.81,-44,-44,0,12927,0,0,8,9,100,0,0
240,0.86,0.81,-44,-44,0,12935,-1,0,8,9,100,0,0
234,0.86,0.83,-43,-43,0,12943,0,0,8,9,100,0,0
240,0.78,0.83,-44,-44,0,12951,0,0,9,9,100,0,0
234,0.78,0.82,-45,-45,0,12959,0,0,8,9,100,0,0
240,0.86,0.82,-43,-44,0,12967,-1,-1,8,9,100,0,0
238,0.89,0.83,-44,-44,0,12975,0,1,9,9,100,0,0
232,0.86,0.85,-43,-43,0,12983,-1,0,9,9,100,0,0
238,0.86,0.87,-43,-44,0,12991,0,0,8,9,100,0,0
238,0.86,0.87,-44,-44,0,12999,0,-1,8,9,100,0,0
234,0.78,0.84,-44,-44,0,13007,-1,0,9,9,100,0,0
236,0.86,0.84,-44,-44,0,13015,-1,-1,9,9,100,0,0
238,0.82,0.83,-44,-44,0,13023,1,1,9,9,100,0,0
234,0.78,0.81,-44,-44,0,13031,1,0,9,9,100,0,0
238,0.86,0.83,-45,-44,0,13039,0,0,9,9,100,0,0
238,0.86,0.83,-44,-44,0,13047,0,0,9,9,100,0,0
