time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
234,0.93,0.93,-48,-49,0,63165,0,0,7,8,100,0,0
238,0.82,0.9,-45,-45,0,63173,0,0,7,8,100,0,0
236,0.78,0.87,-49,-50,0,63181,0,1,7,8,100,0,0
236,0.82,0.84,-43,-44,0,63189,1,0,7,8,100,0,0
238,0.71,0.78,-47,-47,0,63197,0,1,7,8,100,0,0
232,0.78,0.77,-47,-47,0,63205,-1,1,7,8,100,0,0
240,0.89,0.8,-47,-47,0,63213,0,1,7,8,100,0,0
234,0.86,0.81,-45,-45,0,63221,-1,-1,7,7,100,0,0
238,0.71,0.81,-47,-47,0,63229,-1,2,7,7,100,0,0
238,0.89,0.84,-47,-47,0,63237,-1,1,7,7,100,0,0
238,0.82,0.82,-46,-46,0,63245,-1,1,7,7,100,0,0
236,0.93,0.84,-47,-47,0,63253,0,0,7,7,100,0,0
238,0.89,0.88,-49,-49,0,63261,0,0,7,7,100,0,0
236,0.86,0.88,-46,-46,0,63269,-1,0,7,7,100,0,0
238,0.82,0.88,-43,-43,0,63277,0,1,7,7,100,0,0
234,0.82,0.85,-44,-44,0,63285,1,1,7,7,100,0,0
238,0.86,0.84,-46,-46,0,63293,0,1,7,7,100,0,0
238,0.89,0.85,-46,-46,0,63301,0,0,7,7,100,0,0
236,0.78,0.84,-47,-48,0,63309,0,0,7,8,100,0,0
236,0.86,0.85,-48,-48,0,63317,0,0,7,7,100,0,0
238,0.82,0.84,-48,-48,0,63325,1,1,7,7,100,0,0
236,0.78,0.81,-46,-46,0,63333,0,0,7,7,100,0,0
265,0.78,0.81,-50,-51,0,63342,-1,0,7,7,100,0,0
236,0.78,0.79,-46,-46,0,63350,-1,1,7,7,100,0,0
234,0.82,0.79,-47,-48,0,63358,-1,0,7,7,100,0,0
240,0.89,0.82,-47,-47,0,63366,0,0,7,8,100,0,0
207,0.86,0.84,-44,-45,0,63373,0,1,7,8,100,0,0
236,0.82,0.85,-47,-47,0,63381,-1,1,7,7,100,0,0
240,0.89,0.87,-46,-46,0,63389,-1,1,7,7,100,0,0
236,0.82,0.85,-47,-47,0,63397,0,0,7,7,100,0,0
238,0.82,0.84,-46,-47,0,63405,0,0,7,8,100,0,0
238,0.89,0.86,-43,-44,0,63413,-1,0,7,7,100,0,0
240,0.78,0.84,-50,-51,0,63429,-1,1,7,8,100,0,0
232,0.78,0.83,-48,-48,0,63437,1,1,7,8,100,0,0
207,0.89,0.83,-47,-47,0,63444,0,0,7,8,100,0,0
236,0.86,0.83,-47,-47,0,63452,0,0,7,8,100,0,0
240,0.82,0.84,-47,-47,0,63460,-1,1,7,8,100,0,0
238,0.89,0.87,-44,-44,0,63468,0,0,7,8,100,0,0
236,0.86,0.86,-47,-47,0,63476,0,1,7,7,100,0,0
236,0.82,0.85,-47,-47,0,63484,0,0,7,7,100,0,0
236,0.78,0.84,-48,-49,0,63492,0,1,7,7,100,0,0
238,0.86,0.83,-43,-44,0,63500,-1,1,7,7,100,0,0
236,0.89,0.84,-45,-45,0,63508,0,0,7,8,100,0,0
236,0.86,0.85,-46,-46,0,63516,0,2,7,8,100,0,0
238,0.89,0.88,-47,-47,0,63524,-1,0,7,8,100,0,0
236,0.93,0.89,-43,-44,0,63532,-1,-1,7,8,100,0,0
236,0.82,0.88,-48,-49,0,63540,-1,0,7,8,100,0,0
236,0.89,0.88,-46,-46,0,63548,0,1,7,7,100,0,0
234,0.89,0.88,-49,-50,0,63556,1,2,7,7,0,0,0
216,0.89,0.88,-45,-45,0,63563,-1,0,7,8,100,0,0
