time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
236,0.78,0.79,-42,-42,0,9266,1,0,9,9,100,0,0
238,0.78,0.78,-41,-41,0,9274,0,-1,9,9,100,0,0
236,0.71,0.77,-42,-42,0,9282,-1,1,9,9,100,0,0
238,0.78,0.77,-42,-42,0,9290,0,0,9,9,100,0,0
236,0.67,0.74,-42,-42,0,9298,1,1,9,9,100,0,0
238,0.75,0.73,-41,-41,0,9306,0,0,9,9,100,0,0
236,0.75,0.74,-41,-41,0,9314,0,-1,9,9,100,0,0
236,0.75,0.73,-40,-40,0,9322,1,-1,9,9,100,0,0
236,0.78,0.76,-40,-40,0,9330,-1,0,9,9,100,0,0
236,0.78,0.77,-41,-41,0,9338,0,0,9,9,100,0,0
236,0.64,0.74,-41,-41,0,9346,0,1,9,9,100,0,0
236,0.82,0.76,-41,-41,0,9354,0,-1,9,9,100,0,0
238,0.78,0.76,-41,-41,0,9362,1,0,9,9,100,0,0
238,0.71,0.74,-42,-42,0,9370,0,0,9,9,100,0,0
236,0.82,0.78,-41,-41,0,9378,0,1,9,9,100,0,0
240,0.82,0.78,-42,-42,0,9386,-1,1,9,9,100,0,0
232,0.82,0.79,-41,-41,0,9394,1,1,9,9,100,0,0
236,0.78,0.81,-41,-41,0,9402,1,0,9,9,100,0,0
236,0.82,0.81,-40,-40,0,9410,0,-1,9,9,100,0,0
236,0.75,0.79,-40,-40,0,9418,1,0,9,9,100,0,0
236,0.75,0.77,-41,-41,0,9426,1,0,9,9,100,0,0
238,0.82,0.78,-41,-40,0,9434,0,0,9,9,100,0,0
236,0.78,0.77,-42,-41,0,9442,0,-1,9,9,100,0,0
238,0.78,0.78,-42,-41,0,9450,1,1,9,9,100,0,0
236,0.82,0.8,-40,-40,0,9458,1,-1,9,9,100,0,0
240,0.78,0.79,-42,-41,0,9466,0,-1,9,9,100,0,0
234,0.82,0.8,-42,-41,0,9474,0,-1,9,9,100,0,0
238,0.78,0.8,-42,-41,0,9482,-1,0,9,9,100,0,0
240,0.86,0.81,-41,-41,0,9498,0,0,9,9,100,0,0
232,0.82,0.81,-40,-40,0,9506,0,0,9,9,100,0,0
238,0.75,0.8,-40,-40,0,9514,0,1,9,9,100,0,0
238,0.82,0.81,-40,-40,0,9522,0,1,9,9,100,0,0
236,0.82,0.8,-40,-40,0,9530,-1,1,9,9,100,0,0
236,0.78,0.79,-41,-41,0,9538,0,0,9,9,100,0,0
236,0.75,0.79,-41,-41,0,9546,0,2,9,9,100,0,0
238,0.78,0.78,-42,-42,0,9554,1,-1,9,9,100,0,0
236,0.75,0.77,-41,-41,0,9562,-1,1,9,9,100,0,0
240,0.78,0.77,-41,-41,0,9570,0,1,9,9,100,0,0
236,0.82,0.78,-41,-40,0,9578,0,0,9,9,100,0,0
238,0.78,0.78,-40,-40,0,9586,-1,-1,9,9,100,0,0
238,0.82,0.8,-41,-41,0,9594,1,-1,9,9,100,0,0
236,0.78,0.8,-41,-41,0,9602,1,0,9,9,100,0,0
238,0.78,0.79,-41,-41,0,9610,0,0,9,9,100,0,0
234,0.82,0.8,-41,-41,0,9618,1,-1,9,9,100,0,0
238,0.78,0.79,-41,-41,0,9626,0,0,9,9,100,0,0
238,0.78,0.79,-42,-41,0,9634,0,0,9,9,100,0,0
238,0.78,0.79,-42,-41,0,9642,1,1,9,9,100,0,0
236,0.78,0.78,-40,-40,0,9650,0,0,9,9,100,0,0
238,0.82,0.79,-41,-41,0,9658,0,0,9,9,100,0,0
236,0.78,0.79,-41,-41,0,9666,0,0,9,9,100,0,0
