time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
238,0.82,0.85,-43,-43,0,16596,0,0,8,8,100,0,0
234,0.78,0.81,-45,-44,0,16604,1,0,7,8,100,0,0
238,0.86,0.81,-45,-45,0,16612,0,0,7,8,100,0,0
240,0.82,0.82,-48,-48,0,16620,1,0,7,8,100,0,0
236,0.93,0.85,-42,-42,0,16628,1,0,7,7,100,0,0
236,0.89,0.88,-44,-44,0,16636,1,0,7,8,100,0,0
236,1.0,0.91,-45,-45,0,16644,0,0,7,8,100,0,0
238,0.93,0.94,-44,-44,0,16652,0,0,7,8,100,0,0
236,0.86,0.92,-43,-42,0,16660,0,0,7,8,100,0,0
236,0.89,0.92,-44,-44,0,16668,0,0,7,8,100,0,0
238,0.78,0.87,-45,-45,0,16676,0,1,7,8,100,0,0
238,0.78,0.83,-43,-42,0,16684,0,0,7,8,100,0,0
236,0.93,0.85,-43,-42,0,16692,-1,0,7,8,100,0,0
236,0.89,0.85,-43,-44,0,16700,0,0,8,7,100,0,0
234,0.93,0.88,-48,-49,0,16708,1,0,7,8,100,0,0
240,0.89,0.91,-48,-47,0,16716,0,0,7,8,100,0,0
236,0.89,0.9,-45,-45,0,16724,0,0,7,8,100,0,0
236,0.78,0.88,-44,-44,0,16732,0,0,7,8,100,0,0
236,0.89,0.87,-44,-44,0,16740,-1,0,7,8,100,0,0
238,0.89,0.87,-50,-50,0,16748,0,1,7,8,100,0,0
236,0.86,0.86,-45,-45,0,16756,0,0,7,8,100,0,0
238,0.97,0.9,-44,-44,0,16764,0,-1,7,8,100,0,0
236,0.97,0.92,-48,-49,0,16772,0,0,7,7,100,0,0
236,0.93,0.93,-43,-42,0,16780,0,0,7,7,100,0,0
236,1.0,0.97,-43,-43,0,16788,0,0,7,8,100,0,0
238,1.0,0.98,-43,-43,0,16796,0,1,7,8,100,0,0
234,0.97,0.98,-48,-48,0,16804,1,0,7,8,100,0,0
236,0.97,0.99,-48,-49,0,16812,-1,0,7,8,100,0,0
238,0.93,0.97,-43,-43,0,16820,0,1,7,8,100,0,0
236,0.97,0.96,-43,-42,0,16828,0,0,7,8,100,0,0
236,0.93,0.95,-48,-49,0,16836,0,0,7,8,100,0,0
236,0.97,0.95,-44,-44,0,16844,0,0,7,8,100,0,0
236,0.89,0.94,-45,-45,0,16852,0,0,7,8,100,0,0
234,0.97,0.94,-47,-47,0,16860,0,0,7,8,100,0,0
238,0.97,0.95,-47,-48,0,16868,0,0,7,8,100,0,0
238,0.97,0.95,-43,-43,0,16876,0,1,7,8,100,0,0
236,1.0,0.98,-43,-43,0,16884,0,-1,7,8,100,0,0
238,1.0,0.99,-46,-46,0,16892,0,0,7,8,100,0,0
236,1.04,1.0,-43,-43,0,16900,1,1,7,8,100,0,0
240,1.04,1.02,-50,-50,0,16908,0,0,7,8,100,0,0
234,1.04,1.03,-43,-43,0,16916,-1,1,8,8,100,0,0
238,0.97,1.02,-43,-43,0,16924,0,0,7,8,100,0,0
238,1.08,1.03,-44,-44,0,16932,0,1,7,8,100,0,0
234,1.0,1.02,-43,-43,0,16940,-1,-1,8,8,100,0,0
238,0.97,1.0,-47,-47,0,16948,-1,0,8,8,100,0,0
236,1.0,1.01,-43,-44,0,16956,0,0,8,8,100,0,0
234,1.0,0.99,-45,-45,0,16964,0,0,8,8,100,0,0
240,1.08,1.01,-43,-43,0,16972,0,1,8,8,100,0,0
236,0.97,1.01,-44,-44,0,16980,0,1,8,8,100,0,0
232,0.97,1.0,-48,-49,0,16988,0,0,8,8,100,0,0
