time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
238,0.64,0.66,-45,-45,0,14494,0,0,8,8,100,0,0
234,0.64,0.65,-45,-45,0,14502,-1,0,8,8,100,0,0
236,0.75,0.66,-46,-46,0,14510,-1,0,8,8,100,0,0
238,0.75,0.69,-45,-45,0,14518,0,1,8,8,100,0,0
238,0.71,0.71,-45,-45,0,14526,0,0,8,8,100,0,0
238,0.71,0.73,-45,-46,0,14534,-1,1,8,8,100,0,0
234,0.6,0.69,-46,-46,0,14542,0,0,8,8,100,0,0
236,0.6,0.66,-47,-47,0,14550,0,0,8,8,100,0,0
238,0.6,0.63,-48,-49,0,14558,1,0,8,8,100,0,0
238,0.6,0.6,-47,-47,0,14566,0,0,8,8,100,0,0
236,0.56,0.59,-45,-45,0,14574,0,0,8,8,100,0,0
236,0.6,0.59,-47,-47,0,14582,1,0,8,8,100,0,0
236,0.6,0.59,-48,-49,0,14590,0,0,8,8,100,0,0
236,0.67,0.61,-48,-48,0,14598,-1,1,8,8,100,0,0
238,0.6,0.62,-47,-47,0,14606,0,-1,8,8,100,0,0
236,0.67,0.64,-46,-46,0,14614,0,1,8,8,100,0,0
236,0.56,0.63,-45,-45,0,14622,0,1,8,8,100,0,0
236,0.6,0.61,-47,-47,0,14630,0,0,8,8,100,0,0
238,0.64,0.62,-47,-47,0,14638,1,0,8,8,100,0,0
240,0.67,0.62,-47,-47,0,14646,0,0,8,8,100,0,0
236,0.67,0.65,-45,-45,0,14654,-1,0,8,8,100,0,0
238,0.67,0.66,-49,-49,0,14662,1,0,8,8,100,0,0
234,0.67,0.67,-46,-47,0,14670,0,1,8,8,100,0,0
236,0.75,0.69,-46,-46,0,14678,-1,0,8,8,100,0,0
238,0.67,0.69,-45,-45,0,14686,-1,0,8,8,100,0,0
236,0.67,0.69,-45,-45,0,14694,0,0,8,8,100,0,0
234,0.67,0.69,-47,-47,0,14702,0,1,8,8,100,0,0
236,0.64,0.66,-48,-48,0,14710,0,0,8,8,100,0,0
238,0.71,0.67,-46,-46,0,14718,0,0,8,8,100,0,0
236,0.71,0.68,-47,-47,0,14726,1,0,8,8,100,0,0
236,0.71,0.69,-45,-45,0,14734,0,0,8,8,100,0,0
240,0.71,0.71,-47,-47,0,14742,0,1,8,8,100,0,0
234,0.71,0.71,-46,-47,0,14750,0,0,8,8,100,0,0
238,0.67,0.7,-47,-47,0,14758,0,0,8,8,100,0,0
238,0.6,0.67,-45,-45,0,14766,0,0,8,8,100,0,0
234,0.6,0.65,-47,-47,0,14774,1,1,8,8,100,0,0
240,0.64,0.63,-48,-48,0,14782,1,1,8,8,100,0,0
238,0.67,0.63,-45,-45,0,14790,-1,-1,8,8,100,0,0
234,0.67,0.65,-45,-45,0,14798,0,-1,8,8,100,0,0
236,0.64,0.66,-48,-49,0,14806,0,0,8,8,100,0,0
236,0.67,0.66,-47,-47,0,14814,-1,0,8,8,100,0,0
240,0.71,0.67,-46,-46,0,14822,0,1,8,8,100,0,0
234,0.6,0.66,-45,-45,0,14830,0,1,8,8,100,0,0
238,0.71,0.67,-47,-47,0,14838,0,-1,8,8,100,0,0
238,0.71,0.68,-46,-46,0,14846,0,-1,8,8,100,0,0
236,0.71,0.68,-45,-45,0,14854,1,0,8,8,100,0,0
240,0.71,0.71,-48,-49,0,14862,-1,0,8,8,100,0,0
234,0.67,0.7,-45,-44,0,14870,0,0,8,8,100,0,0
238,0.64,0.68,-47,-47,0,14878,0,1,8,8,100,0,0
236,0.56,0.65,-47,-47,0,14886,0,2,8,8,100,0,0
