time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
236,0.82,0.77,-51,-52,0,64171,-1,1,7,8,100,0,0
240,0.71,0.76,-50,-50,0,64179,-1,0,7,8,100,0,0
236,0.86,0.77,-51,-52,0,64187,-1,1,7,7,100,0,0
238,0.75,0.78,-51,-52,0,64195,0,1,7,7,100,0,0
234,0.71,0.76,-51,-52,0,64203,0,1,7,7,100,0,0
238,0.71,0.76,-51,-52,0,64211,0,1,7,8,100,0,0
236,0.75,0.73,-52,-53,0,64219,0,1,7,8,100,0,0
234,0.67,0.71,-50,-51,0,64227,0,0,7,8,100,0,0
238,0.64,0.69,-52,-53,0,64235,1,0,7,8,100,0,0
240,0.75,0.7,-49,-50,0,64243,-1,0,7,7,100,0,0
234,0.75,0.7,-52,-53,0,64251,1,0,7,7,100,0,0
240,0.75,0.72,-52,-52,0,64259,-1,1,8,8,100,0,0
232,0.71,0.74,-51,-52,0,64267,-1,1,7,8,100,0,0
240,0.71,0.73,-50,-51,0,64275,-1,0,7,8,100,0,0
236,0.75,0.73,-50,-51,0,64283,-1,0,7,7,100,0,0
236,0.82,0.75,-50,-51,0,64291,-1,0,7,7,100,0,0
240,0.67,0.74,-51,-51,0,64299,0,2,7,8,100,0,0
236,0.67,0.73,-52,-52,0,64307,1,0,7,8,100,0,0
238,0.67,0.71,-49,-49,0,64315,0,1,7,7,100,0,0
238,0.75,0.69,-52,-53,0,64323,1,0,7,7,100,0,0
238,0.82,0.73,-51,-52,0,64331,-1,2,7,8,100,0,0
236,0.86,0.77,-54,-54,0,64339,0,0,7,7,100,0,0
238,0.78,0.8,-52,-53,0,64347,0,0,7,7,100,0,0
236,0.78,0.81,-53,-54,0,64355,-1,1,7,7,100,0,0
236,0.78,0.8,-52,-52,0,64363,0,1,7,7,100,0,0
240,0.75,0.77,-53,-54,0,64371,-1,1,7,7,100,0,0
236,0.78,0.77,-49,-50,0,64379,0,1,7,7,100,0,0
236,0.82,0.78,-51,-52,0,64387,0,0,7,7,100,0,0
238,0.71,0.77,-50,-51,0,64395,0,1,7,8,100,0,0
236,0.71,0.76,-52,-53,0,64403,-1,-1,7,7,100,0,0
236,0.82,0.77,-50,-51,0,64411,0,-1,7,7,100,0,0
238,0.82,0.77,-49,-50,0,64419,0,1,7,7,100,0,0
234,0.71,0.77,-52,-53,0,64427,0,0,7,7,100,0,0
238,0.56,0.73,-54,-54,0,64435,-1,1,7,7,100,0,0
232,0.67,0.69,-53,-54,0,64443,0,0,7,7,100,0,0
238,0.82,0.69,-51,-52,0,64451,-1,-1,7,7,100,0,0
240,0.75,0.7,-52,-53,0,64459,0,0,7,7,100,0,0
236,0.78,0.76,-52,-54,0,64467,-1,-1,7,7,100,0,0
238,0.64,0.75,-50,-51,0,64475,1,0,7,7,100,0,0
236,0.64,0.7,-52,-53,0,64483,0,0,7,7,100,0,0
236,0.67,0.68,-52,-53,0,64491,-1,0,7,7,100,0,0
238,0.75,0.67,-53,-54,0,64499,-1,0,7,7,100,0,0
240,0.6,0.66,-51,-52,0,64507,0,1,7,7,100,0,0
238,0.6,0.66,-51,-52,0,64515,-1,0,7,7,100,0,0
236,0.56,0.63,-51,-52,0,64523,0,0,7,7,100,0,0
234,0.6,0.59,-51,-51,0,64531,0,1,7,7,100,0,0
238,0.64,0.6,-52,-53,0,64539,0,1,7,7,100,0,0
236,0.53,0.58,-53,-54,0,64547,0,0,7,7,100,0,0
236,0.64,0.6,-52,-53,0,64555,1,0,7,7,100,0,0
240,0.56,0.59,-51,-52,0,64563,-1,0,7,7,100,0,0
