time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
238,0.86,0.9,-40,-40,0,11672,1,0,9,9,100,0,0
236,0.86,0.88,-40,-40,0,11680,1,0,9,9,100,0,0
238,0.86,0.87,-39,-39,0,11688,0,1,9,9,100,0,0
240,0.89,0.87,-40,-40,0,11696,0,0,9,9,100,0,0
234,0.86,0.87,-40,-40,0,11704,0,0,9,9,100,0,0
236,0.89,0.88,-39,-39,0,11712,0,-2,9,9,100,0,0
236,0.86,0.88,-41,-40,0,11720,0,0,9,9,100,0,0
238,0.93,0.88,-40,-40,0,11728,0,-1,9,9,100,0,0
238,0.93,0.9,-40,-40,0,11736,0,1,9,9,100,0,0
238,0.89,0.9,-41,-40,0,11744,0,1,9,9,100,0,0
238,0.97,0.93,-41,-41,0,11752,0,0,9,9,100,0,0
238,0.93,0.93,-41,-41,0,11760,0,0,9,9,100,0,0
236,0.86,0.91,-39,-39,0,11768,-1,0,9,9,100,0,0
236,0.86,0.9,-40,-40,0,11776,-1,1,9,9,100,0,0
236,0.86,0.88,-39,-39,0,11784,1,0,9,9,100,0,0
238,0.89,0.87,-41,-40,0,11792,0,1,9,9,100,0,0
238,0.86,0.87,-40,-40,0,11800,-1,0,9,9,100,0,0
238,0.89,0.88,-40,-40,0,11808,0,0,9,9,100,0,0
238,0.89,0.88,-39,-39,0,11816,-1,-1,9,9,100,0,0
236,0.86,0.88,-39,-39,0,11824,0,1,9,9,100,0,0
236,0.86,0.88,-40,-40,0,11832,0,1,9,9,100,0,0
236,0.89,0.88,-40,-40,0,11840,-1,0,9,9,100,0,0
236,0.82,0.86,-41,-40,0,11848,0,1,9,9,100,0,0
236,0.89,0.87,-41,-40,0,11856,-1,1,9,9,100,0,0
236,0.97,0.89,-40,-40,0,11864,0,1,9,9,100,0,0
238,0.82,0.88,-41,-40,0,11872,1,0,9,9,100,0,0
236,0.97,0.91,-40,-39,0,11880,0,0,9,9,100,0,0
238,0.86,0.9,-41,-41,0,11888,-1,1,9,9,100,0,0
236,0.93,0.89,-40,-40,0,11896,-1,0,9,9,100,0,0
236,0.93,0.92,-41,-41,0,11904,0,0,9,9,100,0,0
236,0.89,0.9,-40,-40,0,11912,0,0,9,9,100,0,0
236,0.89,0.91,-40,-40,0,11920,0,0,9,9,100,0,0
236,0.89,0.9,-39,-39,0,11928,-1,0,9,9,100,0,0
238,0.93,0.9,-40,-40,0,11936,-1,1,9,9,100,0,0
234,0.86,0.89,-39,-39,0,11944,1,0,9,9,100,0,0
236,0.93,0.9,-40,-40,0,11952,-1,-1,9,9,100,0,0
236,0.89,0.9,-40,-39,0,11960,-1,0,9,9,100,0,0
238,0.89,0.89,-39,-39,0,11968,-1,0,9,9,100,0,0
236,0.82,0.88,-41,-41,0,11976,0,1,9,9,100,0,0
236,0.86,0.87,-41,-41,0,11984,0,0,9,9,100,0,0
238,0.89,0.87,-41,-40,0,11992,1,1,9,9,100,0,0
234,0.93,0.88,-41,-40,0,12000,0,0,9,9,100,0,0
238,0.86,0.88,-41,-41,0,12008,0,0,9,9,100,0,0
240,0.93,0.9,-41,-40,0,12016,-1,0,9,9,100,0,0
234,0.89,0.9,-41,-41,0,12024,0,0,9,9,100,0,0
236,0.93,0.9,-39,-39,0,12032,0,1,9,9,100,0,0
236,0.86,0.9,-41,-41,0,12040,0,0,9,9,100,0,0
238,0.82,0.88,-39,-39,0,12048,0,1,9,9,100,0,0
236,0.86,0.87,-40,-40,0,12056,0,0,9,9,100,0,0
238,0.93,0.87,-40,-40,0,12064,1,0,9,9,100,0,0
