time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
240,1.55,1.55,-60,-60,0,47506,0,0,5,6,100,0,0
234,1.52,1.53,-60,-60,0,47514,0,1,5,6,100,0,0
265,1.63,1.55,-61,-60,0,47523,0,0,5,5,100,0,0
240,1.59,1.57,-59,-59,0,47531,0,0,5,6,100,0,0
236,1.55,1.57,-60,-60,0,47539,0,1,5,6,100,0,0
236,1.55,1.57,-62,-62,0,47547,0,3,5,5,0,1,2
212,1.59,1.57,-60,-60,0,47554,0,1,5,6,0,1,0
232,1.55,1.58,-60,-60,0,47562,-1,0,5,6,100,0,0
236,1.63,1.58,-61,-61,0,47570,-1,0,5,6,100,0,0
238,1.59,1.58,-65,-65,0,47578,0,1,5,6,100,0,0
236,1.63,1.6,-69,-68,0,47586,-1,0,5,6,100,0,0
236,1.55,1.6,-62,-62,0,47594,-1,1,5,6,100,0,0
234,1.52,1.57,-73,-73,0,47602,0,1,5,5,100,0,0
240,1.52,1.55,-62,-62,0,47610,-1,1,5,5,100,0,0
236,1.66,1.55,-59,-59,0,47618,-1,1,5,5,0,1,0
214,1.99,1.64,-59,-59,0,47625,0,1,5,5,100,0,0
232,2.28,1.83,-62,-62,0,47633,0,1,5,6,100,0,0
236,2.47,2.06,-59,-59,0,47641,0,1,6,6,100,0,0
234,2.47,2.3,-60,-60,0,47649,-1,0,6,6,100,0,0
236,2.39,2.4,-59,-59,0,47657,0,1,6,6,100,0,0
236,2.39,2.43,-64,-64,0,47665,-1,1,6,6,100,0,0
236,2.39,2.41,-58,-58,0,47673,-1,1,6,6,100,0,0
238,2.36,2.39,-60,-60,0,47681,0,1,6,6,100,0,0
265,2.43,2.39,-58,-57,0,47690,-1,1,6,6,100,0,0
238,2.39,2.39,-57,-57,0,47698,0,0,6,6,100,0,0
242,2.39,2.4,-64,-65,0,47731,0,0,6,6,100,0,0
240,2.39,2.39,-58,-57,0,47739,0,1,6,6,100,0,0
238,2.43,2.4,-59,-58,0,47747,-1,2,6,6,100,0,0
236,2.43,2.41,-60,-60,0,47755,-1,2,6,6,100,0,0
240,2.47,2.43,-59,-59,0,47763,-1,1,6,6,100,0,0
234,2.43,2.44,-65,-66,0,47771,-1,1,6,6,100,0,0
236,2.43,2.44,-63,-63,0,47779,-1,1,6,6,100,0,0
236,2.39,2.43,-61,-61,0,47787,0,0,6,6,100,0,0
238,2.39,2.41,-65,-65,0,47795,0,1,6,6,100,0,0
240,2.5,2.43,-58,-59,0,47803,-1,1,6,6,100,0,0
236,2.5,2.45,-62,-62,0,47811,0,1,6,6,100,0,0
240,2.5,2.48,-57,-57,0,47819,0,0,6,6,100,0,0
238,2.5,2.5,-57,-57,0,47827,0,1,6,7,100,0,0
234,2.58,2.52,-58,-58,0,47835,-1,0,6,6,100,0,0
236,2.61,2.55,-67,-67,0,47843,-1,1,6,6,100,0,0
267,2.43,2.53,-60,-59,0,47852,-1,0,6,6,100,0,0
234,2.58,2.55,-57,-57,0,47860,-1,0,6,6,100,0,0
236,2.54,2.54,-59,-59,0,47868,0,1,6,6,100,0,0
236,2.58,2.53,-63,-63,0,47876,-1,0,6,6,100,0,0
236,2.58,2.57,-63,-63,0,47884,0,1,6,6,100,0,0
236,2.61,2.58,-63,-63,0,47892,-1,0,6,6,100,0,0
238,2.65,2.6,-62,-62,0,47900,0,1,6,6,100,0,0
238,2.58,2.6,-58,-58,0,47908,0,0,6,6,100,0,0
236,2.65,2.62,-60,-60,0,47916,-1,0,6,6,100,0,0
238,2.58,2.61,-66,-66,0,47924,0,2,6,6,100,0,0
