time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
238,1.26,1.2,-51,-52,0,39885,-1,0,7,7,100,0,0
236,1.3,1.24,-53,-54,0,39893,-1,0,7,7,100,0,0
234,1.22,1.25,-52,-52,0,39901,0,1,7,7,100,0,0
238,1.26,1.26,-52,-53,0,39909,0,1,7,7,100,0,0
236,1.19,1.24,-51,-51,0,39917,0,1,7,7,100,0,0
236,1.26,1.23,-53,-53,0,39925,-1,0,7,7,100,0,0
240,1.19,1.22,-53,-53,0,39933,0,0,7,7,100,0,0
236,1.22,1.21,-56,-56,0,39941,-1,1,7,7,100,0,0
238,1.22,1.22,-52,-53,0,39949,0,0,7,7,100,0,0
234,1.19,1.2,-51,-52,0,39957,-1,1,7,7,100,0,0
236,1.15,1.2,-51,-52,0,39965,0,1,7,7,100,0,0
240,1.19,1.19,-51,-51,0,39973,0,1,7,7,100,0,0
236,1.26,1.2,-55,-55,0,39981,0,1,7,7,100,0,0
236,1.26,1.21,-53,-53,0,39989,-1,0,7,7,100,0,0
240,1.19,1.22,-54,-54,0,39997,0,0,7,7,100,0,0
238,1.19,1.22,-51,-52,0,40005,0,1,7,7,100,0,0
236,1.22,1.21,-54,-54,0,40013,-1,0,7,7,100,0,0
238,1.19,1.2,-53,-54,0,40021,0,0,7,7,100,0,0
234,1.15,1.19,-51,-52,0,40029,0,1,7,7,100,0,0
238,1.22,1.2,-52,-53,0,40037,0,0,7,7,100,0,0
236,1.15,1.18,-52,-53,0,40045,0,1,7,7,100,0,0
240,1.11,1.16,-53,-53,0,40053,0,0,7,7,100,0,0
236,1.15,1.16,-57,-56,0,40061,-1,1,7,7,100,0,0
238,1.19,1.15,-52,-53,0,40069,-1,0,7,7,100,0,0
236,1.19,1.16,-51,-52,0,40077,0,1,7,8,100,0,0
236,1.19,1.18,-52,-53,0,40085,0,0,7,7,100,0,0
234,1.11,1.17,-52,-53,0,40093,0,0,7,7,100,0,0
236,1.11,1.15,-56,-56,0,40101,1,1,7,7,100,0,0
238,1.11,1.13,-53,-54,0,40109,-1,1,7,7,100,0,0
236,1.08,1.1,-53,-54,0,40117,-1,0,7,7,100,0,0
238,1.15,1.11,-53,-53,0,40125,0,1,7,7,100,0,0
240,1.19,1.13,-57,-56,0,40133,0,0,7,7,100,0,0
234,1.19,1.15,-53,-54,0,40141,0,0,7,7,100,0,0
236,1.19,1.18,-52,-53,0,40149,-1,-1,7,7,100,0,0
240,1.11,1.17,-53,-53,0,40157,-1,0,7,7,100,0,0
234,1.15,1.16,-52,-53,0,40165,0,1,7,8,100,0,0
236,1.22,1.17,-52,-53,0,40173,-1,1,7,8,100,0,0
242,1.19,1.17,-53,-53,0,40181,0,0,7,7,100,0,0
236,1.15,1.18,-53,-53,0,40189,0,0,7,7,100,0,0
236,1.15,1.18,-53,-54,0,40197,0,1,7,7,100,0,0
240,1.08,1.14,-54,-54,0,40205,-1,1,7,7,100,0,0
234,1.08,1.11,-56,-56,0,40213,0,1,7,8,100,0,0
236,1.08,1.09,-56,-56,0,40221,0,0,7,7,100,0,0
267,1.11,1.09,-52,-53,0,40230,0,1,7,8,100,0,0
236,1.11,1.09,-57,-57,0,40238,-1,1,7,7,100,0,0
236,1.15,1.11,-57,-57,0,40246,0,0,7,7,100,0,0
238,1.11,1.12,-56,-56,0,40254,1,1,7,7,100,0,0
236,1.22,1.15,-52,-53,0,40262,-1,1,7,7,100,0,0
236,1.15,1.16,-53,-54,0,40270,0,1,7,7,100,0,0
236,1.15,1.16,-52,-53,0,40278,0,1,7,7,100,0,0
