time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
236,0.82,0.85,-53,-54,0,41085,0,0,7,7,100,0,0
236,0.89,0.87,-69,-69,0,41093,0,0,7,7,100,0,0
238,0.82,0.86,-58,-57,0,41101,0,1,7,7,100,0,0
238,0.78,0.83,-60,-59,0,41109,1,0,7,7,100,0,0
236,0.78,0.82,-59,-59,0,41117,0,1,7,7,100,0,0
238,0.78,0.79,-58,-57,0,41125,1,1,7,7,100,0,0
238,0.86,0.8,-60,-60,0,41133,-1,1,7,7,100,0,0
238,0.78,0.8,-69,-68,0,41141,0,0,7,7,100,0,0
236,0.75,0.79,-60,-60,0,41149,1,1,7,7,100,0,0
238,0.89,0.82,-58,-58,0,41157,0,0,7,7,100,0,0
236,0.86,0.82,-60,-59,0,41165,-1,0,7,8,100,0,0
210,0.82,0.83,-59,-59,0,41172,0,0,7,7,100,0,0
234,0.86,0.86,-57,-57,0,41180,0,0,7,7,100,0,0
236,0.86,0.85,-59,-59,0,41188,1,0,7,7,100,0,0
236,0.86,0.85,-53,-53,0,41196,-1,0,7,7,100,0,0
238,0.86,0.86,-58,-57,0,41204,0,-1,7,7,100,0,0
236,0.86,0.86,-57,-57,0,41212,-1,0,7,7,100,0,0
236,0.82,0.85,-58,-58,0,41220,1,1,7,7,100,0,0
236,0.86,0.85,-63,-63,0,41228,0,0,7,7,100,0,0
234,0.89,0.86,-63,-63,0,41236,0,0,7,7,100,0,0
236,0.86,0.86,-64,-64,0,41244,0,0,7,7,100,0,0
238,0.89,0.88,-62,-62,0,41252,0,0,7,7,100,0,0
234,0.93,0.89,-58,-58,0,41260,0,0,7,7,100,0,0
236,0.89,0.89,-58,-57,0,41268,0,0,7,7,100,0,0
236,0.86,0.89,-57,-57,0,41276,0,0,7,7,100,0,0
236,0.89,0.89,-58,-58,0,41284,-1,1,7,7,100,0,0
236,0.82,0.87,-61,-61,0,41292,-1,1,7,7,100,0,0
238,0.82,0.85,-52,-52,0,41300,0,0,7,7,100,0,0
236,0.86,0.85,-58,-57,0,41308,0,1,7,7,100,0,0
238,0.86,0.84,-58,-57,0,41316,0,0,7,7,100,0,0
236,0.89,0.86,-58,-57,0,41324,0,0,7,7,100,0,0
236,0.89,0.88,-60,-59,0,41332,0,0,7,7,100,0,0
236,0.86,0.88,-52,-52,0,41340,0,1,7,7,100,0,0
238,0.82,0.87,-59,-59,0,41348,0,0,7,7,100,0,0
238,0.93,0.88,-60,-60,0,41356,-1,0,7,7,100,0,0
238,0.86,0.87,-53,-54,0,41364,0,1,7,7,100,0,0
234,0.86,0.87,-52,-53,0,41372,0,0,7,7,100,0,0
236,0.89,0.88,-64,-64,0,41380,0,1,7,7,100,0,0
238,0.89,0.88,-61,-61,0,41388,0,1,7,7,100,0,0
238,0.89,0.88,-61,-61,0,41396,0,0,7,7,100,0,0
236,0.89,0.89,-61,-61,0,41404,0,1,7,7,100,0,0
238,0.89,0.89,-58,-58,0,41412,-1,-1,7,7,100,0,0
236,0.86,0.88,-57,-57,0,41420,0,1,7,7,100,0,0
236,0.86,0.88,-62,-62,0,41428,1,0,7,7,100,0,0
238,0.82,0.86,-59,-59,0,41436,0,1,7,7,100,0,0
238,0.89,0.86,-58,-58,0,41444,0,0,7,7,100,0,0
236,0.86,0.86,-55,-55,0,41452,0,0,7,7,100,0,0
236,0.86,0.86,-60,-60,0,41460,-1,1,7,7,100,0,0
236,0.93,0.88,-56,-56,0,41468,0,0,7,7,100,0,0
238,0.82,0.87,-58,-58,0,41476,0,0,7,7,100,0,0
