time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
238,0.16,0.2,-46,-46,0,35846,1,0,8,8,100,0,0
234,0.23,0.21,-46,-46,0,35854,0,0,8,8,100,0,0
236,0.16,0.19,-46,-46,0,35862,0,0,8,8,100,0,0
238,0.12,0.17,-46,-46,0,35870,-1,1,8,8,100,0,0
238,0.23,0.19,-45,-45,0,35878,0,1,8,8,100,0,0
238,0.2,0.18,-46,-46,0,35886,0,0,8,8,100,0,0
234,0.31,0.22,-46,-46,0,35894,0,0,8,8,100,0,0
238,0.23,0.24,-47,-47,0,35902,0,0,8,8,100,0,0
236,0.2,0.23,-45,-45,0,35910,0,1,8,8,100,0,0
238,0.23,0.24,-45,-46,0,35918,-1,1,8,8,100,0,0
236,0.23,0.23,-46,-47,0,35926,-1,0,8,8,100,0,0
238,0.31,0.24,-50,-50,0,35934,0,1,8,8,100,0,0
236,0.23,0.25,-48,-49,0,35942,0,1,8,8,100,0,0
238,0.27,0.26,-46,-46,0,35950,0,0,8,8,100,0,0
238,0.27,0.27,-48,-49,0,35958,0,-1,8,8,100,0,0
236,0.2,0.24,-50,-50,0,35966,1,0,8,8,100,0,0
238,0.27,0.25,-49,-49,0,35974,0,1,8,8,100,0,0
234,0.23,0.24,-45,-46,0,35982,-1,0,8,8,100,0,0
236,0.2,0.23,-49,-49,0,35990,1,0,8,8,100,0,0
236,0.23,0.23,-50,-51,0,35998,0,-1,8,8,100,0,0
240,0.16,0.21,-46,-47,0,36006,0,0,8,8,100,0,0
236,0.23,0.21,-48,-49,0,36014,0,-1,8,8,100,0,0
238,0.16,0.2,-46,-46,0,36022,0,0,8,8,100,0,0
240,0.27,0.21,-50,-50,0,36030,0,1,8,8,100,0,0
234,0.31,0.24,-46,-46,0,36038,0,0,8,8,100,0,0
236,0.23,0.24,-49,-50,0,36046,0,-1,8,8,100,0,0
236,0.2,0.25,-47,-47,0,36054,1,0,8,8,100,0,0
238,0.23,0.24,-46,-47,0,36062,-1,1,8,8,100,0,0
240,0.23,0.23,-47,-48,0,36070,0,-1,8,8,100,0,0
236,0.27,0.23,-47,-47,0,36078,0,0,8,8,100,0,0
238,0.12,0.22,-45,-45,0,36086,0,1,8,8,100,0,0
238,0.23,0.22,-50,-50,0,36094,0,-1,8,8,100,0,0
234,0.23,0.22,-49,-49,0,36102,0,-1,8,8,100,0,0
236,0.23,0.21,-49,-49,0,36110,1,0,8,8,100,0,0
236,0.23,0.23,-47,-47,0,36118,0,0,8,8,100,0,0
238,0.16,0.22,-50,-50,0,36126,0,1,8,8,100,0,0
238,0.23,0.22,-49,-50,0,36134,1,1,8,8,100,0,0
238,0.23,0.22,-47,-47,0,36142,0,-1,8,8,100,0,0
236,0.27,0.23,-50,-50,0,36150,-1,0,8,8,100,0,0
240,0.23,0.24,-45,-45,0,36158,-1,0,8,8,100,0,0
238,0.23,0.24,-50,-50,0,36166,1,0,8,8,100,0,0
234,0.2,0.23,-50,-50,0,36174,-1,1,8,8,100,0,0
236,0.23,0.23,-47,-47,0,36182,1,0,8,8,100,0,0
236,0.23,0.23,-48,-48,0,36190,1,0,8,8,100,0,0
236,0.27,0.23,-46,-48,0,36198,1,0,8,8,100,0,0
240,0.23,0.24,-49,-49,0,36206,0,0,8,8,100,0,0
238,0.23,0.23,-46,-46,0,36222,1,0,8,8,100,0,0
234,0.2,0.21,-45,-46,0,36230,-1,-1,8,8,100,0,0
236,0.2,0.2,-49,-50,0,36238,-1,0,8,8,100,0,0
236,0.16,0.2,-46,-46,0,36246,1,1,8,8,100,0,0
