time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
236,2.65,2.7,-62,-62,0,48610,0,0,6,6,100,0,0
236,3.35,2.86,-58,-58,0,48618,-1,0,6,7,100,0,0
236,2.76,2.86,-60,-60,0,48626,1,0,7,7,100,0,0
236,2.47,2.81,-56,-56,0,48634,-1,0,7,7,100,0,0
236,2.58,2.79,-57,-57,0,48642,-1,0,6,6,100,0,0
238,4.63,2.79,-58,-58,0,48650,-3,0,6,6,0,0,0
210,4.55,3.09,-59,-59,0,48657,0,1,6,6,100,0,0
230,2.39,3.0,-57,-57,0,48665,-1,0,7,6,100,0,0
234,2.5,3.01,-53,-54,0,48673,0,-1,7,7,100,0,0
232,2.83,3.07,-62,-61,0,48681,-1,0,7,7,100,0,0
240,2.54,2.57,-55,-55,0,48689,0,0,7,7,100,0,0
236,3.05,2.73,-55,-55,0,48697,0,0,6,6,100,0,0
240,2.61,2.76,-53,-54,0,48705,0,1,7,7,100,0,0
234,2.8,2.75,-60,-60,0,48713,0,0,6,6,100,0,0
236,2.76,2.81,-60,-59,0,48721,-1,0,7,6,100,0,0
236,2.8,2.74,-57,-57,0,48729,-1,0,7,7,100,0,0
236,3.02,2.74,-57,-56,0,48737,-11,0,6,6,0,0,0
210,2.5,2.71,-57,-57,0,48744,0,1,7,7,100,0,0
234,2.72,2.7,-53,-53,0,48752,0,0,7,7,100,0,0
234,4.85,3.22,-60,-60,0,48760,0,0,7,7,100,0,0
208,4.92,3.75,-70,-70,0,48767,0,0,6,6,100,0,0
236,5.03,4.38,-52,-53,0,48775,1,1,6,6,100,0,0
238,5.14,4.98,-66,-66,0,48783,0,1,6,6,100,0,0
240,5.14,5.06,-62,-62,0,48791,0,0,6,6,100,0,0
238,5.03,5.08,-69,-69,0,48799,0,1,6,6,100,0,0
236,4.92,5.06,-62,-62,0,48807,0,0,6,7,100,0,0
234,4.88,4.99,-56,-56,0,48815,-1,0,6,6,100,0,0
234,4.99,4.96,-72,-71,0,48823,0,0,6,6,100,0,0
236,4.92,4.93,-54,-55,0,48831,0,0,6,7,100,0,0
238,4.88,4.92,-58,-58,0,48839,0,0,6,7,100,0,0
238,2.14,4.23,-56,-56,0,48847,0,0,6,7,100,0,0
236,1.99,3.48,-70,-70,0,48855,1,0,7,7,100,0,0
267,4.81,3.46,-57,-57,0,48864,0,1,7,7,100,0,0
234,4.77,3.43,-55,-55,0,48872,0,0,7,7,100,0,0
240,4.77,4.09,-58,-58,0,48880,0,0,7,7,100,0,0
234,1.99,4.09,-66,-66,0,48888,0,0,6,6,100,0,0
242,4.74,4.07,-73,-72,0,48896,1,0,7,7,100,0,0
234,4.7,4.05,-68,-68,0,48904,0,1,7,7,100,0,0
236,4.77,4.05,-58,-58,0,48912,1,0,7,7,100,0,0
210,1.99,4.05,-59,-59,0,48919,0,0,7,7,100,0,0
207,1.99,3.36,-56,-56,0,48926,0,0,6,7,100,0,0
234,1.88,2.66,-57,-57,0,48934,0,0,7,7,100,0,0
238,1.88,1.94,-69,-69,0,48942,0,0,6,6,100,0,0
238,4.74,2.62,-67,-67,0,48950,0,0,6,7,100,0,0
263,4.74,3.31,-68,-68,0,48959,0,0,6,7,100,0,0
242,4.66,4.0,-54,-55,0,48967,0,0,6,6,100,0,0
234,1.96,4.02,-56,-55,0,48975,0,0,7,7,100,0,0
238,2.03,3.35,-60,-60,0,48983,0,0,7,7,100,0,0
263,2.03,2.67,-57,-57,0,48992,0,1,7,7,100,0,0
240,2.06,2.02,-61,-61,0,49000,1,0,7,7,100,0,0
