time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
238,2.21,2.21,-50,-50,0,43202,0,0,6,7,100,0,0
238,2.28,2.21,-49,-50,0,43210,0,-1,6,7,0,1,0
212,2.25,2.2,-54,-54,0,43217,0,0,6,6,100,0,0
230,2.25,2.2,-51,-52,0,43225,0,1,6,6,100,0,0
236,4.66,2.84,-53,-54,0,43233,0,0,6,6,100,0,0
240,4.7,3.46,-59,-58,0,43241,0,1,6,7,100,0,0
236,4.66,4.07,-55,-55,0,43249,0,0,6,6,100,0,0
238,4.59,4.65,-54,-55,0,43257,0,0,6,7,100,0,0
240,2.14,4.02,-54,-55,0,43265,0,0,6,6,100,0,0
234,4.55,3.99,-54,-55,0,43273,-1,0,6,7,100,0,0
238,2.03,3.33,-50,-51,0,43281,1,1,6,6,100,0,0
238,4.52,3.33,-72,-73,0,43289,0,0,5,6,0,1,0
214,4.55,3.32,-73,-72,0,43296,1,1,5,6,100,0,0
232,4.52,3.91,-51,-51,0,43304,0,0,6,6,100,0,0
232,4.52,3.9,-54,-54,0,43312,0,-1,6,6,100,0,0
238,4.63,4.55,-50,-51,0,43320,-1,0,6,6,100,0,0
236,4.48,4.54,-81,-81,0,43328,0,0,6,6,100,0,0
236,2.03,3.91,-53,-54,0,43336,0,0,6,6,100,0,0
238,1.99,3.28,-50,-51,0,43344,0,-1,6,7,100,0,0
238,2.06,2.64,-50,-50,0,43352,1,1,6,6,100,0,0
236,2.06,2.04,-53,-54,0,43360,0,0,6,7,100,0,0
234,2.14,2.06,-54,-54,0,43368,0,0,6,7,100,0,0
238,2.14,2.1,-57,-56,0,43376,1,1,6,7,100,0,0
236,4.7,2.76,-52,-53,0,43384,0,1,6,6,100,0,0
236,2.1,2.77,-55,-55,0,43392,0,0,6,6,100,0,0
236,1.99,2.73,-52,-53,0,43400,0,0,6,6,100,0,0
234,4.63,3.36,-77,-77,0,43408,0,0,6,6,100,0,0
238,4.55,3.32,-77,-76,0,43416,0,0,6,6,100,0,0
236,2.06,3.31,-50,-51,0,43424,0,0,6,6,100,0,0
238,1.96,3.3,-51,-52,0,43432,1,0,6,6,100,0,0
234,4.52,3.27,-50,-51,0,43440,0,0,6,6,100,0,0
238,4.59,3.28,-57,-57,0,43448,0,0,6,6,100,0,0
234,4.55,3.9,-53,-54,0,43456,-1,0,6,6,100,0,0
240,4.52,4.54,-56,-55,0,43464,0,0,6,6,100,0,0
236,4.59,4.56,-56,-56,0,43472,1,0,6,6,100,0,0
236,4.63,4.57,-55,-55,0,43480,0,0,6,7,100,0,0
234,4.63,4.59,-55,-55,0,43488,0,0,6,6,100,0,0
238,4.55,4.6,-51,-52,0,43496,0,-1,6,7,100,0,0
232,1.88,3.92,-54,-55,0,43504,-1,1,6,6,100,0,0
236,4.59,3.91,-50,-51,0,43512,0,0,6,6,100,0,0
238,4.66,3.91,-61,-61,0,43520,0,8,6,7,0,0,0
212,2.03,3.26,-58,-58,0,43527,0,-1,6,6,100,0,0
232,1.92,2.6,-58,-58,0,43535,0,0,6,7,100,0,0
240,4.63,3.29,-66,-66,0,43543,0,0,6,6,100,0,0
236,1.96,2.63,-58,-58,0,43551,0,1,6,6,100,0,0
236,4.59,3.27,-55,-55,0,43559,-1,-1,6,6,100,0,0
238,1.92,3.27,-51,-51,0,43567,0,0,6,7,100,0,0
236,4.55,3.25,-55,-55,0,43575,1,0,6,6,100,0,0
236,1.96,3.25,-52,-53,0,43583,0,0,6,7,100,0,0
238,2.03,2.61,-66,-66,0,43591,0,0,6,6,100,0,0
