time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
236,0.6,0.62,-52,-53,0,53303,-1,1,8,8,100,0,0
236,0.6,0.61,-50,-50,0,53311,-1,1,8,7,100,0,0
240,0.64,0.62,-48,-49,0,53319,0,1,8,8,100,0,0
234,0.64,0.62,-52,-53,0,53327,0,1,8,8,100,0,0
238,0.64,0.63,-54,-54,0,53335,0,1,8,8,100,0,0
236,0.64,0.64,-51,-52,0,53343,-1,1,8,8,100,0,0
238,0.6,0.63,-52,-52,0,53351,-1,1,8,8,100,0,0
236,0.56,0.61,-52,-53,0,53359,-1,1,8,8,100,0,0
236,0.6,0.6,-48,-49,0,53367,-1,1,8,8,100,0,0
238,0.56,0.58,-52,-53,0,53375,0,1,8,8,100,0,0
238,0.53,0.56,-53,-54,0,53383,-1,1,8,8,100,0,0
236,0.56,0.56,-51,-52,0,53391,0,2,8,8,100,0,0
238,0.53,0.55,-51,-51,0,53399,0,1,8,8,100,0,0
236,0.6,0.55,-49,-50,0,53407,0,1,8,8,100,0,0
236,0.64,0.58,-49,-49,0,53415,-1,1,8,8,100,0,0
236,0.6,0.59,-53,-54,0,53423,0,1,8,8,100,0,0
236,0.64,0.62,-53,-54,0,53431,0,1,8,7,100,0,0
236,0.56,0.61,-51,-52,0,53439,0,1,8,8,100,0,0
240,0.64,0.61,-52,-53,0,53447,-1,1,8,8,100,0,0
236,0.56,0.6,-51,-51,0,53455,-1,1,8,8,100,0,0
240,0.53,0.57,-53,-53,0,53463,-1,1,8,8,100,0,0
234,0.56,0.57,-52,-53,0,53471,-1,0,8,8,100,0,0
236,0.64,0.57,-52,-53,0,53479,0,1,8,8,100,0,0
236,0.56,0.57,-52,-53,0,53487,0,2,8,8,100,0,0
236,0.56,0.58,-54,-55,0,53495,-1,1,8,8,100,0,0
238,0.56,0.58,-53,-54,0,53503,-1,1,8,8,100,0,0
238,0.53,0.55,-52,-52,0,53511,-1,1,8,8,100,0,0
238,0.56,0.55,-51,-52,0,53519,-1,1,8,8,100,0,0
238,0.56,0.55,-54,-55,0,53527,-1,1,8,8,100,0,0
238,0.6,0.56,-52,-52,0,53535,-1,1,8,8,100,0,0
236,0.56,0.57,-52,-53,0,53543,-1,1,8,8,100,0,0
236,0.56,0.57,-53,-54,0,53551,-1,1,8,8,100,0,0
208,0.56,0.57,-51,-52,0,53558,-1,1,8,8,100,0,0
234,0.56,0.56,-52,-53,0,53566,0,1,8,8,100,0,0
238,0.56,0.56,-53,-54,0,53574,-1,1,8,8,100,0,0
240,0.64,0.58,-52,-53,0,53582,-1,0,8,8,100,0,0
232,0.56,0.58,-52,-52,0,53590,0,1,8,8,100,0,0
240,0.6,0.59,-52,-53,0,53598,-1,1,8,8,100,0,0
236,0.64,0.61,-52,-52,0,53606,-1,1,8,8,100,0,0
236,0.6,0.6,-49,-49,0,53614,0,1,8,7,100,0,0
240,0.6,0.61,-52,-53,0,53622,-1,1,8,8,100,0,0
236,0.64,0.62,-49,-49,0,53630,0,1,8,8,100,0,0
236,0.64,0.62,-54,-54,0,53638,-1,1,8,8,100,0,0
240,0.56,0.61,-48,-49,0,53654,-1,2,8,8,100,0,0
234,0.56,0.59,-54,-54,0,53662,0,1,8,8,100,0,0
236,0.56,0.57,-52,-53,0,53670,-1,1,8,8,100,0,0
236,0.6,0.57,-52,-52,0,53678,0,1,8,8,100,0,0
236,0.56,0.57,-49,-49,0,53686,-1,0,8,8,100,0,0
236,0.6,0.58,-54,-54,0,53694,0,0,8,8,100,0,0
238,0.64,0.6,-52,-53,0,53702,-1,0,8,8,100,0,0
