time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
210,2.61,3.08,-65,-65,0,63937,1,0,5,6,100,0,0
228,1.77,3.0,-73,-73,0,63945,0,0,5,5,100,0,0
240,2.72,3.14,-59,-58,0,63953,0,-1,4,5,100,0,0
236,3.02,2.53,-61,-61,0,63961,1,-1,4,5,100,0,0
238,2.87,2.6,-65,-65,0,63969,0,0,4,5,100,0,0
236,2.14,2.6,-64,-64,0,63977,0,5,5,4,0,0,1
212,4.48,2.6,-60,-60,0,63984,1,-1,4,5,0,2,1
207,4.37,3.25,-61,-60,0,63991,0,0,4,4,100,0,0
234,2.72,3.25,-61,-61,0,63999,0,0,3,5,100,0,0
238,1.74,2.92,-79,-79,0,64007,1,-1,4,5,100,0,0
236,2.65,2.92,-63,-62,0,64015,0,-1,2,3,0,1,4
212,2.28,2.92,-57,-57,0,64022,0,-1,3,4,0,1,0
207,4.96,3.45,-78,-78,0,64029,0,1,4,5,100,0,0
232,4.19,3.4,-69,-69,0,64037,0,0,3,4,100,0,0
238,2.25,3.28,-59,-59,0,64045,0,0,4,4,100,0,0
236,2.72,3.53,-58,-57,0,64053,1,-1,4,5,100,0,0
238,2.17,2.83,-71,-71,0,64061,0,1,4,4,100,0,0
240,2.21,2.83,-64,-65,0,64069,0,0,3,5,0,2,0
210,2.36,2.38,-62,-61,0,64076,1,-1,2,4,100,0,0
232,2.28,2.39,-62,-62,0,64084,0,-1,3,4,100,0,0
238,2.14,2.24,-75,-74,0,64092,0,0,4,5,100,0,0
261,2.06,2.24,-73,-73,0,64101,0,0,2,4,0,1,0
218,2.61,2.35,-60,-60,0,64108,0,-1,4,4,100,0,0
232,2.21,2.31,-77,-77,0,64116,1,-1,3,5,100,0,0
238,2.28,2.31,-70,-70,0,64124,1,-1,4,4,100,0,0
236,2.43,2.39,-62,-62,0,64132,0,0,4,5,100,0,0
261,2.14,2.39,-60,-60,0,64141,1,3,3,4,0,4,3
216,2.28,2.3,-62,-62,0,64148,1,0,2,4,100,0,0
232,2.14,2.28,-71,-71,0,64156,1,0,3,4,100,0,0
236,2.32,2.29,-67,-67,0,64164,0,0,2,4,100,0,0
236,2.25,2.29,-60,-60,0,64172,0,1,2,4,0,1,0
212,2.32,2.29,-61,-61,0,64179,-3,-2,3,4,0,1,0
207,2.58,2.33,-62,-62,0,64186,1,0,3,3,100,0,0
232,2.28,2.33,-69,-69,0,64194,0,-1,3,4,100,0,0
238,2.65,2.33,-84,-83,0,64202,1,-1,2,3,0,2,0
212,2.61,2.33,-58,-57,0,64209,0,-1,2,3,0,0,2
207,2.43,2.4,-63,-63,0,64216,0,0,3,4,100,0,0
230,2.25,2.39,-63,-63,0,64224,1,-1,3,5,100,0,0
238,2.36,2.33,-68,-68,0,64232,0,-1,2,4,100,0,0
236,2.43,2.33,-78,-77,0,64240,0,0,3,4,0,4,4
212,2.65,2.42,-61,-61,0,64247,0,0,3,3,100,0,0
230,2.47,2.43,-59,-59,0,64255,1,0,3,3,100,0,0
238,2.61,2.43,-67,-67,0,64263,1,-1,2,0,0,1,0
214,2.65,2.43,-60,-60,0,64270,1,0,2,0,0,1,1
207,2.32,2.43,-60,-60,0,64277,0,-1,3,4,0,1,0
205,2.76,2.56,-75,-76,0,64284,0,0,4,4,100,0,0
230,2.36,2.56,-63,-63,0,64292,-1,-1,3,4,100,0,0
236,2.58,2.54,-66,-66,0,64300,0,0,3,4,100,0,0
236,5.73,2.54,-59,-59,0,64308,-1,-1,3,0,0,0,1
214,2.58,2.57,-60,-59,0,64315,1,-2,2,0,100,0,0
