time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
242,3.75,3.88,-62,-62,0,62797,-1,0,4,5,100,0,0
238,3.79,3.86,-53,-53,0,62805,0,0,5,6,100,0,0
238,3.6,3.76,-62,-61,0,62813,1,-1,5,5,100,0,0
236,3.71,3.71,-65,-64,0,62821,-1,1,5,5,100,0,0
267,3.71,3.7,-66,-65,0,62830,1,0,4,6,100,0,0
238,3.93,3.7,-56,-55,0,62838,0,1,4,5,0,0,1
238,3.89,3.73,-56,-55,0,62846,0,0,5,5,100,0,0
236,3.79,3.78,-52,-53,0,62854,1,0,5,5,100,0,0
238,3.82,3.8,-63,-63,0,62862,1,-1,5,5,100,0,0
234,3.86,3.84,-53,-54,0,62870,0,1,5,5,100,0,0
238,3.71,3.79,-57,-56,0,62878,-1,-1,5,5,100,0,0
236,3.64,3.76,-53,-54,0,62886,1,0,5,5,100,0,0
236,3.75,3.74,-63,-63,0,62894,0,0,5,6,100,0,0
238,3.79,3.74,-65,-65,0,62902,1,6,5,5,0,0,3
212,3.82,3.73,-56,-55,0,62909,0,0,4,5,100,0,0
232,3.86,3.77,-56,-56,0,62917,1,0,4,5,100,0,0
236,3.89,3.83,-57,-56,0,62925,0,0,4,5,100,0,0
236,4.04,3.9,-52,-53,0,62933,0,1,4,4,100,0,0
236,3.79,3.89,-62,-62,0,62941,-1,0,4,5,100,0,0
238,3.68,3.85,-52,-53,0,62949,0,0,5,5,100,0,0
238,3.75,3.85,-52,-53,0,62957,0,-1,5,5,0,0,1
236,3.79,3.82,-63,-63,0,62965,0,0,5,5,100,0,0
238,3.79,3.76,-57,-57,0,62973,1,0,5,6,100,0,0
234,3.75,3.75,-55,-55,0,62981,1,-1,5,5,100,0,0
236,3.82,3.75,-54,-55,0,62989,1,-1,5,5,0,0,1
236,3.89,3.8,-55,-55,0,62997,0,0,5,6,100,0,0
236,3.82,3.81,-63,-63,0,63005,1,0,5,5,100,0,0
238,3.75,3.8,-63,-63,0,63013,-1,0,5,5,100,0,0
238,3.68,3.79,-55,-55,0,63021,-1,0,5,5,100,0,0
238,3.79,3.76,-56,-56,0,63029,1,0,5,5,100,0,0
236,3.68,3.72,-52,-53,0,63037,1,-1,5,5,100,0,0
234,3.71,3.71,-65,-65,0,63045,0,-1,4,5,100,0,0
238,3.68,3.71,-56,-56,0,63053,0,-1,5,5,100,0,0
236,3.57,3.66,-65,-65,0,63061,0,0,5,5,100,0,0
236,3.68,3.66,-65,-65,0,63069,0,0,4,5,100,0,0
238,3.86,3.69,-53,-54,0,63077,1,-1,4,4,100,0,0
259,3.71,3.7,-61,-61,0,63086,0,0,4,5,100,0,0
242,3.64,3.7,-65,-65,0,63094,-3,-1,5,5,0,1,0
208,3.82,3.77,-52,-53,0,63101,-1,1,5,5,100,0,0
230,3.75,3.79,-52,-53,0,63109,1,-1,4,5,100,0,0
240,3.75,3.79,-56,-56,0,63117,1,6,5,5,0,0,2
210,3.68,3.74,-54,-54,0,63124,0,0,4,5,100,0,0
232,3.71,3.74,-52,-53,0,63132,-1,0,5,5,100,0,0
236,3.79,3.73,-55,-55,0,63140,0,0,5,5,100,0,0
236,3.71,3.72,-64,-64,0,63148,0,0,4,5,100,0,0
236,3.82,3.76,-53,-54,0,63156,0,0,4,5,100,0,0
236,3.79,3.78,-53,-54,0,63164,1,0,5,6,100,0,0
236,3.75,3.77,-55,-55,0,63172,1,0,4,6,100,0,0
236,3.79,3.79,-52,-53,0,63180,1,0,4,5,100,0,0
238,3.71,3.76,-63,-63,0,63188,-1,0,4,5,100,0,0
