time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
238,4.96,4.95,-68,-68,0,59996,0,1,6,6,100,0,0
236,4.92,4.94,-51,-51,0,60004,0,0,6,6,100,0,0
234,5.1,4.97,-51,-52,0,60012,0,0,6,6,100,0,0
240,4.96,4.98,-67,-67,0,60020,0,0,6,6,100,0,0
238,2.43,4.35,-55,-55,0,60028,0,0,6,7,100,0,0
236,2.5,3.75,-52,-52,0,60036,-1,0,7,7,100,0,0
236,5.14,3.76,-60,-59,0,60044,-1,0,7,7,100,0,0
236,2.47,3.14,-52,-53,0,60052,0,0,7,7,100,0,0
236,2.39,3.13,-56,-56,0,60060,0,0,7,7,100,0,0
236,5.18,3.79,-57,-57,0,60068,0,1,7,7,100,0,0
238,2.36,3.1,-55,-55,0,60076,-1,-1,7,7,100,0,0
240,5.18,3.78,-68,-68,0,60084,-1,1,7,7,100,0,0
236,2.28,3.75,-70,-70,0,60092,0,0,7,7,100,0,0
234,5.03,3.71,-53,-54,0,60100,0,0,6,6,100,0,0
240,5.03,4.38,-62,-62,0,60108,0,0,6,6,100,0,0
236,5.03,4.38,-58,-58,0,60116,0,15,6,7,0,0,0
210,4.92,4.32,-56,-56,0,60123,0,0,6,7,100,0,0
234,4.55,4.88,-56,-55,0,60131,1,0,6,6,100,0,0
236,4.44,4.74,-57,-57,0,60139,0,0,6,7,100,0,0
238,4.44,4.59,-55,-55,0,60147,1,0,6,6,100,0,0
240,4.37,4.45,-62,-62,0,60155,-1,1,6,6,100,0,0
236,4.44,4.43,-60,-60,0,60163,0,0,6,7,100,0,0
236,4.55,4.45,-60,-60,0,60171,0,0,6,6,100,0,0
240,4.41,4.44,-56,-56,0,60179,0,1,6,6,100,0,0
236,4.48,4.47,-63,-63,0,60187,1,0,6,6,100,0,0
234,4.44,4.47,-54,-55,0,60195,0,0,6,6,100,0,0
238,4.48,4.45,-60,-60,0,60203,0,0,6,7,100,0,0
238,4.48,4.47,-56,-56,0,60211,1,1,6,6,100,0,0
238,4.52,4.48,-58,-58,0,60219,0,0,6,6,100,0,0
236,4.41,4.47,-68,-68,0,60227,0,0,6,6,100,0,0
240,4.37,4.44,-56,-56,0,60235,0,0,6,6,100,0,0
236,4.44,4.43,-60,-60,0,60243,1,0,6,6,100,0,0
234,4.59,4.45,-56,-56,0,60251,1,0,6,7,100,0,0
238,4.55,4.49,-55,-55,0,60259,0,0,6,6,100,0,0
238,4.48,4.52,-56,-56,0,60267,0,1,6,6,100,0,0
238,4.55,4.54,-60,-59,0,60275,0,0,6,6,100,0,0
236,4.63,4.55,-55,-55,0,60283,-1,-1,6,7,100,0,0
234,4.48,4.54,-56,-56,0,60291,0,0,6,6,100,0,0
236,4.44,4.53,-62,-62,0,60299,1,0,6,7,100,0,0
236,4.41,4.49,-63,-62,0,60307,0,0,6,6,100,0,0
236,4.41,4.43,-62,-63,0,60315,0,0,6,7,100,0,0
238,4.44,4.43,-56,-56,0,60323,1,1,6,6,100,0,0
236,4.41,4.42,-63,-62,0,60331,0,-1,6,6,100,0,0
238,4.48,4.43,-57,-56,0,60339,0,0,6,6,100,0,0
234,4.7,4.51,-60,-60,0,60347,0,0,6,6,100,0,0
238,4.66,4.56,-57,-56,0,60355,0,0,6,7,100,0,0
236,4.66,4.63,-56,-56,0,60363,-1,1,6,7,100,0,0
263,4.44,4.62,-60,-60,0,60372,0,0,6,6,100,0,0
244,4.59,4.59,-60,-60,0,60380,0,0,6,6,100,0,0
232,4.85,4.64,-69,-68,0,60388,1,0,6,7,100,0,0
