time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
236,4.22,4.34,-54,-55,0,58781,0,0,5,5,100,0,0
236,4.33,4.34,-61,-60,0,58789,-8,0,5,5,0,0,0
210,4.48,4.35,-61,-61,0,58796,-1,1,5,5,100,0,0
228,4.55,4.38,-55,-55,0,58804,-1,0,5,6,100,0,0
238,4.55,4.45,-67,-67,0,58812,0,1,5,5,100,0,0
234,4.66,4.56,-68,-67,0,58820,0,0,5,5,100,0,0
240,4.44,4.55,-55,-55,0,58828,0,0,5,5,100,0,0
236,4.41,4.52,-54,-55,0,58836,-1,1,5,5,100,0,0
236,4.48,4.5,-73,-72,0,58844,-1,1,5,5,100,0,0
238,4.37,4.43,-65,-65,0,58852,-1,1,5,6,100,0,0
238,4.52,4.44,-54,-54,0,58860,0,0,5,5,100,0,0
234,4.59,4.49,-55,-55,0,58868,0,-1,5,5,100,0,0
236,4.48,4.49,-60,-60,0,58876,0,0,5,5,100,0,0
265,4.44,4.51,-56,-55,0,58885,0,1,5,5,100,0,0
267,4.63,4.54,-56,-55,0,58894,0,1,5,6,100,0,0
238,4.66,4.54,-71,-70,0,58902,-1,-3,5,6,0,1,0
212,4.66,4.55,-60,-60,0,58909,0,0,5,6,100,0,0
232,4.63,4.59,-59,-59,0,58917,0,1,5,6,100,0,0
236,4.52,4.61,-55,-55,0,58925,0,1,5,6,100,0,0
238,4.52,4.58,-60,-59,0,58933,-1,1,5,5,100,0,0
236,4.59,4.56,-55,-55,0,58941,-1,0,5,5,100,0,0
238,4.63,4.56,-56,-55,0,58949,0,1,5,5,100,0,0
236,4.33,4.52,-69,-68,0,58957,1,1,5,6,100,0,0
234,4.48,4.51,-56,-56,0,58965,0,1,5,5,100,0,0
238,4.33,4.44,-56,-56,0,58973,-1,1,5,5,100,0,0
238,4.44,4.43,-63,-63,0,58989,0,0,5,6,100,0,0
232,4.52,4.44,-63,-63,0,58997,0,0,5,6,100,0,0
238,4.7,4.54,-56,-55,0,59005,-1,0,5,5,100,0,0
236,4.41,4.52,-60,-60,0,59013,0,-1,5,5,100,0,0
236,4.48,4.53,-70,-70,0,59021,-1,0,5,6,100,0,0
238,4.55,4.54,-56,-56,0,59029,0,0,5,5,100,0,0
236,4.41,4.46,-56,-56,0,59037,-1,0,5,6,100,0,0
236,4.33,4.46,-61,-61,0,59045,0,1,5,5,0,0,1
210,4.33,4.44,-60,-60,0,59052,-1,0,5,6,100,0,0
228,4.55,4.46,-56,-56,0,59060,0,0,5,6,100,0,0
236,4.44,4.43,-55,-55,0,59068,0,0,5,5,100,0,0
236,4.59,4.48,-55,-55,0,59076,0,0,5,5,100,0,0
238,4.37,4.49,-56,-55,0,59084,0,0,5,5,100,0,0
240,4.44,4.46,-56,-55,0,59092,0,0,5,6,100,0,0
238,4.37,4.44,-56,-56,0,59100,0,0,5,5,100,0,0
236,4.37,4.39,-65,-65,0,59108,-1,0,5,6,100,0,0
236,4.55,4.43,-55,-55,0,59116,-1,1,5,5,100,0,0
238,4.63,4.48,-56,-55,0,59124,0,1,5,5,100,0,0
236,4.55,4.53,-71,-70,0,59132,-1,0,5,5,100,0,0
238,4.48,4.55,-61,-61,0,59140,0,1,5,5,100,0,0
236,4.63,4.57,-56,-56,0,59148,1,1,5,5,100,0,0
236,4.52,4.54,-59,-59,0,59156,0,-1,5,6,100,0,0
238,4.41,4.51,-68,-68,0,59164,0,0,5,6,100,0,0
236,4.7,4.56,-71,-71,0,59172,-1,0,5,5,100,0,0
238,4.63,4.56,-57,-56,0,59180,0,0,5,5,100,0,0
