time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
240,1.92,1.84,-51,-52,0,56452,-1,0,7,7,100,0,0
236,1.85,1.84,-51,-52,0,56460,1,0,7,6,100,0,0
236,1.81,1.84,-54,-55,0,56468,0,-1,7,7,100,0,0
240,1.81,1.85,-56,-56,0,56476,1,0,7,7,100,0,0
234,1.92,1.85,-57,-57,0,56484,0,0,7,7,100,0,0
240,1.88,1.85,-53,-53,0,56492,0,0,7,7,100,0,0
236,1.85,1.86,-55,-55,0,56500,0,0,7,7,100,0,0
236,1.81,1.86,-55,-55,0,56508,0,0,7,7,100,0,0
236,1.85,1.85,-51,-52,0,56516,0,0,7,7,100,0,0
240,1.85,1.84,-56,-56,0,56524,0,0,7,7,100,0,0
236,1.85,1.84,-55,-55,0,56532,0,0,7,7,100,0,0
238,1.88,1.85,-51,-52,0,56540,0,0,7,7,100,0,0
236,1.74,1.83,-52,-53,0,56548,0,0,7,7,100,0,0
238,1.88,1.84,-52,-52,0,56556,0,-1,7,7,100,0,0
236,1.81,1.83,-56,-56,0,56564,0,0,7,7,100,0,0
236,1.77,1.8,-51,-52,0,56572,1,-1,7,7,100,0,0
234,1.85,1.83,-53,-54,0,56580,1,0,7,7,100,0,0
236,1.81,1.81,-55,-55,0,56588,0,-1,7,7,100,0,0
238,1.85,1.82,-55,-55,0,56596,1,0,7,7,100,0,0
236,1.81,1.83,-56,-56,0,56604,0,-1,7,7,100,0,0
236,1.81,1.82,-56,-56,0,56612,1,0,7,7,100,0,0
240,1.92,1.85,-51,-52,0,56620,0,-1,7,7,100,0,0
234,1.81,1.84,-51,-52,0,56628,1,1,7,7,100,0,0
238,1.81,1.84,-56,-56,0,56636,0,0,7,7,100,0,0
236,1.81,1.84,-51,-51,0,56644,0,0,7,6,100,0,0
236,1.85,1.82,-54,-54,0,56652,0,0,7,7,100,0,0
236,1.81,1.82,-55,-55,0,56660,1,0,7,7,100,0,0
240,1.81,1.82,-52,-53,0,56668,1,-1,7,7,100,0,0
238,1.77,1.81,-54,-55,0,56676,1,0,7,7,100,0,0
232,1.85,1.81,-55,-55,0,56684,1,0,7,7,100,0,0
236,1.88,1.83,-53,-53,0,56692,0,0,7,7,100,0,0
236,1.85,1.84,-53,-53,0,56700,1,0,7,7,100,0,0
236,1.85,1.85,-55,-55,0,56708,1,0,7,7,100,0,0
238,1.85,1.85,-56,-55,0,56716,1,0,7,7,100,0,0
234,1.88,1.85,-51,-52,0,56724,1,-1,7,7,100,0,0
238,1.77,1.84,-53,-54,0,56732,1,0,7,7,100,0,0
240,1.77,1.82,-56,-56,0,56740,1,0,7,7,100,0,0
236,1.77,1.8,-56,-55,0,56748,1,0,7,7,100,0,0
236,1.85,1.79,-55,-55,0,56756,0,0,7,7,100,0,0
236,1.81,1.8,-51,-52,0,56764,1,0,7,7,100,0,0
236,1.77,1.8,-55,-55,0,56772,1,0,7,7,100,0,0
236,1.77,1.8,-51,-52,0,56780,0,-1,7,7,100,0,0
236,1.85,1.8,-51,-52,0,56788,1,-1,7,7,100,0,0
238,1.77,1.79,-51,-52,0,56796,1,-1,7,7,100,0,0
236,1.81,1.8,-53,-54,0,56804,1,0,7,7,100,0,0
236,1.77,1.8,-52,-53,0,56812,1,-1,7,7,100,0,0
236,1.85,1.8,-51,-52,0,56820,1,-1,7,7,100,0,0
236,1.81,1.81,-56,-55,0,56828,1,-1,7,6,100,0,0
236,1.81,1.81,-51,-52,0,56836,0,0,7,7,100,0,0
238,1.77,1.81,-56,-55,0,56844,1,0,7,7,100,0,0
