time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
238,0.38,0.37,-59,-58,0,55337,1,0,6,6,100,0,0
240,0.23,0.34,-60,-60,0,55345,0,0,6,6,100,0,0
232,0.34,0.33,-61,-61,0,55353,1,-1,6,6,100,0,0
238,0.38,0.34,-55,-55,0,55361,0,-1,6,6,100,0,0
238,0.34,0.33,-59,-58,0,55369,1,0,6,6,100,0,0
236,0.31,0.34,-58,-58,0,55377,1,0,6,6,100,0,0
236,0.31,0.34,-58,-58,0,55385,1,-1,6,6,100,0,0
234,0.34,0.33,-60,-59,0,55393,1,-1,6,6,100,0,0
236,0.38,0.34,-60,-59,0,55401,1,0,6,6,100,0,0
240,0.45,0.37,-62,-61,0,55409,1,0,6,6,100,0,0
236,0.34,0.38,-66,-66,0,55417,1,0,6,6,100,0,0
238,0.34,0.38,-63,-63,0,55425,1,-1,6,6,100,0,0
240,0.34,0.37,-66,-65,0,55433,0,0,6,6,100,0,0
238,0.27,0.33,-66,-66,0,55441,1,-1,6,6,100,0,0
236,0.27,0.31,-59,-58,0,55449,1,-1,6,6,100,0,0
234,0.38,0.32,-64,-64,0,55457,0,-1,6,6,100,0,0
238,0.34,0.32,-59,-59,0,55465,1,0,6,6,100,0,0
236,0.38,0.35,-59,-59,0,55499,0,-1,6,6,100,0,0
236,0.27,0.33,-63,-63,0,55507,0,0,6,6,100,0,0
238,0.27,0.31,-63,-63,0,55515,0,0,6,6,100,0,0
236,0.23,0.29,-63,-63,0,55523,1,-1,6,6,100,0,0
234,0.27,0.26,-58,-58,0,55531,1,-1,6,6,100,0,0
238,0.31,0.27,-59,-58,0,55539,1,-1,6,6,100,0,0
240,0.31,0.28,-63,-64,0,55547,1,0,6,7,100,0,0
238,0.16,0.25,-62,-62,0,55563,0,1,6,7,100,0,0
234,0.31,0.25,-51,-51,0,55571,0,0,6,6,100,0,0
236,0.27,0.24,-60,-60,0,55579,0,0,6,6,100,0,0
240,0.23,0.24,-63,-63,0,55587,0,0,6,6,100,0,0
236,0.34,0.29,-64,-64,0,55595,-1,0,6,6,100,0,0
236,0.38,0.31,-60,-59,0,55603,0,0,6,7,100,0,0
236,0.31,0.32,-51,-52,0,55611,1,1,6,6,100,0,0
238,0.34,0.34,-64,-64,0,55619,0,0,6,6,100,0,0
238,0.31,0.34,-60,-59,0,55627,0,-1,6,6,100,0,0
234,0.16,0.28,-62,-62,0,55635,0,1,6,6,100,0,0
238,0.2,0.25,-51,-52,0,55643,0,1,6,6,100,0,0
234,0.23,0.23,-63,-63,0,55651,0,0,6,6,100,0,0
238,0.34,0.23,-68,-68,0,55659,0,-1,6,6,100,0,0
240,0.27,0.26,-57,-57,0,55667,0,1,6,6,100,0,0
236,0.31,0.29,-62,-62,0,55675,0,0,6,6,100,0,0
238,0.27,0.29,-62,-62,0,55708,0,0,6,7,100,0,0
238,0.27,0.29,-53,-54,0,55716,-1,1,6,6,100,0,0
234,0.34,0.3,-62,-62,0,55724,-1,0,6,6,100,0,0
238,0.31,0.3,-60,-59,0,55732,0,0,6,6,100,0,0
234,0.31,0.31,-57,-57,0,55740,0,0,6,6,100,0,0
238,0.31,0.32,-66,-66,0,55748,0,0,6,7,100,0,0
240,0.31,0.31,-59,-59,0,55756,0,0,6,6,100,0,0
238,0.31,0.31,-61,-61,0,55764,0,0,6,6,100,0,0
234,0.31,0.31,-60,-59,0,55772,0,-1,6,6,100,0,0
238,0.34,0.32,-66,-66,0,55780,0,1,6,6,100,0,0
236,0.45,0.35,-59,-59,0,55788,0,0,6,6,100,0,0
