# 6442, 1590253813
#  dongle_time, rssi, ch, mac, adv_packet                                                          
    4455133,-59,37,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040500BC0014000403DC0014000403D19C0
    4455154,-61,37,CE:60:4F:EA:F1:53,02010403036FFD17166FFD000000405A0B000300BE8002000300BE800219C0
    4455175,-62,37,E6:93:97:E9:2E:F7,02010403036FFD17166FFD000000404C0B4040C0FE80FB4040C0FE80FB19C0
    4455195,-58,37,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040570B000080C04000000080C0400019C0
    4455216,-74,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD00000040CA0100000000000000000000000019C0
    4455237,-59,37,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040500BC0014000403DC0014000403D19C0
    4455258,-62,37,CE:60:4F:EA:F1:53,02010403036FFD17166FFD000000405A0B000300BE8002000300BE800219C0
    4455278,-69,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040290100000000000000000000000019C0
    4455299,-75,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040120200000000000000000000000019C0
    4455320,-58,37,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040510B40010000403D40010000403D19C0
    4455341,-53,37,E0:8A:59:28:AD:7B,02010403036FFD17166FFD000000403F0BC03E000140FBC03E000140FB19C0
    4455361,-58,37,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040570B000080C04000000080C0400019C0
    4455382,-59,37,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040510B40010000403D40010000403D19C0
    4455403,-61,37,CE:60:4F:EA:F1:53,02010403036FFD17166FFD000000405B0B400340BEC001400340BEC00119C0
    4455423,-59,37,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040580B000080C04000000080C0400019C0
    4455444,-60,37,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040510B40010000403D40010000403D19C0
    4455465,-53,37,E0:8A:59:28:AD:7B,02010403036FFD17166FFD000000403F0BC03E000140FBC03E000140FB19C0
    4455486,-59,37,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040580B000080C04000000080C0400019C0
    4457674,-61,38,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040550B00FE4000803F00FE4000803F19C0
    4457694,-77,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040130200000000000000000000000019C0
    4457715,-63,38,C5:22:C1:23:6D:04,02010403036FFD17166FFD000000405D0B40010000803D40010000803D19C0
    4457736,-56,38,E0:8A:59:28:AD:7B,02010403036FFD17166FFD000000404B0B403E000100FB403E000100FB19C0
    4457756,-67,38,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040590B4040C0FE80FC4040C0FE80FC19C0
    4457777,-59,38,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040630BC0FF40C08000C0FF40C0800019C0
    4457798,-63,38,C5:22:C1:23:6D:04,02010403036FFD17166FFD000000405D0B40010000803D40010000803D19C0
    4457819,-62,38,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040560B80FD8000C03F80FD8000C03F19C0
    4457840,-59,38,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040640B80FFC0C0000180FFC0C0000119C0
    4457860,-64,38,C5:22:C1:23:6D:04,02010403036FFD17166FFD000000405D0B40010000803D40010000803D19C0
    4457881,-56,38,E0:8A:59:28:AD:7B,02010403036FFD17166FFD000000404B0B403E000100FB403E000100FB19C0
    4457902,-66,38,E6:93:97:E9:2E:F7,02010403036FFD17166FFD000000405A0BC040C0FE80FCC040C0FE80FC19C0
    4457923,-59,38,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040560B80FD8000C03F80FD8000C03F19C0
    4457943,-77,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040130200000000000000000000000019C0
    4457964,-65,38,C5:22:C1:23:6D:04,02010403036FFD17166FFD000000405E0B00010000403D00010000403D19C0
    4457985,-55,38,E0:8A:59:28:AD:7B,02010403036FFD17166FFD000000404C0B403E8001C0FA403E8001C0FA19C0
    4458006,-57,38,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040570BC0FD0000803FC0FD0000803F19C0
    4458026,-55,38,E0:8A:59:28:AD:7B,02010403036FFD17166FFD000000404C0B403E8001C0FA403E8001C0FA19C0
    4462804,-62,39,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040720B404040FFC0FB404040FFC0FB19C0
    4462825,-60,39,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040760B00010000403D00010000403D19C0
    4462845,-73,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000409E0100000000000000000000000019C0
    4462866,-69,39,E7:65:D6:8C:96:73,02010403036FFD17166FFD000000406F0B80FD8000004080FD8000004019C0
    4462887,-60,39,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040640B803E000100FB803E000100FB19C0
    4462908,-80,39,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040800B400380BE0002400380BE000219C0
    4462929,-62,39,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040720B404040FFC0FB404040FFC0FB19C0
    4462949,-60,39,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040760B00010000403D00010000403D19C0
    4462970,-69,39,E7:65:D6:8C:96:73,02010403036FFD17166FFD000000406F0B80FD8000004080FD8000004019C0
    4462991,-81,39,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040800B400380BE0002400380BE000219C0
    4463012,-75,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD000000402A0100000000000000000000000019C0
    4463032,-82,39,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040810BC00300BE0002C00300BE000219C0
    4463053,-58,39,E7:BF:78:8D:4F:11,02010403036FFD17166FFD000000407D0B800080C08000800080C0800019C0
    4463074,-73,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000409E0100000000000000000000000019C0
    4463095,-71,39,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040700BC0FD8000803FC0FD8000803F19C0
    4463115,-74,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD000000402A0100000000000000000000000019C0
    4463136,-58,39,E7:BF:78:8D:4F:11,02010403036FFD17166FFD000000407E0B4000C0C000014000C0C0000119C0
    4463157,-61,39,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040770B4001C0FF803D4001C0FF803D19C0
    4465354,-70,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD000000402A0100000000000000000000000019C0
    4465375,-61,37,E6:93:97:E9:2E:F7,02010403036FFD17166FFD000000407F0B804000FF00FC804000FF00FC19C0
    4465404,-57,37,E7:65:D6:8C:96:73,02010403036FFD17166FFD000000407C0B80FDC000803F80FDC000803F19C0
    4465425,-60,37,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040890B400080C08001400080C0800119C0
    4465446,-63,37,CE:60:4F:EA:F1:53,02010403036FFD17166FFD000000408D0B800200BE4002800200BE400219C0
    4465466,-76,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD00000040CB0100000000000000000000000019C0
    4465487,-52,37,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040710B803E0001C0FA803E0001C0FA19C0
    4465508,-73,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000409E0100000000000000000000000019C0
    4465529,-69,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD000000402A0100000000000000000000000019C0
    4465549,-56,37,E7:65:D6:8C:96:73,02010403036FFD17166FFD000000407C0B80FDC000803F80FDC000803F19C0
    4465570,-61,37,E6:93:97:E9:2E:F7,02010403036FFD17166FFD000000407F0B804000FF00FC804000FF00FC19C0
    4465591,-76,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040130200000000000000000000000019C0
    4465612,-76,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD00000040CB0100000000000000000000000019C0
    4465632,-87,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040A40100000000000000000000000019C0
    4465653,-58,37,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040840B4001C0FF003D4001C0FF003D19C0
    4465674,-56,37,E7:65:D6:8C:96:73,02010403036FFD17166FFD000000407D0BC0FD00000040C0FD0000004019C0
    4465694,-63,37,CE:60:4F:EA:F1:53,02010403036FFD17166FFD000000408E0B4003C0BE80014003C0BE800119C0
    4465715,-61,37,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040800B404040FE00FB404040FE00FB19C0
    4465736,-87,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040A40100000000000000000000000019C0
    4467909,-67,38,C5:22:C1:23:6D:04,02010403036FFD17166FFD000000408F0B00010000803D00010000803D19C0
    4467930,-76,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD000000402A0100000000000000000000000019C0
    4467951,-55,38,E0:8A:59:28:AD:7B,02010403036FFD17166FFD000000407D0BC03E400180FBC03E400180FB19C0
    4467971,-78,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040140200000000000000000000000019C0
    4467992,-64,38,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040880B80FDC000C03F80FDC000C03F19C0
    4468013,-76,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD00000040CB0100000000000000000000000019C0
    4468034,-67,38,C5:22:C1:23:6D:04,02010403036FFD17166FFD000000408F0B00010000803D00010000803D19C0
    4468054,-54,38,E0:8A:59:28:AD:7B,02010403036FFD17166FFD000000407D0BC03E400180FBC03E400180FB19C0
    4468075,-65,38,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040990B000340BE0002000340BE000219C0
    4468096,-64,38,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040880B80FDC000C03F80FDC000C03F19C0
    4468117,-78,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040140200000000000000000000000019C0
    4468137,-65,38,CE:60:4F:EA:F1:53,02010403036FFD17166FFD000000409A0B000340BE8002000340BE800219C0
    4468158,-62,38,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040970BC0FF40C0C000C0FF40C0C00019C0
    4468179,-65,38,CE:60:4F:EA:F1:53,02010403036FFD17166FFD000000409A0B000340BE8002000340BE800219C0
    4468200,-78,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040140200000000000000000000000019C0
    4468221,-68,38,E6:93:97:E9:2E:F7,02010403036FFD17166FFD000000408C0B404040FE00FC404040FE00FC19C0
    4468241,-76,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD00000040CB0100000000000000000000000019C0
    4468262,-55,38,E0:8A:59:28:AD:7B,02010403036FFD17166FFD000000407E0B403E0001C0FA403E0001C0FA19C0
    4468283,-74,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000409E0100000000000000000000000019C0
    4468303,-67,38,E6:93:97:E9:2E:F7,02010403036FFD17166FFD000000408D0B404000FF40FC404000FF40FC19C0
    4470488,-59,39,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040A20B0000C0C040000000C0C0400019C0
    4470509,-73,39,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040950B40FD8000004040FD8000004019C0
    4470530,-60,39,E0:8A:59:28:AD:7B,02010403036FFD17166FFD000000408A0B003F400140FB003F400140FB19C0
    4470551,-59,39,C5:22:C1:23:6D:04,02010403036FFD17166FFD000000409C0B40010000803D40010000803D19C0
    4470571,-67,39,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040980B8040C0FE40FC8040C0FE40FC19C0
    4470592,-73,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD000000402A0100000000000000000000000019C0
    4470613,-59,39,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040A30BC0FF80C00001C0FF80C0000119C0
    4470633,-74,39,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040950B40FD8000004040FD8000004019C0
    4470654,-67,39,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040980B8040C0FE40FC8040C0FE40FC19C0
    4470675,-59,39,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040A30BC0FF80C00001C0FF80C0000119C0
    4470696,-79,39,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040A60B400340BE4002400340BE400219C0
    4470716,-75,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000409E0100000000000000000000000019C0
    4470737,-73,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD000000402A0100000000000000000000000019C0
    4470758,-79,39,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040A70B800340BE0002800340BE000219C0
    4470779,-59,39,C5:22:C1:23:6D:04,02010403036FFD17166FFD000000409D0B0001C0FF403D0001C0FF403D19C0
    4470800,-67,39,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040990B8040C0FE40FB8040C0FE40FB19C0
    4470820,-74,39,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040960B00FD8000C03F00FD8000C03F19C0
    4473041,-59,37,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040A10B40FD8000C03F40FD8000C03F19C0
    4473062,-75,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD00000040CC0100000000000000000000000019C0
    4473083,-60,37,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040AF0B000080C04001000080C0400119C0
    4473104,-74,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040140200000000000000000000000019C0
    4473124,-53,37,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040970B803EC00040FB803EC00040FB19C0
    4473145,-85,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040A50100000000000000000000000019C0
    4473166,-59,37,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040A20B00FE8000803F00FE8000803F19C0
    4473186,-60,37,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040A90B00014000403D00014000403D19C0
    4473207,-60,37,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040AF0B000080C04001000080C0400119C0
    4473228,-75,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD00000040CC0100000000000000000000000019C0
    4473249,-59,37,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040A20B00FE8000803F00FE8000803F19C0
    4473269,-74,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040140200000000000000000000000019C0
    4473290,-59,37,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040B00B000080C08000000080C0800019C0
    4473311,-59,37,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040A20B00FE8000803F00FE8000803F19C0
    4473332,-74,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD00000040CC0100000000000000000000000019C0
    4473352,-70,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000409F0100000000000000000000000019C0
    4473373,-59,37,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040B00B000080C08000000080C0800019C0
    4473394,-60,37,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040AA0B00014000C03D00014000C03D19C0
    4475594,-56,38,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040A30B803E400100FB803E400100FB19C0
    4475614,-68,38,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040BF0B800200BE4002800200BE400219C0
    4475635,-73,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000409F0100000000000000000000000019C0
    4475656,-68,38,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040BC0B400080C0C000400080C0C00019C0
    4475677,-67,38,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040B50B00010000803D00010000803D19C0
    4475697,-63,38,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040B10B404080FE00FB404080FE00FB19C0
    4475718,-57,38,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040A30B803E400100FB803E400100FB19C0
    4475739,-68,38,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040BF0B800200BE4002800200BE400219C0
    4475760,-66,38,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040B20B004080FEC0FB004080FEC0FB19C0
    4475781,-67,38,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040B60B40010000C03D40010000C03D19C0
    4475801,-65,38,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040BC0B400080C0C000400080C0C00019C0
    4475822,-78,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD00000040CC0100000000000000000000000019C0
    4475843,-70,38,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040AF0BC0FD40004040C0FD4000404019C0
    4475863,-65,38,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040B60B40010000C03D40010000C03D19C0
    4475884,-76,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000409F0100000000000000000000000019C0
    4475905,-63,38,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040BD0B80FF40C0000180FF40C0000119C0
    4475926,-67,38,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040B20B004080FEC0FB004080FEC0FB19C0
    4475946,-57,38,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040A40B003EC00000FB003EC00000FB19C0
    4478151,-73,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000409F0100000000000000000000000019C0
    4478172,-73,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD000000402B0100000000000000000000000019C0
    4478193,-65,39,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040BE0B4040C0FE00FC4040C0FE00FC19C0
    4478214,-65,39,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040BB0B80FD4000803F80FD4000803F19C0
    4478234,-59,39,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040B00B403E4001C0FA403E4001C0FA19C0
    4478255,-60,39,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040C20B40010000803D40010000803D19C0
    4478276,-80,39,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040CC0B400300BE8002400300BE800219C0
    4478296,-65,39,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040BE0B4040C0FE00FC4040C0FE00FC19C0
    4478317,-60,39,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040B00B403E4001C0FA403E4001C0FA19C0
    4478338,-73,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000409F0100000000000000000000000019C0
    4478359,-65,39,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040BE0B4040C0FE00FC4040C0FE00FC19C0
    4478379,-59,39,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040B00B403E4001C0FA403E4001C0FA19C0
    4478400,-59,39,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040C90B4000C0C000014000C0C0000119C0
    4478421,-85,39,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040CC0B400300BE8002400300BE800219C0
    4478442,-73,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000409F0100000000000000000000000019C0
    4478462,-59,39,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040B10B803EC000C0FB803EC000C0FB19C0
    4478483,-92,39,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040CD0BC00280BE4002C00280BE400219C0
    4478504,-64,39,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040BF0BC03FC0FEC0FBC03FC0FEC0FB19C0
    4478524,-67,39,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040BC0B00FE8000C03F00FE8000C03F19C0
    4478545,-73,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000409F0100000000000000000000000019C0
    4480719,-62,37,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040D80B000380BE4002000380BE400219C0
    4480739,-58,37,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040C70BC0FD4000C03FC0FD4000C03F19C0
    4480760,-76,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD00000040CD0100000000000000000000000019C0
    4480781,-52,37,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040BC0B403D000140FA403D000140FA19C0
    4480802,-62,37,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040CB0BC040C0FE40FCC040C0FE40FC19C0
    4480822,-61,37,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040D50B400000C0C000400000C0C00019C0
    4480843,-58,37,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040C70BC0FD4000C03FC0FD4000C03F19C0
    4480864,-74,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000409F0100000000000000000000000019C0
    4480884,-69,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD000000402B0100000000000000000000000019C0
    4480905,-62,37,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040CB0BC040C0FE40FCC040C0FE40FC19C0
    4480926,-58,37,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040C80BC0FD8000803FC0FD8000803F19C0
    4480947,-58,37,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040CF0BC000C0FFC03DC000C0FFC03D19C0
    4480967,-61,37,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040CB0BC040C0FE40FCC040C0FE40FC19C0
    4480988,-61,37,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040D60B000040C08000000040C0800019C0
    4481009,-52,37,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040BD0B803E4001C0FA803E4001C0FA19C0
    4481029,-62,37,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040CC0B404000FF40FC404000FF40FC19C0
    4481050,-61,37,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040D60B000040C08000000040C0800019C0
    4481071,-58,37,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040C80BC0FD8000803FC0FD8000803F19C0
    4481092,-70,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD000000402B0100000000000000000000000019C0
    4483273,-64,38,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040E50BC00280BE4002C00280BE400219C0
    4483294,-69,38,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040D40BC0FD4000803FC0FD4000803F19C0
    4483317,-66,38,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040DB0B40014000C03D40014000C03D19C0
    4483338,-66,38,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040D70BC040C0FE40FCC040C0FE40FC19C0
    4483359,-74,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD000000402C0100000000000000000000000019C0
    4483379,-65,38,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040E50BC00280BE4002C00280BE400219C0
    4483400,-67,38,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040D40BC0FD4000803FC0FD4000803F19C0
    4483421,-75,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD00000040CD0100000000000000000000000019C0
    4483442,-67,38,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040DB0B40014000C03D40014000C03D19C0
    4483462,-55,38,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040C90B803E000140FB803E000140FB19C0
    4483483,-65,38,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040E50BC00280BE4002C00280BE400219C0
    4483504,-74,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD000000402C0100000000000000000000000019C0
    4483525,-56,38,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040CA0B003E400100FB003E400100FB19C0
    4483545,-68,38,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040D80B4040C0FE00FC4040C0FE00FC19C0
    4483566,-66,38,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040D50B00FE0000C03F00FE0000C03F19C0
    4483587,-78,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040150200000000000000000000000019C0
    4483608,-66,38,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040D50B00FE0000C03F00FE0000C03F19C0
    4488391,-60,39,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040E20B403E800140FB403E800140FB19C0
    4488412,-66,39,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040F00B004080FE40FC004080FE40FC19C0
    4488433,-60,39,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040F40B40014000C03D40014000C03D19C0
    4488454,-87,39,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040FE0B0003C0BD40020003C0BD400219C0
    4488475,-59,39,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040FB0BC0FFC0C04001C0FFC0C0400119C0
    4488495,-74,39,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040ED0B40FD4000403F40FD4000403F19C0
    4488516,-60,39,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040E20B403E800140FB403E800140FB19C0
    4488537,-89,39,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040160200000000000000000000000019C0
    4488557,-75,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040A00100000000000000000000000019C0
    4488578,-60,39,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040F50B00014000403D00014000403D19C0
    4488599,-60,39,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040E30B403E4001C0FA403E4001C0FA19C0
    4488620,-74,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD000000402C0100000000000000000000000019C0
    4488640,-89,39,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040160200000000000000000000000019C0
    4488661,-72,39,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040EE0B40FD4000C03F40FD4000C03F19C0
    4488682,-66,39,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040F10B4040C0FEC0FB4040C0FEC0FB19C0
    4488702,-78,39,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040FF0B800340BE4002800340BE400219C0
    4488723,-74,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD000000402C0100000000000000000000000019C0
    4488744,-66,39,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040F20B404000FF80FC404000FF80FC19C0
    4488765,-77,39,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040000C000340BE0002000340BE000219C0
    4490953,-58,37,E7:65:D6:8C:96:73,02010403036FFD17166FFD00000040FA0BC0FDC0000040C0FDC000004019C0
    4490973,-68,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD000000402C0100000000000000000000000019C0
    4490994,-60,37,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040010CC0008000803DC0008000803D19C0
    4491015,-60,37,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040FD0B804000FF00FD804000FF00FD19C0
    4491036,-52,37,E0:8A:59:28:AD:7B,02010403036FFD17166FFD00000040EF0B403E400100FB403E400100FB19C0
    4491056,-75,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040160200000000000000000000000019C0
    4491077,-62,37,CE:60:4F:EA:F1:53,02010403036FFD17166FFD000000400B0C400380BE4002400380BE400219C0
    4491098,-86,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040A70100000000000000000000000019C0
    4491118,-60,37,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040010CC0008000803DC0008000803D19C0
    4491139,-61,37,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040FD0B804000FF00FD804000FF00FD19C0
    4491160,-61,37,CE:60:4F:EA:F1:53,02010403036FFD17166FFD000000400B0C400380BE4002400380BE400219C0
    4491181,-75,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040160200000000000000000000000019C0
    4491201,-60,37,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040FE0B004140FF80FC004140FF80FC19C0
