# 6442, 1590253813
#  dongle_time, rssi, ch, mac, adv_packet                                                          
    3766509,-75,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405D0100000000000000000000000019C0
    3766529,-88,39,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D30100000000000000000000000019C0
    3766550,-83,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040E90000000000000000000000000019C0
    3766571,-87,39,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040630100000000000000000000000019C0
    3766592,-87,39,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408A0100000000000000000000000019C0
    3766612,-75,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405D0100000000000000000000000019C0
    3766633,-88,39,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D30100000000000000000000000019C0
    3766654,-85,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040E90000000000000000000000000019C0
    3766675,-87,39,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040630100000000000000000000000019C0
    3766700,-87,39,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408A0100000000000000000000000019C0
    3766721,-75,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405D0100000000000000000000000019C0
    3766742,-88,39,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D30100000000000000000000000019C0
    3766762,-86,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040E90000000000000000000000000019C0
    3766783,-87,39,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040630100000000000000000000000019C0
    3769035,-85,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D30100000000000000000000000019C0
    3769085,-71,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040E90000000000000000000000000019C0
    3769106,-84,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040640100000000000000000000000019C0
    3769127,-72,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405D0100000000000000000000000019C0
    3769147,-80,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408B0100000000000000000000000019C0
    3769168,-77,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D30100000000000000000000000019C0
    3769189,-68,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040E90000000000000000000000000019C0
    3769210,-85,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040640100000000000000000000000019C0
    3769230,-71,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405D0100000000000000000000000019C0
    3769251,-80,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408B0100000000000000000000000019C0
    3769272,-77,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D30100000000000000000000000019C0
    3769293,-67,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EA0000000000000000000000000019C0
    3769313,-84,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040640100000000000000000000000019C0
    3769334,-71,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405D0100000000000000000000000019C0
    3769355,-80,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408B0100000000000000000000000019C0
    3771598,-72,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EA0000000000000000000000000019C0
    3771655,-76,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405E0100000000000000000000000019C0
    3771676,-80,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D30100000000000000000000000019C0
    3771699,-71,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EA0000000000000000000000000019C0
    3771720,-85,38,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040640100000000000000000000000019C0
    3771770,-79,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D30100000000000000000000000019C0
    3771809,-73,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EA0000000000000000000000000019C0
    3771829,-85,38,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040640100000000000000000000000019C0
    3771865,-75,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405E0100000000000000000000000019C0
    3771885,-82,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D30100000000000000000000000019C0
    3774157,-88,39,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040640100000000000000000000000019C0
    3774178,-83,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EA0000000000000000000000000019C0
    3774199,-79,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405E0100000000000000000000000019C0
    3774223,-81,39,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D30100000000000000000000000019C0
    3774270,-83,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EA0000000000000000000000000019C0
    3774293,-80,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405E0100000000000000000000000019C0
    3774332,-81,39,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D30100000000000000000000000019C0
    3774368,-88,39,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040640100000000000000000000000019C0
    3774389,-84,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EA0000000000000000000000000019C0
    3774410,-83,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405E0100000000000000000000000019C0
    3774432,-81,39,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D30100000000000000000000000019C0
    3776713,-84,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405E0100000000000000000000000019C0
    3776739,-83,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408B0100000000000000000000000019C0
    3776760,-82,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D40100000000000000000000000019C0
    3776791,-84,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040640100000000000000000000000019C0
    3776811,-68,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EA0000000000000000000000000019C0
    3776832,-86,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405E0100000000000000000000000019C0
    3776861,-83,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D40100000000000000000000000019C0
    3776896,-84,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040640100000000000000000000000019C0
    3776916,-67,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EA0000000000000000000000000019C0
    3776937,-80,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405E0100000000000000000000000019C0
    3776958,-84,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408B0100000000000000000000000019C0
    3776979,-81,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D40100000000000000000000000019C0
    3777000,-85,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040640100000000000000000000000019C0
    3777021,-67,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EA0000000000000000000000000019C0
    3779277,-87,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408C0100000000000000000000000019C0
    3779298,-89,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D40100000000000000000000000019C0
    3779349,-75,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EA0000000000000000000000000019C0
    3779370,-74,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405E0100000000000000000000000019C0
    3779391,-87,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408C0100000000000000000000000019C0
    3779437,-91,38,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040650100000000000000000000000019C0
    3779458,-75,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EA0000000000000000000000000019C0
    3779479,-74,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405E0100000000000000000000000019C0
    3779500,-82,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408C0100000000000000000000000019C0
    3779567,-77,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EA0000000000000000000000000019C0
    3779588,-75,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405E0100000000000000000000000019C0
    3781835,-87,39,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408C0100000000000000000000000019C0
    3781856,-87,39,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040650100000000000000000000000019C0
    3781876,-82,39,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D40100000000000000000000000019C0
    3781897,-74,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405F0100000000000000000000000019C0
    3781918,-85,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EB0000000000000000000000000019C0
    3781939,-88,39,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408C0100000000000000000000000019C0
    3781960,-87,39,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040650100000000000000000000000019C0
    3781980,-81,39,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D40100000000000000000000000019C0
    3782001,-75,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405F0100000000000000000000000019C0
    3782022,-85,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EB0000000000000000000000000019C0
    3782042,-87,39,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408C0100000000000000000000000019C0
    3782063,-88,39,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040650100000000000000000000000019C0
    3782084,-82,39,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D40100000000000000000000000019C0
    3782105,-74,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405F0100000000000000000000000019C0
    3782126,-85,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EB0000000000000000000000000019C0
    3784417,-73,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405F0100000000000000000000000019C0
    3784437,-67,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EB0000000000000000000000000019C0
    3784466,-87,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040650100000000000000000000000019C0
    3784487,-81,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408C0100000000000000000000000019C0
    3784507,-82,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D40100000000000000000000000019C0
    3784528,-73,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405F0100000000000000000000000019C0
    3784549,-67,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EB0000000000000000000000000019C0
    3784585,-83,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408C0100000000000000000000000019C0
    3784605,-79,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D40100000000000000000000000019C0
    3784630,-73,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405F0100000000000000000000000019C0
    3784651,-67,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EB0000000000000000000000000019C0
    3784694,-83,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408C0100000000000000000000000019C0
    3784715,-82,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D40100000000000000000000000019C0
    3786964,-76,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EB0000000000000000000000000019C0
    3787019,-83,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408C0100000000000000000000000019C0
    3787039,-83,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D50100000000000000000000000019C0
    3787060,-75,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405F0100000000000000000000000019C0
    3787081,-76,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EB0000000000000000000000000019C0
    3787125,-78,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408C0100000000000000000000000019C0
    3787146,-83,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D50100000000000000000000000019C0
    3787167,-75,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405F0100000000000000000000000019C0
    3787187,-76,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EB0000000000000000000000000019C0
    3787227,-86,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408C0100000000000000000000000019C0
    3787248,-84,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D50100000000000000000000000019C0
    3787269,-75,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405F0100000000000000000000000019C0
    3789519,-84,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EB0000000000000000000000000019C0
    3789553,-87,39,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D50100000000000000000000000019C0
    3789574,-74,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405F0100000000000000000000000019C0
    3789623,-84,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EB0000000000000000000000000019C0
    3789662,-83,39,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D50100000000000000000000000019C0
    3789682,-74,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405F0100000000000000000000000019C0
    3789727,-85,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EB0000000000000000000000000019C0
    3789763,-84,39,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D50100000000000000000000000019C0
    3789783,-74,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD000000405F0100000000000000000000000019C0
    3789827,-85,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EB0000000000000000000000000019C0
    3792080,-81,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040660100000000000000000000000019C0
    3792101,-86,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D50100000000000000000000000019C0
    3792122,-73,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040600100000000000000000000000019C0
    3792143,-67,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EC0000000000000000000000000019C0
    3792188,-89,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D50100000000000000000000000019C0
    3792208,-73,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040600100000000000000000000000019C0
    3792229,-80,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408D0100000000000000000000000019C0
    3792250,-67,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EC0000000000000000000000000019C0
    3792282,-82,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040660100000000000000000000000019C0
    3792302,-88,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D50100000000000000000000000019C0
    3792323,-73,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040600100000000000000000000000019C0
    3792344,-82,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408D0100000000000000000000000019C0
    3792365,-67,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EC0000000000000000000000000019C0
    3792386,-81,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040660100000000000000000000000019C0
    3794634,-83,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408D0100000000000000000000000019C0
    3794655,-75,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040600100000000000000000000000019C0
    3794685,-76,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EC0000000000000000000000000019C0
    3794705,-82,38,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040660100000000000000000000000019C0
    3794750,-75,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040600100000000000000000000000019C0
    3794787,-86,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D50100000000000000000000000019C0
    3794808,-76,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EC0000000000000000000000000019C0
    3794828,-82,38,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040660100000000000000000000000019C0
    3794849,-81,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408D0100000000000000000000000019C0
    3794870,-75,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040600100000000000000000000000019C0
    3794891,-88,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D50100000000000000000000000019C0
    3794912,-77,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EC0000000000000000000000000019C0
    3794932,-82,38,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040660100000000000000000000000019C0
    3794953,-83,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408D0100000000000000000000000019C0
    3797213,-85,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EC0000000000000000000000000019C0
    3797249,-87,39,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040660100000000000000000000000019C0
    3797271,-74,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040600100000000000000000000000019C0
    3797322,-85,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EC0000000000000000000000000019C0
    3797358,-87,39,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040660100000000000000000000000019C0
    3797379,-74,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040600100000000000000000000000019C0
    3797426,-85,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EC0000000000000000000000000019C0
    3797465,-87,39,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040660100000000000000000000000019C0
    3797486,-88,39,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408D0100000000000000000000000019C0
    3797506,-74,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040600100000000000000000000000019C0
    3802323,-82,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040670100000000000000000000000019C0
    3802355,-73,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040600100000000000000000000000019C0
    3802378,-66,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040ED0000000000000000000000000019C0
    3802399,-84,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D60100000000000000000000000019C0
    3802419,-89,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408E0100000000000000000000000019C0
    3802440,-82,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040670100000000000000000000000019C0
    3802461,-73,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040600100000000000000000000000019C0
    3802481,-67,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040ED0000000000000000000000000019C0
    3802564,-74,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040600100000000000000000000000019C0
    3802584,-67,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040ED0000000000000000000000000019C0
    3804912,-76,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040ED0000000000000000000000000019C0
    3804932,-74,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040610100000000000000000000000019C0
    3804961,-84,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408E0100000000000000000000000019C0
    3804982,-84,38,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040670100000000000000000000000019C0
    3805018,-76,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040ED0000000000000000000000000019C0
    3805039,-75,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040610100000000000000000000000019C0
    3805066,-86,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408E0100000000000000000000000019C0
    3805087,-83,38,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040670100000000000000000000000019C0
    3805124,-75,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040610100000000000000000000000019C0
    3805145,-76,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040ED0000000000000000000000000019C0
    3805186,-83,38,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040670100000000000000000000000019C0
    3807448,-74,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040610100000000000000000000000019C0
    3807469,-84,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040ED0000000000000000000000000019C0
    3807489,-85,39,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408E0100000000000000000000000019C0
    3807510,-90,39,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040670100000000000000000000000019C0
    3807550,-74,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040610100000000000000000000000019C0
    3807570,-85,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040ED0000000000000000000000000019C0
    3807591,-85,39,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408E0100000000000000000000000019C0
    3807612,-88,39,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040670100000000000000000000000019C0
    3807655,-74,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040610100000000000000000000000019C0
    3807676,-84,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040ED0000000000000000000000000019C0
    3807697,-85,39,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408E0100000000000000000000000019C0
    3809996,-82,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408F0100000000000000000000000019C0
    3810029,-82,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040680100000000000000000000000019C0
    3810060,-74,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040610100000000000000000000000019C0
    3810081,-88,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D70100000000000000000000000019C0
    3810101,-67,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040ED0000000000000000000000000019C0
    3810130,-82,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040680100000000000000000000000019C0
    3810167,-73,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040610100000000000000000000000019C0
    3810188,-87,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D70100000000000000000000000019C0
    3810209,-67,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040ED0000000000000000000000000019C0
    3810230,-82,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408F0100000000000000000000000019C0
    3810250,-82,37,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040680100000000000000000000000019C0
    3810275,-73,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040610100000000000000000000000019C0
    3810296,-87,37,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D70100000000000000000000000019C0
    3810317,-67,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040ED0000000000000000000000000019C0
    3812565,-84,38,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040680100000000000000000000000019C0
    3812589,-75,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040610100000000000000000000000019C0
    3812620,-76,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EE0000000000000000000000000019C0
    3812644,-78,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408F0100000000000000000000000019C0
    3812674,-86,38,E9:C8:53:63:37:E0,02010403036FFD17166FFD00000040680100000000000000000000000019C0
    3812694,-75,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040610100000000000000000000000019C0
    3812729,-76,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EE0000000000000000000000000019C0
    3812753,-77,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408F0100000000000000000000000019C0
    3812796,-75,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040610100000000000000000000000019C0
    3812863,-76,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408F0100000000000000000000000019C0
    3815176,-85,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EE0000000000000000000000000019C0
    3815210,-74,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040620100000000000000000000000019C0
    3815280,-84,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EE0000000000000000000000000019C0
    3815301,-89,39,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408F0100000000000000000000000019C0
    3815387,-84,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EE0000000000000000000000000019C0
    3815408,-87,39,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408F0100000000000000000000000019C0
    3815429,-74,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040620100000000000000000000000019C0
    3817722,-67,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EE0000000000000000000000000019C0
    3817743,-87,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408F0100000000000000000000000019C0
    3817765,-73,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040620100000000000000000000000019C0
    3817826,-67,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EE0000000000000000000000000019C0
    3817846,-86,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408F0100000000000000000000000019C0
    3817867,-73,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040620100000000000000000000000019C0
    3817931,-67,37,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EE0000000000000000000000000019C0
    3817952,-86,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD000000408F0100000000000000000000000019C0
    3817973,-73,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040620100000000000000000000000019C0
    3820259,-81,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D80100000000000000000000000019C0
    3820279,-76,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EE0000000000000000000000000019C0
    3820300,-80,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD00000040900100000000000000000000000019C0
    3820321,-75,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040620100000000000000000000000019C0
    3820362,-80,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D80100000000000000000000000019C0
    3820383,-76,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EE0000000000000000000000000019C0
    3820403,-80,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD00000040900100000000000000000000000019C0
    3820424,-75,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040620100000000000000000000000019C0
    3820466,-76,38,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EE0000000000000000000000000019C0
    3820487,-81,38,E0:79:39:69:36:9F,02010403036FFD17166FFD00000040D80100000000000000000000000019C0
    3820508,-79,38,CA:B2:4D:56:74:AD,02010403036FFD17166FFD00000040900100000000000000000000000019C0
    3820528,-75,38,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040620100000000000000000000000019C0
    3822800,-84,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EE0000000000000000000000000019C0
    3822824,-74,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040620100000000000000000000000019C0
    3822903,-84,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EE0000000000000000000000000019C0
    3822932,-74,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040620100000000000000000000000019C0
    3823011,-84,39,D2:CE:11:B1:EE:D8,02010403036FFD17166FFD00000040EE0000000000000000000000000019C0
    3823038,-74,39,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040620100000000000000000000000019C0
    3825350,-75,37,CA:B2:4D:56:74:AD,02010403036FFD17166FFD00000040900100000000000000000000000019C0
    3825375,-73,37,EE:AD:79:D5:11:BD,02010403036FFD17166FFD00000040630100000000000000000000000019C0
