time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
236,0.86,0.86,-45,-44,0,31024,1,0,9,9,100,0,0
236,0.89,0.86,-45,-45,0,31032,1,0,9,9,100,0,0
236,0.89,0.87,-44,-44,0,31040,-1,0,9,9,100,0,0
238,0.89,0.88,-45,-45,0,31048,0,0,9,9,100,0,0
236,0.86,0.88,-42,-42,0,31056,0,1,9,9,100,0,0
236,0.89,0.88,-45,-45,0,31064,0,0,9,9,100,0,0
236,0.89,0.88,-43,-43,0,31072,0,0,9,9,100,0,0
236,0.78,0.86,-43,-43,0,31080,1,0,9,9,100,0,0
236,0.86,0.86,-45,-45,0,31088,0,-1,9,9,100,0,0
236,0.78,0.83,-43,-43,0,31096,0,0,9,9,100,0,0
238,0.86,0.82,-44,-44,0,31104,0,1,9,9,100,0,0
238,0.86,0.84,-43,-43,0,31112,1,0,9,9,100,0,0
236,0.93,0.86,-45,-45,0,31120,1,-1,9,9,100,0,0
238,0.89,0.88,-45,-45,0,31128,-1,-1,9,9,100,0,0
234,0.86,0.88,-44,-44,0,31136,0,-1,9,9,100,0,0
238,0.89,0.89,-41,-41,0,31144,1,0,9,9,100,0,0
236,1.0,0.91,-41,-41,0,31152,0,-1,9,9,100,0,0
240,0.82,0.89,-44,-44,0,31160,0,1,9,9,100,0,0
238,0.86,0.89,-41,-41,0,31168,1,0,9,9,100,0,0
236,0.82,0.88,-42,-42,0,31176,-1,0,9,9,100,0,0
236,0.93,0.86,-45,-45,0,31184,-1,0,9,9,100,0,0
238,0.93,0.88,-44,-44,0,31192,0,1,9,9,100,0,0
236,0.89,0.89,-42,-42,0,31200,-1,-1,9,9,100,0,0
238,0.93,0.92,-41,-40,0,31208,0,0,9,9,100,0,0
236,0.89,0.91,-45,-44,0,31216,0,0,9,9,100,0,0
236,0.89,0.9,-44,-44,0,31224,0,2,9,9,100,0,0
236,0.89,0.9,-43,-42,0,31232,1,-1,9,9,100,0,0
236,0.86,0.88,-42,-41,0,31240,0,0,9,9,100,0,0
238,0.86,0.88,-44,-44,0,31248,0,1,9,9,100,0,0
236,0.86,0.87,-44,-44,0,31256,1,0,9,9,100,0,0
236,0.89,0.87,-44,-44,0,31264,0,0,9,9,100,0,0
236,0.89,0.88,-43,-43,0,31272,0,0,9,9,100,0,0
236,0.93,0.89,-43,-43,0,31280,0,1,9,9,100,0,0
236,0.86,0.89,-43,-42,0,31288,0,1,9,9,100,0,0
236,0.86,0.88,-43,-42,0,31296,1,1,9,9,100,0,0
238,0.86,0.88,-45,-45,0,31304,-1,0,9,9,100,0,0
236,0.89,0.87,-45,-45,0,31312,-1,0,9,9,100,0,0
238,0.89,0.88,-41,-41,0,31320,0,1,9,9,100,0,0
236,0.82,0.87,-41,-41,0,31328,0,0,9,9,100,0,0
236,0.86,0.87,-42,-41,0,31336,0,1,9,9,100,0,0
236,0.82,0.85,-44,-44,0,31344,-1,1,9,9,100,0,0
238,0.86,0.84,-44,-44,0,31352,-1,0,9,9,100,0,0
240,0.86,0.85,-43,-43,0,31360,0,0,9,9,100,0,0
234,0.82,0.84,-43,-42,0,31368,-1,0,9,9,100,0,0
238,0.86,0.85,-42,-42,0,31376,1,0,9,9,100,0,0
238,0.86,0.85,-44,-44,0,31384,0,0,9,9,100,0,0
236,0.89,0.86,-45,-44,0,31392,1,0,9,9,100,0,0
236,0.82,0.86,-45,-45,0,31400,1,0,9,9,100,0,0
236,0.89,0.87,-45,-45,0,31408,0,-1,9,9,100,0,0
236,0.86,0.87,-43,-43,0,31416,-1,0,9,9,100,0,0
