time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
236,0.89,0.86,-43,-43,0,37081,-1,0,8,9,100,0,0
236,0.82,0.87,-44,-44,0,37089,1,0,8,9,100,0,0
238,0.82,0.86,-45,-45,0,37097,-1,1,8,9,100,0,0
236,0.78,0.83,-46,-46,0,37105,0,0,8,9,100,0,0
238,0.89,0.83,-44,-44,0,37113,0,1,8,9,100,0,0
236,0.86,0.84,-44,-44,0,37121,0,0,8,9,100,0,0
238,0.93,0.87,-43,-42,0,37129,-1,0,8,9,100,0,0
236,0.89,0.89,-44,-44,0,37137,1,0,8,9,100,0,0
234,0.89,0.89,-43,-42,0,37145,-1,-1,8,9,100,0,0
240,0.93,0.91,-46,-46,0,37153,0,1,8,9,100,0,0
234,0.93,0.91,-46,-45,0,37161,-1,0,8,9,100,0,0
240,0.93,0.92,-43,-43,0,37169,0,0,8,9,100,0,0
236,0.86,0.91,-46,-46,0,37177,-1,1,8,9,100,0,0
234,0.78,0.88,-44,-43,0,37185,-1,1,8,9,100,0,0
238,0.78,0.84,-44,-44,0,37193,-1,1,8,9,100,0,0
236,0.78,0.8,-44,-44,0,37201,0,1,8,9,100,0,0
234,0.86,0.8,-44,-43,0,37209,-1,1,8,9,100,0,0
238,0.89,0.83,-43,-43,0,37217,-1,1,8,9,100,0,0
236,0.89,0.86,-44,-44,0,37225,0,0,8,9,100,0,0
238,0.86,0.88,-44,-43,0,37233,0,0,8,9,100,0,0
238,0.82,0.87,-45,-45,0,37241,0,1,9,9,100,0,0
234,0.82,0.85,-47,-47,0,37249,1,0,8,9,100,0,0
240,0.82,0.83,-44,-43,0,37257,0,0,8,9,100,0,0
234,0.78,0.81,-45,-45,0,37265,0,0,8,9,100,0,0
240,0.89,0.83,-43,-42,0,37273,-1,0,8,9,100,0,0
236,0.86,0.84,-45,-45,0,37281,0,0,8,9,100,0,0
238,0.86,0.85,-46,-45,0,37289,0,0,8,9,100,0,0
240,0.89,0.88,-43,-43,0,37297,0,1,9,9,100,0,0
234,0.82,0.86,-44,-43,0,37305,0,1,8,9,100,0,0
240,0.82,0.85,-45,-45,0,37313,0,1,8,9,100,0,0
234,0.89,0.86,-44,-43,0,37321,-1,1,8,9,100,0,0
240,0.86,0.88,-46,-45,0,37337,0,1,8,9,100,0,0
234,0.82,0.88,-45,-45,0,37345,1,1,8,9,100,0,0
240,0.82,0.87,-44,-43,0,37353,0,1,8,9,100,0,0
234,0.78,0.82,-44,-43,0,37361,0,0,8,9,100,0,0
240,0.78,0.8,-45,-45,0,37369,0,0,8,9,100,0,0
236,0.86,0.81,-43,-42,0,37377,0,0,8,9,100,0,0
238,0.82,0.81,-44,-43,0,37385,0,0,8,9,100,0,0
234,0.89,0.84,-44,-44,0,37393,-1,1,8,9,100,0,0
236,0.82,0.85,-44,-43,0,37401,1,0,8,9,100,0,0
236,0.86,0.85,-44,-43,0,37409,-1,1,8,9,100,0,0
238,0.82,0.85,-44,-43,0,37417,0,0,8,9,100,0,0
236,0.82,0.83,-46,-46,0,37425,0,0,8,9,100,0,0
238,0.82,0.83,-44,-43,0,37433,0,1,8,9,100,0,0
236,0.86,0.83,-46,-46,0,37441,1,1,8,9,100,0,0
240,0.82,0.83,-44,-43,0,37449,0,0,8,9,100,0,0
236,0.78,0.82,-43,-43,0,37457,0,0,8,9,100,0,0
236,0.82,0.82,-44,-44,0,37465,0,1,8,9,100,0,0
236,0.82,0.81,-44,-43,0,37473,0,0,8,9,100,0,0
240,0.78,0.8,-45,-44,0,37481,0,1,9,9,100,0,0
