time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
238,0.86,0.9,-47,-47,0,28107,0,0,8,8,100,0,0
238,0.97,0.91,-45,-45,0,28115,0,-1,8,8,100,0,0
240,0.93,0.92,-46,-45,0,28123,0,0,8,8,100,0,0
236,0.93,0.92,-45,-45,0,28131,0,0,8,8,100,0,0
238,0.89,0.93,-45,-45,0,28139,0,1,8,8,100,0,0
232,0.89,0.91,-45,-45,0,28147,0,0,8,8,100,0,0
240,0.97,0.92,-48,-49,0,28155,0,0,8,8,100,0,0
236,0.89,0.91,-48,-49,0,28163,1,-1,8,8,100,0,0
238,0.89,0.91,-45,-45,0,28171,1,-1,8,8,100,0,0
238,0.89,0.91,-46,-46,0,28179,1,-1,8,8,100,0,0
240,0.89,0.89,-46,-46,0,28187,0,0,8,8,100,0,0
236,1.0,0.92,-45,-45,0,28195,0,-1,8,8,100,0,0
236,0.89,0.92,-45,-45,0,28203,0,-1,8,8,100,0,0
236,0.89,0.92,-45,-45,0,28211,1,-1,8,8,100,0,0
240,0.89,0.92,-45,-45,0,28219,1,0,8,8,100,0,0
236,0.93,0.9,-45,-45,0,28227,0,0,8,8,100,0,0
236,0.86,0.89,-45,-45,0,28235,0,0,8,8,100,0,0
234,0.86,0.88,-48,-48,0,28243,1,-1,8,8,100,0,0
238,0.86,0.88,-45,-45,0,28251,1,0,8,8,100,0,0
236,0.89,0.87,-48,-49,0,28259,0,1,8,8,100,0,0
238,0.89,0.88,-47,-47,0,28267,1,-1,8,8,100,0,0
236,0.93,0.89,-46,-46,0,28275,0,0,8,8,100,0,0
236,0.82,0.88,-48,-49,0,28283,0,0,8,8,100,0,0
236,0.93,0.89,-49,-49,0,28291,0,1,8,8,100,0,0
234,0.89,0.87,-45,-45,0,28307,-1,0,8,8,100,0,0
238,0.78,0.86,-45,-45,0,28315,0,1,8,8,100,0,0
234,0.86,0.84,-45,-46,0,28323,0,0,8,8,100,0,0
238,0.86,0.85,-48,-48,0,28331,0,0,8,8,100,0,0
236,0.89,0.85,-45,-45,0,28339,0,-1,8,7,100,0,0
238,0.86,0.87,-48,-49,0,28347,0,-1,8,8,100,0,0
234,0.86,0.87,-45,-45,0,28355,1,-1,8,8,100,0,0
238,0.89,0.88,-46,-47,0,28363,0,0,8,8,100,0,0
236,0.93,0.88,-45,-45,0,28371,0,-1,8,8,100,0,0
236,0.86,0.88,-45,-45,0,28379,-1,0,8,8,100,0,0
240,0.93,0.9,-49,-49,0,28387,-1,-1,8,8,100,0,0
236,0.89,0.9,-45,-45,0,28395,0,1,8,8,100,0,0
236,0.89,0.89,-45,-45,0,28403,0,0,8,8,100,0,0
236,0.86,0.89,-47,-47,0,28411,1,0,8,8,100,0,0
236,0.89,0.88,-45,-45,0,28419,0,-1,8,8,100,0,0
236,0.86,0.88,-48,-49,0,28427,0,1,8,8,100,0,0
236,0.82,0.86,-46,-46,0,28435,0,1,8,8,100,0,0
240,0.89,0.87,-46,-46,0,28443,1,0,8,8,100,0,0
236,0.86,0.86,-45,-45,0,28451,-1,1,8,8,100,0,0
238,0.86,0.86,-48,-49,0,28459,-1,1,8,8,100,0,0
236,0.89,0.88,-46,-46,0,28467,0,0,8,8,100,0,0
234,0.93,0.88,-48,-49,0,28475,0,0,8,8,100,0,0
238,0.86,0.88,-47,-47,0,28483,0,1,8,8,100,0,0
236,0.97,0.91,-47,-47,0,28491,0,0,8,8,100,0,0
236,0.89,0.91,-46,-46,0,28499,0,-1,8,8,100,0,0
240,0.89,0.9,-45,-45,0,28507,0,0,8,8,100,0,0
