time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
236,0.97,0.94,-45,-45,0,44116,1,-1,8,8,100,0,0
238,0.93,0.94,-43,-42,0,44124,0,0,8,8,100,0,0
234,0.93,0.93,-42,-41,0,44132,1,-1,8,8,100,0,0
242,0.93,0.91,-45,-45,0,44148,0,0,8,8,100,0,0
234,0.93,0.91,-42,-41,0,44156,0,0,8,8,100,0,0
234,0.86,0.89,-46,-45,0,44164,0,0,8,8,100,0,0
236,0.89,0.9,-43,-42,0,44172,1,-1,8,8,100,0,0
240,1.0,0.92,-43,-42,0,44180,0,0,8,8,100,0,0
236,0.93,0.92,-42,-42,0,44188,0,0,8,8,100,0,0
236,0.86,0.92,-42,-42,0,44196,1,-1,8,8,100,0,0
234,0.86,0.91,-42,-42,0,44204,0,0,8,8,100,0,0
236,0.93,0.89,-43,-42,0,44212,0,-1,8,8,100,0,0
236,0.93,0.89,-44,-44,0,44220,0,-1,8,8,100,0,0
238,0.97,0.92,-43,-42,0,44228,0,0,8,8,100,0,0
238,0.89,0.93,-47,-47,0,44236,1,0,8,8,100,0,0
240,0.86,0.9,-46,-46,0,44252,1,0,8,8,100,0,0
236,0.93,0.89,-43,-42,0,44260,1,0,8,8,100,0,0
236,0.97,0.91,-43,-42,0,44268,0,0,8,8,100,0,0
240,0.93,0.92,-42,-42,0,44276,0,0,8,8,100,0,0
234,0.89,0.93,-44,-44,0,44284,0,0,8,8,100,0,0
238,0.86,0.91,-43,-43,0,44292,1,0,8,8,100,0,0
240,0.86,0.88,-46,-46,0,44300,1,0,8,8,100,0,0
234,0.93,0.88,-42,-42,0,44308,0,-1,8,8,100,0,0
240,0.89,0.88,-43,-42,0,44316,0,0,8,8,100,0,0
234,0.82,0.88,-43,-42,0,44324,0,0,8,8,100,0,0
238,0.93,0.89,-43,-42,0,44332,1,1,8,8,100,0,0
236,0.82,0.87,-42,-42,0,44340,0,0,8,8,100,0,0
238,0.82,0.85,-43,-42,0,44348,1,0,8,8,100,0,0
238,0.82,0.85,-42,-42,0,44356,0,0,8,8,100,0,0
234,0.89,0.84,-43,-42,0,44364,0,0,8,8,100,0,0
236,0.86,0.85,-46,-45,0,44372,0,0,8,8,100,0,0
240,0.93,0.88,-42,-42,0,44380,0,0,8,8,100,0,0
236,0.86,0.88,-44,-43,0,44388,0,0,8,8,100,0,0
238,0.97,0.9,-43,-42,0,44396,1,0,8,8,100,0,0
236,0.97,0.93,-46,-46,0,44404,0,-1,8,8,100,0,0
236,0.89,0.92,-42,-42,0,44412,0,0,8,8,100,0,0
236,0.89,0.93,-41,-41,0,44420,1,0,8,8,100,0,0
236,0.86,0.9,-43,-43,0,44428,0,0,8,8,100,0,0
234,0.86,0.88,-42,-42,0,44436,0,-1,8,8,100,0,0
240,0.86,0.87,-43,-43,0,44444,1,0,8,8,100,0,0
234,0.89,0.87,-43,-42,0,44452,1,0,8,8,100,0,0
236,0.86,0.87,-43,-42,0,44460,0,0,8,8,100,0,0
240,0.82,0.86,-48,-48,0,44468,0,0,8,8,100,0,0
238,0.82,0.85,-43,-43,0,44476,0,0,8,8,100,0,0
238,0.78,0.82,-43,-42,0,44484,0,0,8,8,100,0,0
236,0.86,0.82,-43,-42,0,44492,1,-1,8,8,100,0,0
232,0.82,0.82,-43,-43,0,44500,1,0,8,8,100,0,0
238,0.78,0.81,-47,-47,0,44508,1,0,8,8,100,0,0
234,0.75,0.8,-43,-43,0,44516,1,0,8,8,100,0,0
240,0.75,0.77,-43,-43,0,44524,1,0,8,8,100,0,0
