local_time, rssi, channel, remote_mac, rpi
1589841341.89, -62, 38, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841341.93, -64, 39, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841342.03, -69, 37, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841342.14, -62, 38, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841342.24, -66, 39, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841342.34, -68, 37, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841342.44, -61, 38, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841342.55, -67, 37, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841342.76, -65, 38, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841342.86, -65, 39, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841342.97, -71, 37, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841343.07, -65, 39, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841343.17, -70, 37, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841343.28, -63, 38, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841343.38, -65, 39, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841343.49, -68, 37, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841343.59, -62, 38, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841343.70, -65, 39, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841343.81, -66, 37, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841343.91, -61, 38, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841344.01, -67, 39, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841344.12, -66, 37, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841344.23, -62, 38, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841344.33, -66, 39, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841344.44, -67, 37, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841344.54, -62, 38, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841344.64, -66, 39, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
1589841344.75, -66, 37, E1:9E:4A:98:54:22, 166FFD000102030405060708090A0B0C0D0E0F00FEEDBEEF
