Time taken,RSSI
0.10259008407592773,-63.5
0.10738825798034668,-64.0
0.10204935073852539,-64.0
0.10721111297607422,-63.0
0.10538029670715332,-59.5
0.10468363761901855,-59.0
0.10242772102355957,-67.5
0.10857415199279785,-63.0
0.10570645332336426,-63.0
0.11200547218322754,-63.5
0.10649585723876953,-65.5
0.10539960861206055,-64.5
0.10721898078918457,-64.5
0.10587143898010254,-65.0
0.10201287269592285,-68.0
0.10756516456604004,-69.5
0.10401749610900879,-66.5
0.1043853759765625,-66.0
0.10976552963256836,-66.0
0.2275557518005371,-66.5
0.10617899894714355,-64.5
0.10782694816589355,-65.0
0.10663914680480957,-65.0
0.10751891136169434,-68.0
0.10515117645263672,-68.0
0.10533022880554199,-68.0
0.10239863395690918,-67.5
0.10488271713256836,-68.0
0.1083059310913086,-70.0
0.1040506362915039,-71.0
0.10445094108581543,-70.5
0.1083071231842041,-72.5
0.10829424858093262,-74.0
0.10825252532958984,-71.0
0.10172247886657715,-67.0
0.212890625,-66.0
0.10757160186767578,-64.5
0.1036531925201416,-63.5
0.10362076759338379,-64.5
0.10414433479309082,-64.5
0.10404539108276367,-66.0
0.10468006134033203,-65.5
0.10781431198120117,-64.0
0.22054266929626465,-65.5
0.10440254211425781,-62.0
0.1080329418182373,-63.0
0.10548949241638184,-63.0
0.10335659980773926,-65.5
0.10434079170227051,-66.5
0.2168588638305664,-69.5
0.10576748847961426,-70.0
0.10401535034179688,-65.5
0.10663533210754395,-71.0
0.11216306686401367,-68.0
0.10566401481628418,-70.5
0.10686206817626953,-77.0
0.10439515113830566,-66.5
0.2216794490814209,-72.5
0.10691523551940918,-62.0
0.10479903221130371,-75.0
0.1099703311920166,-63.5
0.10671615600585938,-73.5
0.1082608699798584,-69.5
0.1083076000213623,-76.5
0.10831642150878906,-70.0
0.1051483154296875,-66.0
0.10330557823181152,-76.0
0.1082618236541748,-70.5
0.10396933555603027,-70.5
0.10880088806152344,-70.5
0.10489201545715332,-69.0
0.1072239875793457,-71.0
0.10495138168334961,-71.0
0.10877752304077148,-69.5
0.10540533065795898,-71.5
0.1019895076751709,-78.5
0.10409283638000488,-83.0
0.24754095077514648,-73.5
0.1063683032989502,-71.5
0.10887384414672852,-69.0
0.10592103004455566,-67.0
0.22431182861328125,-69.0
0.10396885871887207,-66.5
0.1053018569946289,-67.5
0.1068117618560791,-69.0
0.10968351364135742,-71.0
0.1109473705291748,-73.5
0.10538101196289062,-74.5
0.10287094116210938,-72.0
0.10761237144470215,-71.0
0.10400104522705078,-69.5
0.10409903526306152,-71.0
0.10959410667419434,-72.0
0.10684347152709961,-69.0
