time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
238,0.97,0.95,-42,-42,0,19184,0,-1,9,9,100,0,0
236,1.0,0.96,-42,-42,0,19192,1,0,8,9,100,0,0
240,0.89,0.95,-45,-45,0,19200,1,0,9,9,100,0,0
234,0.89,0.94,-43,-42,0,19208,1,-1,9,9,100,0,0
238,0.93,0.93,-42,-42,0,19216,1,-1,9,9,100,0,0
208,0.97,0.92,-42,-42,0,19223,0,0,9,9,100,0,0
236,1.0,0.95,-44,-44,0,19231,0,0,9,9,100,0,0
236,1.0,0.98,-45,-44,0,19239,0,0,9,9,100,0,0
236,0.93,0.98,-42,-42,0,19247,1,-1,9,9,100,0,0
236,1.0,0.99,-42,-42,0,19255,1,0,9,9,100,0,0
236,0.93,0.97,-43,-42,0,19263,0,0,9,9,100,0,0
236,0.93,0.95,-42,-42,0,19271,0,0,9,9,100,0,0
238,0.97,0.96,-42,-41,0,19279,0,0,8,9,100,0,0
238,1.0,0.96,-42,-41,0,19287,1,0,9,9,100,0,0
234,0.97,0.97,-43,-43,0,19295,0,0,9,9,100,0,0
236,0.97,0.98,-45,-44,0,19303,1,-1,9,9,100,0,0
238,0.89,0.96,-43,-42,0,19311,1,0,9,9,100,0,0
236,0.89,0.93,-42,-42,0,19319,1,-1,9,9,100,0,0
236,0.97,0.93,-42,-42,0,19327,0,0,9,9,100,0,0
238,0.93,0.92,-44,-44,0,19335,0,0,9,9,100,0,0
236,0.89,0.92,-42,-42,0,19343,1,0,9,9,100,0,0
236,0.97,0.94,-45,-45,0,19351,1,0,9,9,100,0,0
238,0.97,0.94,-43,-43,0,19359,0,0,9,9,100,0,0
236,0.97,0.95,-45,-44,0,19367,1,-1,9,9,100,0,0
240,0.97,0.97,-42,-42,0,19375,1,0,8,9,100,0,0
236,1.0,0.98,-42,-42,0,19383,1,-1,8,9,100,0,0
238,0.93,0.97,-42,-42,0,19391,1,-1,8,9,100,0,0
240,0.97,0.98,-43,-42,0,19407,0,0,9,9,100,0,0
234,0.93,0.96,-44,-44,0,19415,0,0,9,9,100,0,0
240,1.04,0.99,-42,-42,0,19423,1,0,8,9,100,0,0
236,1.0,0.99,-45,-45,0,19431,0,0,9,9,100,0,0
234,1.0,0.99,-41,-41,0,19439,0,0,8,9,100,0,0
238,0.93,0.99,-45,-44,0,19447,1,0,9,9,100,0,0
236,1.0,0.99,-44,-44,0,19455,0,-1,9,9,100,0,0
236,0.97,0.98,-43,-42,0,19463,0,0,9,9,100,0,0
236,1.0,0.98,-42,-41,0,19471,0,-1,8,9,100,0,0
236,1.04,1.0,-42,-41,0,19479,0,0,9,9,100,0,0
238,0.97,0.99,-44,-44,0,19487,1,0,8,9,100,0,0
238,0.89,0.98,-42,-41,0,19495,0,0,9,9,100,0,0
236,0.97,0.97,-42,-41,0,19503,1,0,8,9,100,0,0
240,1.0,0.96,-42,-42,0,19511,0,0,8,9,100,0,0
238,0.97,0.96,-43,-43,0,19519,1,-1,8,9,100,0,0
234,0.97,0.98,-44,-43,0,19527,1,0,8,9,100,0,0
236,1.04,0.99,-42,-41,0,19535,0,0,9,9,100,0,0
234,1.0,0.99,-43,-43,0,19543,0,0,9,9,100,0,0
238,0.97,0.99,-45,-44,0,19551,1,0,8,9,100,0,0
240,0.97,0.99,-42,-42,0,19559,0,0,8,9,100,0,0
236,0.97,0.98,-43,-42,0,19567,1,-1,9,9,100,0,0
234,0.97,0.97,-42,-42,0,19575,1,0,9,9,100,0,0
236,0.93,0.96,-43,-43,0,19583,0,1,9,9,100,0,0
