time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
234,0.89,0.94,-43,-43,0,28575,-1,1,9,9,100,0,0
240,1.0,0.96,-43,-42,0,28583,-1,1,9,9,100,0,0
232,0.97,0.96,-43,-43,0,28591,-1,1,9,9,100,0,0
238,0.93,0.95,-41,-41,0,28599,-1,1,9,9,100,0,0
236,0.93,0.96,-42,-42,0,28607,-1,1,9,9,100,0,0
236,0.93,0.94,-43,-43,0,28615,0,1,9,9,100,0,0
236,1.08,0.97,-44,-44,0,28623,-1,1,9,9,100,0,0
236,1.0,0.99,-42,-42,0,28631,-1,2,9,9,100,0,0
236,0.93,0.99,-41,-41,0,28639,0,1,9,9,100,0,0
236,0.93,0.99,-43,-42,0,28647,-1,1,9,9,100,0,0
238,0.97,0.96,-42,-42,0,28655,-1,1,9,9,100,0,0
238,1.0,0.96,-41,-41,0,28663,-1,1,9,9,100,0,0
238,0.93,0.96,-43,-42,0,28671,-1,1,9,9,100,0,0
238,0.97,0.97,-43,-42,0,28679,-1,2,9,9,100,0,0
236,0.93,0.96,-43,-42,0,28687,-1,1,9,9,100,0,0
238,0.97,0.95,-44,-44,0,28695,-1,2,9,9,100,0,0
240,1.0,0.96,-43,-43,0,28711,-1,0,9,9,100,0,0
234,0.86,0.94,-42,-41,0,28719,0,1,9,9,100,0,0
238,0.93,0.93,-44,-43,0,28727,-1,1,9,9,100,0,0
238,1.04,0.96,-42,-41,0,28735,-1,1,9,9,100,0,0
236,0.93,0.94,-42,-41,0,28743,-1,1,9,9,100,0,0
236,0.97,0.97,-41,-40,0,28751,-1,1,9,9,100,0,0
236,0.93,0.97,-41,-41,0,28759,-1,0,9,9,100,0,0
236,0.93,0.94,-42,-42,0,28767,-1,1,9,9,100,0,0
238,0.97,0.95,-42,-42,0,28775,-1,1,9,9,100,0,0
236,0.93,0.94,-43,-42,0,28783,-1,1,9,9,100,0,0
238,0.97,0.95,-43,-43,0,28791,-1,1,9,9,100,0,0
236,1.0,0.97,-43,-43,0,28799,-1,1,9,9,100,0,0
236,0.97,0.97,-42,-41,0,28807,-1,1,9,9,100,0,0
236,0.97,0.98,-43,-43,0,28815,-1,1,9,9,100,0,0
238,1.0,0.99,-42,-41,0,28823,-1,2,9,9,100,0,0
236,0.97,0.98,-41,-41,0,28831,0,1,9,9,100,0,0
238,0.93,0.97,-42,-41,0,28839,0,1,9,9,100,0,0
236,0.97,0.97,-42,-41,0,28847,-1,1,9,9,100,0,0
238,0.93,0.95,-41,-41,0,28855,0,1,9,9,100,0,0
236,1.0,0.96,-41,-41,0,28863,-1,1,9,9,100,0,0
236,1.0,0.98,-41,-41,0,28871,-1,1,9,9,100,0,0
236,0.97,0.98,-43,-42,0,28879,-1,1,9,9,100,0,0
238,0.97,0.99,-44,-43,0,28887,-1,2,9,9,100,0,0
236,0.97,0.98,-42,-41,0,28895,-1,1,9,9,100,0,0
236,0.97,0.97,-42,-42,0,28903,-1,1,9,9,100,0,0
236,0.97,0.97,-41,-40,0,28911,-1,2,9,9,100,0,0
240,0.97,0.97,-42,-42,0,28927,-1,1,9,9,100,0,0
234,1.04,0.99,-41,-41,0,28935,-1,1,9,9,100,0,0
238,1.0,0.99,-42,-42,0,28943,-1,0,9,9,100,0,0
238,1.04,1.01,-41,-41,0,28951,-1,1,9,9,100,0,0
236,1.0,1.02,-42,-42,0,28959,-1,1,9,9,100,0,0
236,1.0,1.01,-42,-42,0,28967,-1,0,9,9,100,0,0
242,0.97,1.0,-44,-44,0,28983,0,1,9,9,100,0,0
234,1.0,1.0,-43,-43,0,28991,-1,1,9,9,100,0,0
