time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
238,1.11,1.09,-39,-39,0,26593,0,-1,9,9,100,0,0
236,1.08,1.09,-42,-41,0,26601,0,0,9,9,100,0,0
236,1.11,1.1,-40,-39,0,26609,1,-1,9,9,100,0,0
236,1.11,1.1,-40,-39,0,26617,0,0,9,9,100,0,0
238,1.11,1.1,-40,-40,0,26625,0,0,9,9,100,0,0
234,1.04,1.09,-40,-40,0,26633,0,0,9,9,100,0,0
238,1.15,1.1,-40,-40,0,26641,0,0,9,9,100,0,0
236,1.15,1.11,-40,-40,0,26649,1,0,9,9,100,0,0
236,1.08,1.1,-43,-42,0,26657,1,0,9,9,100,0,0
236,1.11,1.12,-40,-40,0,26665,1,-1,9,9,100,0,0
236,1.15,1.12,-40,-39,0,26673,0,0,9,9,100,0,0
236,1.19,1.13,-40,-40,0,26681,0,-1,9,9,100,0,0
236,1.08,1.13,-40,-40,0,26689,1,0,9,9,100,0,0
236,1.08,1.12,-42,-41,0,26697,0,-1,9,9,100,0,0
236,1.08,1.1,-40,-39,0,26705,1,0,9,9,100,0,0
238,1.08,1.08,-40,-39,0,26721,0,0,9,9,100,0,0
234,1.08,1.08,-40,-40,0,26729,1,-1,9,9,100,0,0
236,1.11,1.09,-42,-42,0,26737,1,0,9,9,100,0,0
236,1.08,1.09,-43,-42,0,26745,1,0,9,9,100,0,0
236,1.08,1.09,-40,-40,0,26753,0,0,9,9,100,0,0
236,1.15,1.1,-40,-40,0,26761,0,0,9,9,100,0,0
238,1.15,1.11,-40,-40,0,26769,1,-1,9,9,100,0,0
238,1.11,1.12,-40,-40,0,26777,0,0,9,9,100,0,0
238,1.11,1.13,-39,-39,0,26785,1,0,9,9,100,0,0
236,1.11,1.12,-41,-40,0,26793,1,0,9,9,100,0,0
236,1.15,1.12,-40,-39,0,26801,0,0,9,9,100,0,0
236,1.11,1.12,-39,-39,0,26809,-1,-1,9,9,100,0,0
238,1.15,1.13,-39,-39,0,26817,1,0,9,9,100,0,0
236,1.15,1.14,-43,-42,0,26825,1,0,9,9,100,0,0
238,1.04,1.11,-40,-39,0,26833,0,0,9,9,100,0,0
236,1.04,1.09,-43,-42,0,26841,1,0,9,9,100,0,0
238,1.08,1.08,-41,-40,0,26849,1,0,9,9,100,0,0
236,1.08,1.06,-40,-40,0,26857,1,0,9,9,100,0,0
240,1.11,1.08,-40,-39,0,26865,0,0,9,9,100,0,0
234,1.15,1.1,-40,-40,0,26873,0,-1,9,9,100,0,0
238,1.11,1.11,-40,-40,0,26881,0,0,9,9,100,0,0
236,1.08,1.11,-40,-40,0,26889,0,0,9,9,100,0,0
238,1.11,1.11,-40,-39,0,26897,0,0,9,9,100,0,0
236,1.15,1.11,-40,-40,0,26905,1,-1,9,9,100,0,0
238,1.11,1.11,-40,-39,0,26913,0,-1,9,9,100,0,0
236,1.19,1.14,-40,-39,0,26921,1,0,9,9,100,0,0
236,1.11,1.14,-39,-39,0,26929,0,0,9,9,100,0,0
236,1.11,1.13,-40,-40,0,26937,0,0,9,9,100,0,0
236,1.15,1.14,-40,-39,0,26945,1,0,9,9,100,0,0
236,1.15,1.13,-40,-40,0,26953,0,0,9,9,100,0,0
236,1.08,1.12,-43,-42,0,26961,1,0,9,9,100,0,0
238,1.11,1.12,-40,-40,0,26969,0,0,9,9,100,0,0
236,1.08,1.1,-41,-40,0,26977,0,-1,9,9,100,0,0
238,1.11,1.09,-43,-42,0,26985,1,0,9,9,100,0,0
236,1.11,1.1,-40,-39,0,26993,1,0,9,9,100,0,0
