time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
234,0.82,0.84,-45,-45,0,30150,-1,1,8,9,100,0,0
240,0.78,0.82,-44,-44,0,30158,0,1,8,9,100,0,0
236,0.86,0.83,-43,-43,0,30166,-1,1,8,9,100,0,0
234,0.93,0.85,-46,-45,0,30174,-1,1,8,9,100,0,0
238,0.86,0.86,-43,-42,0,30182,0,0,8,9,100,0,0
240,0.89,0.88,-43,-42,0,30190,0,1,8,9,100,0,0
234,0.86,0.88,-45,-44,0,30198,-1,0,8,9,100,0,0
236,0.86,0.87,-44,-44,0,30206,-1,1,8,9,100,0,0
236,0.82,0.86,-44,-44,0,30214,-1,1,8,9,100,0,0
238,0.82,0.84,-45,-45,0,30222,0,1,8,9,100,0,0
234,0.86,0.84,-44,-43,0,30230,-1,1,8,9,100,0,0
236,0.86,0.84,-43,-43,0,30238,-1,1,8,9,100,0,0
240,0.78,0.83,-44,-44,0,30246,0,0,8,9,100,0,0
234,0.78,0.82,-44,-44,0,30254,-1,0,8,9,100,0,0
236,0.78,0.8,-43,-44,0,30262,-1,1,8,9,100,0,0
238,0.82,0.79,-45,-45,0,30270,0,1,8,9,100,0,0
234,0.82,0.8,-43,-42,0,30278,0,1,8,9,100,0,0
236,0.78,0.8,-43,-43,0,30286,-1,1,8,9,100,0,0
242,0.82,0.81,-43,-43,0,30294,-1,2,8,9,100,0,0
236,0.82,0.81,-44,-44,0,30302,-1,1,8,9,100,0,0
234,0.82,0.81,-43,-42,0,30310,-1,1,8,9,100,0,0
238,0.86,0.83,-44,-44,0,30318,-1,1,8,9,100,0,0
236,0.82,0.83,-43,-43,0,30326,-1,1,8,9,100,0,0
238,0.82,0.83,-43,-42,0,30334,0,1,8,9,100,0,0
238,0.86,0.84,-44,-44,0,30342,-1,1,8,9,100,0,0
238,0.82,0.83,-44,-44,0,30350,-1,1,8,9,100,0,0
234,0.82,0.83,-43,-43,0,30358,0,1,8,9,100,0,0
240,0.89,0.85,-43,-42,0,30366,-1,0,8,8,100,0,0
236,0.78,0.83,-45,-45,0,30374,-1,1,8,9,100,0,0
236,0.89,0.85,-43,-43,0,30382,-1,1,8,9,100,0,0
238,0.82,0.85,-46,-45,0,30390,-1,2,8,9,100,0,0
238,0.78,0.82,-45,-44,0,30398,-1,2,8,9,100,0,0
238,0.82,0.83,-45,-45,0,30406,0,1,8,8,100,0,0
236,0.82,0.81,-46,-46,0,30414,-1,1,8,9,100,0,0
236,0.82,0.81,-46,-45,0,30422,-1,1,8,9,100,0,0
234,0.82,0.82,-43,-43,0,30430,-1,1,8,9,100,0,0
236,0.82,0.82,-45,-45,0,30438,-1,1,8,8,100,0,0
240,0.86,0.83,-44,-44,0,30446,-1,1,8,9,100,0,0
236,0.75,0.81,-45,-45,0,30454,-1,1,8,8,100,0,0
236,0.86,0.82,-43,-43,0,30462,-1,1,8,8,100,0,0
234,0.86,0.83,-46,-45,0,30470,-1,1,8,8,100,0,0
240,0.82,0.82,-44,-44,0,30478,-1,1,8,8,100,0,0
240,0.78,0.82,-45,-45,0,30494,-1,1,8,9,100,0,0
234,0.78,0.8,-44,-44,0,30502,-1,0,8,9,100,0,0
234,0.78,0.79,-45,-45,0,30510,-1,1,8,9,100,0,0
238,0.78,0.78,-43,-43,0,30518,0,1,8,9,100,0,0
232,0.86,0.8,-43,-43,0,30526,0,1,8,9,100,0,0
240,0.78,0.8,-44,-44,0,30534,-1,1,8,9,100,0,0
236,0.75,0.79,-45,-45,0,30542,0,0,8,9,100,0,0
236,0.82,0.8,-43,-42,0,30550,-1,1,8,9,100,0,0
