time taken (ms),distance (m),avg. distance (m),initiator RSSI,reciever RSSI,BLE connection number,event,initiator frequency offset (kHz),reciever frequency offset (kHz),initiator AGC gain,reciever AGC gain,distance quality factor,initiator tone exchange steps,reciever tone exchange steps
240,0.6,0.61,-43,-42,0,23237,0,1,9,9,100,0,0
236,0.67,0.61,-44,-43,0,23245,0,0,9,9,100,0,0
238,0.67,0.63,-43,-43,0,23253,0,0,9,9,100,0,0
234,0.64,0.65,-43,-42,0,23261,0,0,9,9,100,0,0
236,0.6,0.65,-45,-44,0,23269,0,0,9,9,100,0,0
236,0.6,0.63,-44,-44,0,23277,0,0,9,9,100,0,0
240,0.67,0.66,-42,-42,0,23293,0,-1,9,9,100,0,0
236,0.56,0.65,-44,-43,0,23301,0,1,9,9,100,0,0
236,0.53,0.63,-45,-44,0,23309,0,0,9,9,100,0,0
236,0.6,0.59,-44,-44,0,23317,1,1,9,9,100,0,0
238,0.56,0.56,-44,-44,0,23325,1,0,9,9,100,0,0
236,0.6,0.57,-44,-44,0,23333,0,1,9,9,100,0,0
236,0.67,0.61,-45,-44,0,23341,0,0,9,9,100,0,0
236,0.64,0.62,-42,-42,0,23349,1,0,9,9,100,0,0
240,0.6,0.63,-44,-44,0,23357,0,0,9,9,100,0,0
234,0.67,0.65,-45,-45,0,23365,1,0,9,9,100,0,0
238,0.53,0.61,-45,-45,0,23373,-1,0,9,9,100,0,0
238,0.56,0.59,-45,-44,0,23381,1,0,9,9,100,0,0
236,0.64,0.6,-42,-42,0,23389,0,1,9,9,100,0,0
236,0.56,0.57,-42,-41,0,23397,0,0,9,9,100,0,0
236,0.6,0.59,-44,-44,0,23405,1,0,9,9,100,0,0
236,0.56,0.59,-42,-41,0,23413,0,-1,9,9,100,0,0
238,0.56,0.57,-44,-44,0,23421,0,0,9,9,100,0,0
234,0.6,0.58,-44,-43,0,23429,-1,0,9,9,100,0,0
238,0.53,0.56,-45,-45,0,23437,0,0,9,9,100,0,0
238,0.67,0.59,-45,-44,0,23445,-1,1,9,9,100,0,0
238,0.56,0.59,-44,-44,0,23453,0,1,9,9,100,0,0
236,0.56,0.58,-44,-44,0,23461,-1,0,9,9,100,0,0
236,0.6,0.6,-44,-44,0,23469,0,0,9,9,100,0,0
236,0.56,0.57,-45,-45,0,23477,1,0,9,9,100,0,0
238,0.56,0.57,-45,-45,0,23485,0,-1,9,9,100,0,0
238,0.6,0.58,-45,-45,0,23493,0,0,9,9,100,0,0
238,0.6,0.58,-44,-44,0,23501,0,0,9,9,100,0,0
236,0.56,0.58,-45,-44,0,23509,0,0,9,9,100,0,0
236,0.53,0.57,-42,-41,0,23517,1,0,9,9,100,0,0
236,0.56,0.56,-44,-44,0,23525,0,0,9,9,100,0,0
236,0.56,0.55,-44,-44,0,23533,0,0,9,9,100,0,0
236,0.6,0.56,-45,-44,0,23541,0,0,9,9,100,0,0
236,0.53,0.56,-44,-44,0,23549,1,0,9,9,100,0,0
236,0.56,0.56,-45,-44,0,23557,0,0,9,9,100,0,0
238,0.53,0.55,-45,-44,0,23565,0,0,9,9,100,0,0
236,0.56,0.55,-44,-44,0,23573,0,0,9,9,100,0,0
236,0.53,0.55,-45,-44,0,23581,0,-1,9,9,100,0,0
236,0.56,0.55,-45,-45,0,23589,0,0,9,9,100,0,0
238,0.49,0.54,-45,-45,0,23597,0,0,9,9,100,0,0
236,0.56,0.54,-45,-45,0,23605,1,0,9,9,100,0,0
238,0.49,0.53,-45,-45,0,23613,1,-1,9,9,100,0,0
236,0.49,0.51,-42,-42,0,23621,0,0,9,9,100,0,0
238,0.53,0.52,-45,-45,0,23629,0,0,9,9,100,0,0
238,0.56,0.52,-44,-44,0,23637,0,0,9,9,100,0,0
