local_time, rssi, channel, remote_mac, rpi
1590163974.17, -80, 39, CE:EE:EC:4E:C5:30, 000000409D02C00180C18001C00180C1800119C0FEEDBEEF
1590163974.20, -81, 39, CE:EE:EC:4E:C5:30, 000000409D02C00180C18001C00180C1800119C0FEEDBEEF
1590163974.27, -66, 37, CE:EE:EC:4E:C5:30, 000000409D02C00180C18001C00180C1800119C0FEEDBEEF
1590163974.34, -76, 38, CE:EE:EC:4E:C5:30, 000000409E028002C0C100018002C0C1000119C0FEEDBEEF
1590163974.47, -80, 39, CE:EE:EC:4E:C5:30, 000000409E028002C0C100018002C0C1000119C0FEEDBEEF
1590163974.55, -68, 37, CE:EE:EC:4E:C5:30, 000000409F02C001C0C10002C001C0C1000219C0FEEDBEEF
1590163974.61, -68, 37, CE:EE:EC:4E:C5:30, 000000409F02C001C0C10002C001C0C1000219C0FEEDBEEF
1590163974.67, -76, 38, CE:EE:EC:4E:C5:30, 000000409F02C001C0C10002C001C0C1000219C0FEEDBEEF
1590163974.75, -79, 39, CE:EE:EC:4E:C5:30, 00000040A002800180C10001800180C1000119C0FEEDBEEF
1590163974.81, -79, 39, CE:EE:EC:4E:C5:30, 00000040A002800180C10001800180C1000119C0FEEDBEEF
1590163974.88, -68, 37, CE:EE:EC:4E:C5:30, 00000040A002800180C10001800180C1000119C0FEEDBEEF
1590163974.94, -68, 37, CE:EE:EC:4E:C5:30, 00000040A202000280C14001000280C1400119C0FEEDBEEF
1590163975.21, -69, 37, CE:EE:EC:4E:C5:30, 00000040A202000280C14001000280C1400119C0FEEDBEEF
1590163975.28, -80, 38, CE:EE:EC:4E:C5:30, 00000040A202000280C14001000280C1400119C0FEEDBEEF
1590163975.34, -77, 39, CE:EE:EC:4E:C5:30, 00000040A302800100C28001800100C2800119C0FEEDBEEF
1590163975.40, -68, 37, CE:EE:EC:4E:C5:30, 00000040A302800100C28001800100C2800119C0FEEDBEEF
1590163975.53, -79, 38, CE:EE:EC:4E:C5:30, 00000040A4020002C0C140010002C0C1400119C0FEEDBEEF
1590163975.66, -69, 37, CE:EE:EC:4E:C5:30, 00000040A502C00100C20001C00100C2000119C0FEEDBEEF
1590163975.79, -68, 37, CE:EE:EC:4E:C5:30, 00000040A502C00100C20001C00100C2000119C0FEEDBEEF
