local_time, rssi, channel, remote_mac, rpi
1590164990.86, -64, 37, CE:EE:EC:4E:C5:30, 000000402616000280C18001000280C1800119C0FEEDBEEF
1590164991.01, -67, 37, CE:EE:EC:4E:C5:30, 000000402816000240C10001000240C1000119C0FEEDBEEF
1590164991.28, -63, 38, CE:EE:EC:4E:C5:30, 000000402816000240C10001000240C1000119C0FEEDBEEF
1590164991.35, -63, 38, CE:EE:EC:4E:C5:30, 000000402816000240C10001000240C1000119C0FEEDBEEF
1590164991.41, -73, 39, CE:EE:EC:4E:C5:30, 0000004029168001C0C140018001C0C1400119C0FEEDBEEF
1590164991.48, -65, 37, CE:EE:EC:4E:C5:30, 0000004029168001C0C140018001C0C1400119C0FEEDBEEF
1590164991.55, -66, 37, CE:EE:EC:4E:C5:30, 0000004029168001C0C140018001C0C1400119C0FEEDBEEF
1590164991.61, -62, 38, CE:EE:EC:4E:C5:30, 000000402A16800100C2C000800100C2C00019C0FEEDBEEF
1590164991.69, -72, 39, CE:EE:EC:4E:C5:30, 000000402A16800100C2C000800100C2C00019C0FEEDBEEF
1590164991.75, -79, 39, CE:EE:EC:4E:C5:30, 000000402A16800100C2C000800100C2C00019C0FEEDBEEF
1590164991.82, -63, 37, CE:EE:EC:4E:C5:30, 000000402B16000280C14001000280C1400119C0FEEDBEEF
1590164991.89, -61, 38, CE:EE:EC:4E:C5:30, 000000402B16000280C14001000280C1400119C0FEEDBEEF
1590164991.96, -62, 38, CE:EE:EC:4E:C5:30, 000000402B16000280C14001000280C1400119C0FEEDBEEF
1590164992.03, -64, 37, CE:EE:EC:4E:C5:30, 000000402C16800100C28001800100C2800119C0FEEDBEEF
1590164992.16, -65, 37, CE:EE:EC:4E:C5:30, 000000402C16800100C28001800100C2800119C0FEEDBEEF
1590164992.23, -62, 38, CE:EE:EC:4E:C5:30, 000000402D16000280C10001000280C1000119C0FEEDBEEF
1590164992.30, -65, 37, CE:EE:EC:4E:C5:30, 000000402E16800100C28001800100C2800119C0FEEDBEEF
1590164992.49, -62, 38, CE:EE:EC:4E:C5:30, 000000402E16800100C28001800100C2800119C0FEEDBEEF
1590164992.56, -62, 38, CE:EE:EC:4E:C5:30, 000000402E16800100C28001800100C2800119C0FEEDBEEF
