local_time, rssi, channel, remote_mac, rpi
1590164211.71, -78, 38, CE:EE:EC:4E:C5:30, 000000402D07800180C1C001800180C1C00119C0FEEDBEEF
1590164211.76, -80, 39, CE:EE:EC:4E:C5:30, 000000402D07800180C1C001800180C1C00119C0FEEDBEEF
1590164211.83, -79, 39, CE:EE:EC:4E:C5:30, 000000402F07C001C0C10001C001C0C1000119C0FEEDBEEF
1590164212.10, -75, 38, CE:EE:EC:4E:C5:30, 000000403007C00180C14001C00180C1400119C0FEEDBEEF
1590164212.31, -79, 39, CE:EE:EC:4E:C5:30, 000000403207000280C14001000280C1400119C0FEEDBEEF
1590164212.71, -78, 39, CE:EE:EC:4E:C5:30, 0000004033078001C0C100018001C0C1000119C0FEEDBEEF
1590164212.98, -78, 39, CE:EE:EC:4E:C5:30, 0000004033078001C0C100018001C0C1000119C0FEEDBEEF
1590164213.05, -75, 38, CE:EE:EC:4E:C5:30, 000000403407C00180C1C000C00180C1C00019C0FEEDBEEF
1590164213.19, -74, 38, CE:EE:EC:4E:C5:30, 000000403407C00180C1C000C00180C1C00019C0FEEDBEEF
1590164213.26, -74, 38, CE:EE:EC:4E:C5:30, 000000403607800180C14001800180C1400119C0FEEDBEEF
1590164213.52, -81, 39, CE:EE:EC:4E:C5:30, 000000403607800180C14001800180C1400119C0FEEDBEEF
1590164213.59, -75, 38, CE:EE:EC:4E:C5:30, 000000403707C00180C14001C00180C1400119C0FEEDBEEF
1590164213.78, -75, 38, CE:EE:EC:4E:C5:30, 000000403707C00180C14001C00180C1400119C0FEEDBEEF
1590164213.85, -79, 39, CE:EE:EC:4E:C5:30, 0000004038078001C0C140018001C0C1400119C0FEEDBEEF
1590164213.92, -76, 38, CE:EE:EC:4E:C5:30, 000000403907400180C14001400180C1400119C0FEEDBEEF
1590164214.11, -79, 39, CE:EE:EC:4E:C5:30, 000000403907400180C14001400180C1400119C0FEEDBEEF
1590164214.18, -77, 38, CE:EE:EC:4E:C5:30, 000000403A07C001C0C1C000C001C0C1C00019C0FEEDBEEF
1590164214.38, -77, 38, CE:EE:EC:4E:C5:30, 000000403A07C001C0C1C000C001C0C1C00019C0FEEDBEEF
1590164214.44, -76, 38, CE:EE:EC:4E:C5:30, 000000403B07C001C0C10001C001C0C1000119C0FEEDBEEF
1590164214.71, -76, 38, CE:EE:EC:4E:C5:30, 000000403D07C00100C20001C00100C2000119C0FEEDBEEF
1590164214.99, -75, 38, CE:EE:EC:4E:C5:30, 000000403D07C00100C20001C00100C2000119C0FEEDBEEF
1590164215.06, -75, 38, CE:EE:EC:4E:C5:30, 000000403E07C001C0C14001C001C0C1400119C0FEEDBEEF
1590164215.32, -76, 38, CE:EE:EC:4E:C5:30, 000000404007C00100C2C000C00100C2C00019C0FEEDBEEF
1590164215.60, -80, 39, CE:EE:EC:4E:C5:30, 0000004041070002C0C1C0000002C0C1C00019C0FEEDBEEF
1590164215.74, -74, 38, CE:EE:EC:4E:C5:30, 0000004041070002C0C1C0000002C0C1C00019C0FEEDBEEF
1590164215.88, -74, 38, CE:EE:EC:4E:C5:30, 0000004042070002C0C100010002C0C1000119C0FEEDBEEF
1590164215.95, -76, 38, CE:EE:EC:4E:C5:30, 000000404407800100C28001800100C2800119C0FEEDBEEF
1590164216.48, -75, 38, CE:EE:EC:4E:C5:30, 000000404507C001C0C14001C001C0C1400119C0FEEDBEEF
1590164216.55, -80, 39, CE:EE:EC:4E:C5:30, 000000404607800100C24001800100C2400119C0FEEDBEEF
