local_time, rssi, channel, remote_mac, rpi
1590165294.55, -70, 38, CE:EE:EC:4E:C5:30, 00000040FC1B800140C2C000800140C2C00019C0FEEDBEEF
1590165294.65, -70, 38, CE:EE:EC:4E:C5:30, 00000040FC1B800140C2C000800140C2C00019C0FEEDBEEF
1590165294.71, -71, 39, CE:EE:EC:4E:C5:30, 00000040FC1B800140C2C000800140C2C00019C0FEEDBEEF
1590165294.78, -75, 37, CE:EE:EC:4E:C5:30, 00000040FD1B400180C10001400180C1000119C0FEEDBEEF
1590165294.91, -70, 38, CE:EE:EC:4E:C5:30, 00000040FD1B400180C10001400180C1000119C0FEEDBEEF
1590165294.99, -73, 37, CE:EE:EC:4E:C5:30, 00000040FE1B000240C10001000240C1000119C0FEEDBEEF
1590165295.18, -69, 38, CE:EE:EC:4E:C5:30, 00000040FF1B4002C0C140014002C0C1400119C0FEEDBEEF
1590165295.25, -70, 38, CE:EE:EC:4E:C5:30, 00000040FF1B4002C0C140014002C0C1400119C0FEEDBEEF
1590165295.33, -70, 39, CE:EE:EC:4E:C5:30, 00000040FF1B4002C0C140014002C0C1400119C0FEEDBEEF
1590165295.39, -72, 37, CE:EE:EC:4E:C5:30, 00000040001C000240C10001000240C1000119C0FEEDBEEF
1590165295.52, -69, 38, CE:EE:EC:4E:C5:30, 00000040001C000240C10001000240C1000119C0FEEDBEEF
1590165295.59, -72, 39, CE:EE:EC:4E:C5:30, 00000040011CC001C0C14001C001C0C1400119C0FEEDBEEF
1590165295.66, -74, 39, CE:EE:EC:4E:C5:30, 00000040011CC001C0C14001C001C0C1400119C0FEEDBEEF
1590165295.72, -72, 38, CE:EE:EC:4E:C5:30, 00000040021CC00100C24001C00100C2400119C0FEEDBEEF
1590165295.93, -74, 39, CE:EE:EC:4E:C5:30, 00000040021CC00100C24001C00100C2400119C0FEEDBEEF
1590165295.99, -76, 37, CE:EE:EC:4E:C5:30, 00000040031C000240C10001000240C1000119C0FEEDBEEF
1590165296.06, -74, 39, CE:EE:EC:4E:C5:30, 00000040041C800100C24001800100C2400119C0FEEDBEEF
1590165296.26, -70, 38, CE:EE:EC:4E:C5:30, 00000040051C4001C0C180014001C0C1800119C0FEEDBEEF
1590165296.46, -69, 38, CE:EE:EC:4E:C5:30, 00000040051C4001C0C180014001C0C1800119C0FEEDBEEF
1590165296.53, -71, 39, CE:EE:EC:4E:C5:30, 00000040051C4001C0C180014001C0C1800119C0FEEDBEEF
1590165296.59, -74, 37, CE:EE:EC:4E:C5:30, 00000040061C000100C2C000000100C2C00019C0FEEDBEEF
1590165296.72, -69, 38, CE:EE:EC:4E:C5:30, 00000040061C000100C2C000000100C2C00019C0FEEDBEEF
1590165296.79, -74, 39, CE:EE:EC:4E:C5:30, 00000040071CC00100C24001C00100C2400119C0FEEDBEEF
1590165296.86, -73, 39, CE:EE:EC:4E:C5:30, 00000040071CC00100C24001C00100C2400119C0FEEDBEEF
1590165296.93, -70, 38, CE:EE:EC:4E:C5:30, 00000040081CC001C0C18001C001C0C1800119C0FEEDBEEF
1590165297.06, -73, 39, CE:EE:EC:4E:C5:30, 00000040081CC001C0C18001C001C0C1800119C0FEEDBEEF
1590165297.13, -73, 39, CE:EE:EC:4E:C5:30, 00000040081CC001C0C18001C001C0C1800119C0FEEDBEEF
1590165297.20, -70, 38, CE:EE:EC:4E:C5:30, 00000040091C8001C0C1C0018001C0C1C00119C0FEEDBEEF
1590165297.34, -70, 38, CE:EE:EC:4E:C5:30, 00000040091C8001C0C1C0018001C0C1C00119C0FEEDBEEF
1590165297.40, -73, 39, CE:EE:EC:4E:C5:30, 000000400A1CC00180C10001C00180C1000119C0FEEDBEEF
1590165297.47, -70, 38, CE:EE:EC:4E:C5:30, 000000400B1C000200C24001000200C2400119C0FEEDBEEF
1590165297.68, -73, 39, CE:EE:EC:4E:C5:30, 000000400B1C000200C24001000200C2400119C0FEEDBEEF
1590165297.74, -72, 39, CE:EE:EC:4E:C5:30, 000000400B1C000200C24001000200C2400119C0FEEDBEEF
1590165297.81, -70, 38, CE:EE:EC:4E:C5:30, 000000400C1C000280C14001000280C1400119C0FEEDBEEF
1590165297.94, -70, 38, CE:EE:EC:4E:C5:30, 000000400C1C000280C14001000280C1400119C0FEEDBEEF
1590165298.01, -73, 39, CE:EE:EC:4E:C5:30, 000000400C1C000280C14001000280C1400119C0FEEDBEEF
1590165298.07, -74, 37, CE:EE:EC:4E:C5:30, 000000400D1CC00180C14001C00180C1400119C0FEEDBEEF
1590165298.21, -70, 38, CE:EE:EC:4E:C5:30, 000000400D1CC00180C14001C00180C1400119C0FEEDBEEF
1590165298.28, -74, 39, CE:EE:EC:4E:C5:30, 000000400E1CC00100C2C000C00100C2C00019C0FEEDBEEF
1590165298.34, -73, 39, CE:EE:EC:4E:C5:30, 000000400E1CC00100C2C000C00100C2C00019C0FEEDBEEF
1590165298.40, -71, 38, CE:EE:EC:4E:C5:30, 000000400F1C800140C20001800140C2000119C0FEEDBEEF
1590165298.54, -71, 38, CE:EE:EC:4E:C5:30, 000000400F1C800140C20001800140C2000119C0FEEDBEEF
1590165298.61, -74, 39, CE:EE:EC:4E:C5:30, 000000400F1C800140C20001800140C2000119C0FEEDBEEF
1590165298.68, -74, 39, CE:EE:EC:4E:C5:30, 00000040111C400140C18001400140C1800119C0FEEDBEEF
