local_time, rssi, channel, remote_mac, rpi
1590164859.26, -55, 37, CE:EE:EC:4E:C5:30, 000000409E134001C0C100014001C0C1000119C0FEEDBEEF
1590164859.31, -55, 38, CE:EE:EC:4E:C5:30, 000000409F134001C0C180004001C0C1800019C0FEEDBEEF
1590164859.38, -55, 38, CE:EE:EC:4E:C5:30, 000000409F134001C0C180004001C0C1800019C0FEEDBEEF
1590164859.44, -54, 37, CE:EE:EC:4E:C5:30, 00000040A013C001C0C14001C001C0C1400119C0FEEDBEEF
1590164859.57, -54, 37, CE:EE:EC:4E:C5:30, 00000040A013C001C0C14001C001C0C1400119C0FEEDBEEF
1590164859.64, -58, 39, CE:EE:EC:4E:C5:30, 00000040A1134002C0C140014002C0C1400119C0FEEDBEEF
1590164859.77, -58, 39, CE:EE:EC:4E:C5:30, 00000040A1134002C0C140014002C0C1400119C0FEEDBEEF
1590164859.84, -54, 37, CE:EE:EC:4E:C5:30, 00000040A1134002C0C140014002C0C1400119C0FEEDBEEF
1590164859.90, -55, 38, CE:EE:EC:4E:C5:30, 00000040A213C00100C2C001C00100C2C00119C0FEEDBEEF
1590164859.97, -54, 38, CE:EE:EC:4E:C5:30, 00000040A213C00100C2C001C00100C2C00119C0FEEDBEEF
1590164860.03, -58, 39, CE:EE:EC:4E:C5:30, 00000040A213C00100C2C001C00100C2C00119C0FEEDBEEF
1590164860.10, -54, 37, CE:EE:EC:4E:C5:30, 00000040A313800100C20001800100C2000119C0FEEDBEEF
1590164860.16, -54, 37, CE:EE:EC:4E:C5:30, 00000040A313800100C20001800100C2000119C0FEEDBEEF
1590164860.22, -54, 38, CE:EE:EC:4E:C5:30, 00000040A313800100C20001800100C2000119C0FEEDBEEF
1590164860.30, -58, 39, CE:EE:EC:4E:C5:30, 00000040A413800180C14001800180C1400119C0FEEDBEEF
1590164860.37, -59, 39, CE:EE:EC:4E:C5:30, 00000040A413800180C14001800180C1400119C0FEEDBEEF
1590164860.44, -54, 37, CE:EE:EC:4E:C5:30, 00000040A413800180C14001800180C1400119C0FEEDBEEF
1590164860.50, -54, 38, CE:EE:EC:4E:C5:30, 00000040A513800100C20001800100C2000119C0FEEDBEEF
1590164860.57, -55, 38, CE:EE:EC:4E:C5:30, 00000040A513800100C20001800100C2000119C0FEEDBEEF
1590164860.64, -58, 39, CE:EE:EC:4E:C5:30, 00000040A513800100C20001800100C2000119C0FEEDBEEF
1590164860.72, -54, 37, CE:EE:EC:4E:C5:30, 00000040A613400280C10001400280C1000119C0FEEDBEEF
1590164860.78, -54, 37, CE:EE:EC:4E:C5:30, 00000040A613400280C10001400280C1000119C0FEEDBEEF
1590164860.84, -54, 38, CE:EE:EC:4E:C5:30, 00000040A613400280C10001400280C1000119C0FEEDBEEF
1590164860.91, -57, 39, CE:EE:EC:4E:C5:30, 00000040A7138002C0C180018002C0C1800119C0FEEDBEEF
1590164860.97, -55, 37, CE:EE:EC:4E:C5:30, 00000040A7138002C0C180018002C0C1800119C0FEEDBEEF
1590164861.11, -54, 38, CE:EE:EC:4E:C5:30, 00000040A813C00180C1C000C00180C1C00019C0FEEDBEEF
1590164861.18, -58, 39, CE:EE:EC:4E:C5:30, 00000040A813C00180C1C000C00180C1C00019C0FEEDBEEF
1590164861.32, -54, 37, CE:EE:EC:4E:C5:30, 00000040A913000280C1C000000280C1C00019C0FEEDBEEF
1590164861.38, -55, 38, CE:EE:EC:4E:C5:30, 00000040A913000280C1C000000280C1C00019C0FEEDBEEF
1590164861.45, -58, 39, CE:EE:EC:4E:C5:30, 00000040AA13C00100C20001C00100C2000119C0FEEDBEEF
1590164861.59, -54, 37, CE:EE:EC:4E:C5:30, 00000040AA13C00100C20001C00100C2000119C0FEEDBEEF
1590164861.65, -54, 37, CE:EE:EC:4E:C5:30, 00000040AA13C00100C20001C00100C2000119C0FEEDBEEF
1590164861.72, -54, 38, CE:EE:EC:4E:C5:30, 00000040AB138001C0C180018001C0C1800119C0FEEDBEEF
1590164861.79, -58, 39, CE:EE:EC:4E:C5:30, 00000040AB138001C0C180018001C0C1800119C0FEEDBEEF
1590164861.86, -58, 39, CE:EE:EC:4E:C5:30, 00000040AB138001C0C180018001C0C1800119C0FEEDBEEF
1590164861.93, -54, 37, CE:EE:EC:4E:C5:30, 00000040AC13C00100C20001C00100C2000119C0FEEDBEEF
1590164861.99, -54, 38, CE:EE:EC:4E:C5:30, 00000040AC13C00100C20001C00100C2000119C0FEEDBEEF
1590164862.06, -54, 38, CE:EE:EC:4E:C5:30, 00000040AC13C00100C20001C00100C2000119C0FEEDBEEF
1590164862.13, -59, 39, CE:EE:EC:4E:C5:30, 00000040AD13400280C1C000400280C1C00019C0FEEDBEEF
1590164862.20, -54, 37, CE:EE:EC:4E:C5:30, 00000040AD13400280C1C000400280C1C00019C0FEEDBEEF
1590164862.26, -54, 37, CE:EE:EC:4E:C5:30, 00000040AD13400280C1C000400280C1C00019C0FEEDBEEF
1590164862.32, -56, 38, CE:EE:EC:4E:C5:30, 00000040AE13C00180C14001C00180C1400119C0FEEDBEEF
1590164862.40, -56, 39, CE:EE:EC:4E:C5:30, 00000040AE13C00180C14001C00180C1400119C0FEEDBEEF
1590164862.47, -56, 39, CE:EE:EC:4E:C5:30, 00000040AE13C00180C14001C00180C1400119C0FEEDBEEF
1590164862.53, -55, 37, CE:EE:EC:4E:C5:30, 00000040AF130002C0C140010002C0C1400119C0FEEDBEEF
1590164862.60, -56, 38, CE:EE:EC:4E:C5:30, 00000040AF130002C0C140010002C0C1400119C0FEEDBEEF
1590164862.67, -56, 38, CE:EE:EC:4E:C5:30, 00000040AF130002C0C140010002C0C1400119C0FEEDBEEF
