local_time, rssi, channel, remote_mac, rpi
1590444894.71, -72, 37, CE:EE:EC:4E:C5:30, 0000004062150042400380FF0042400380FF19C0FEEDBEEF
1590444894.75, -76, 38, CE:EE:EC:4E:C5:30, 000000406315C041800380FFC041800380FF19C0FEEDBEEF
1590444894.82, -76, 38, CE:EE:EC:4E:C5:30, 00000040651580424003C0FF80424003C0FF19C0FEEDBEEF
1590444895.17, -78, 39, CE:EE:EC:4E:C5:30, 00000040651580424003C0FF80424003C0FF19C0FEEDBEEF
1590444895.24, -77, 39, CE:EE:EC:4E:C5:30, 00000040651580424003C0FF80424003C0FF19C0FEEDBEEF
1590444895.30, -73, 37, CE:EE:EC:4E:C5:30, 0000004066150042000380FF0042000380FF19C0FEEDBEEF
1590444895.37, -71, 37, CE:EE:EC:4E:C5:30, 000000406715C04200030000C0420003000019C0FEEDBEEF
1590444895.65, -71, 37, CE:EE:EC:4E:C5:30, 000000406915C0428003C0FFC0428003C0FF19C0FEEDBEEF
1590444895.99, -73, 38, CE:EE:EC:4E:C5:30, 000000406915C0428003C0FFC0428003C0FF19C0FEEDBEEF
1590444896.05, -72, 39, CE:EE:EC:4E:C5:30, 000000406915C0428003C0FFC0428003C0FF19C0FEEDBEEF
1590444896.12, -74, 39, CE:EE:EC:4E:C5:30, 000000406A154042400340FF4042400340FF19C0FEEDBEEF
1590444896.18, -68, 38, CE:EE:EC:4E:C5:30, 000000406B1540424004400040424004400019C0FEEDBEEF
1590444896.38, -70, 39, CE:EE:EC:4E:C5:30, 000000406B1540424004400040424004400019C0FEEDBEEF
1590444896.45, -67, 37, CE:EE:EC:4E:C5:30, 000000406B1540424004400040424004400019C0FEEDBEEF
1590444896.52, -66, 37, CE:EE:EC:4E:C5:30, 000000406C1540424003C0FF40424003C0FF19C0FEEDBEEF
1590444896.59, -69, 38, CE:EE:EC:4E:C5:30, 000000406C1540424003C0FF40424003C0FF19C0FEEDBEEF
1590444896.66, -74, 39, CE:EE:EC:4E:C5:30, 000000406C1540424003C0FF40424003C0FF19C0FEEDBEEF
1590444896.73, -72, 37, CE:EE:EC:4E:C5:30, 000000406D154042C003C0FF4042C003C0FF19C0FEEDBEEF
1590444896.86, -71, 39, CE:EE:EC:4E:C5:30, 000000406F150042000380FF0042000380FF19C0FEEDBEEF
1590444897.34, -69, 39, CE:EE:EC:4E:C5:30, 000000407015C042800300FFC042800300FF19C0FEEDBEEF
1590444897.41, -68, 37, CE:EE:EC:4E:C5:30, 000000407015C042800300FFC042800300FF19C0FEEDBEEF
1590444897.47, -74, 39, CE:EE:EC:4E:C5:30, 00000040711580424003C0FF80424003C0FF19C0FEEDBEEF
1590444897.67, -69, 37, CE:EE:EC:4E:C5:30, 00000040711580424003C0FF80424003C0FF19C0FEEDBEEF
1590444897.73, -70, 37, CE:EE:EC:4E:C5:30, 00000040721580428003C0FF80428003C0FF19C0FEEDBEEF
1590444897.80, -74, 39, CE:EE:EC:4E:C5:30, 00000040731580428003C0FF80428003C0FF19C0FEEDBEEF
1590444898.01, -74, 37, CE:EE:EC:4E:C5:30, 00000040731580428003C0FF80428003C0FF19C0FEEDBEEF
1590444898.08, -72, 38, CE:EE:EC:4E:C5:30, 00000040731580428003C0FF80428003C0FF19C0FEEDBEEF
1590444898.14, -76, 39, CE:EE:EC:4E:C5:30, 0000004074158042400380FF8042400380FF19C0FEEDBEEF
1590444898.27, -78, 39, CE:EE:EC:4E:C5:30, 00000040751540428003C0FF40428003C0FF19C0FEEDBEEF
1590444898.61, -72, 37, CE:EE:EC:4E:C5:30, 0000004076150042C00300000042C003000019C0FEEDBEEF
1590444898.67, -75, 39, CE:EE:EC:4E:C5:30, 0000004078150042000480FF0042000480FF19C0FEEDBEEF
1590444899.14, -77, 39, CE:EE:EC:4E:C5:30, 0000004078150042000480FF0042000480FF19C0FEEDBEEF
1590444899.21, -72, 38, CE:EE:EC:4E:C5:30, 000000407915C0410003C0FFC0410003C0FF19C0FEEDBEEF
1590444899.35, -71, 39, CE:EE:EC:4E:C5:30, 000000407A15C041800380FFC041800380FF19C0FEEDBEEF
1590444899.48, -73, 39, CE:EE:EC:4E:C5:30, 000000407B1580428003000080428003000019C0FEEDBEEF
1590444899.76, -74, 37, CE:EE:EC:4E:C5:30, 000000407B1580428003000080428003000019C0FEEDBEEF
1590444899.82, -74, 37, CE:EE:EC:4E:C5:30, 000000407C1540424003C0FF40424003C0FF19C0FEEDBEEF
1590444899.89, -74, 39, CE:EE:EC:4E:C5:30, 000000407C1540424003C0FF40424003C0FF19C0FEEDBEEF
1590444900.03, -73, 37, CE:EE:EC:4E:C5:30, 000000407D15C041C003C0FFC041C003C0FF19C0FEEDBEEF
1590444900.17, -73, 38, CE:EE:EC:4E:C5:30, 000000407E1500428003000000428003000019C0FEEDBEEF
1590444900.24, -72, 39, CE:EE:EC:4E:C5:30, 000000407E1500428003000000428003000019C0FEEDBEEF
1590444900.37, -72, 37, CE:EE:EC:4E:C5:30, 000000407F1580418003000080418003000019C0FEEDBEEF
1590444900.44, -72, 38, CE:EE:EC:4E:C5:30, 000000407F1580418003000080418003000019C0FEEDBEEF
1590444900.58, -71, 39, CE:EE:EC:4E:C5:30, 000000407F1580418003000080418003000019C0FEEDBEEF
1590444900.64, -71, 39, CE:EE:EC:4E:C5:30, 00000040801580424002000080424002000019C0FEEDBEEF
1590444900.71, -73, 38, CE:EE:EC:4E:C5:30, 00000040811540428003C0FF40428003C0FF19C0FEEDBEEF
1590444900.85, -72, 39, CE:EE:EC:4E:C5:30, 00000040811540428003C0FF40428003C0FF19C0FEEDBEEF
1590444900.99, -74, 37, CE:EE:EC:4E:C5:30, 00000040821500424003000000424003000019C0FEEDBEEF
1590444901.05, -73, 39, CE:EE:EC:4E:C5:30, 00000040831540424003000040424003000019C0FEEDBEEF
1590444901.25, -74, 37, CE:EE:EC:4E:C5:30, 00000040831540424003000040424003000019C0FEEDBEEF
1590444901.32, -72, 37, CE:EE:EC:4E:C5:30, 00000040831540424003000040424003000019C0FEEDBEEF
1590444901.39, -74, 38, CE:EE:EC:4E:C5:30, 0000004084154042800380FF4042800380FF19C0FEEDBEEF
1590444901.46, -72, 39, CE:EE:EC:4E:C5:30, 0000004084154042800380FF4042800380FF19C0FEEDBEEF
1590444901.53, -72, 39, CE:EE:EC:4E:C5:30, 0000004084154042800380FF4042800380FF19C0FEEDBEEF
1590444901.59, -73, 37, CE:EE:EC:4E:C5:30, 0000004084154042800380FF4042800380FF19C0FEEDBEEF
1590444901.66, -74, 38, CE:EE:EC:4E:C5:30, 00000040851580420003C0FF80420003C0FF19C0FEEDBEEF
1590444901.80, -72, 39, CE:EE:EC:4E:C5:30, 000000408615C041400340FFC041400340FF19C0FEEDBEEF
1590444901.86, -74, 37, CE:EE:EC:4E:C5:30, 000000408615C041400340FFC041400340FF19C0FEEDBEEF
1590444901.93, -72, 37, CE:EE:EC:4E:C5:30, 000000408615C041400340FFC041400340FF19C0FEEDBEEF
1590444901.99, -71, 38, CE:EE:EC:4E:C5:30, 000000408615C041400340FFC041400340FF19C0FEEDBEEF
1590444902.06, -71, 39, CE:EE:EC:4E:C5:30, 0000004087150042400340FF0042400340FF19C0FEEDBEEF
1590444902.12, -71, 39, CE:EE:EC:4E:C5:30, 0000004087150042400340FF0042400340FF19C0FEEDBEEF
1590444902.19, -73, 37, CE:EE:EC:4E:C5:30, 0000004087150042400340FF0042400340FF19C0FEEDBEEF
