local_time, rssi, channel, remote_mac, rpi
1590444311.80, -71, 37, CE:EE:EC:4E:C5:30, 000000402E0A00428002000000428002000019C0FEEDBEEF
1590444311.85, -71, 37, CE:EE:EC:4E:C5:30, 000000402E0A00428002000000428002000019C0FEEDBEEF
1590444311.92, -70, 37, CE:EE:EC:4E:C5:30, 000000402F0A80424002000080424002000019C0FEEDBEEF
1590444312.18, -74, 38, CE:EE:EC:4E:C5:30, 000000402F0A80424002000080424002000019C0FEEDBEEF
1590444312.25, -70, 37, CE:EE:EC:4E:C5:30, 00000040300A00428002C00000428002C00019C0FEEDBEEF
1590444312.46, -69, 37, CE:EE:EC:4E:C5:30, 00000040310A4042000240FF4042000240FF19C0FEEDBEEF
1590444312.52, -72, 38, CE:EE:EC:4E:C5:30, 00000040310A4042000240FF4042000240FF19C0FEEDBEEF
1590444312.59, -74, 38, CE:EE:EC:4E:C5:30, 00000040320A80420002000080420002000019C0FEEDBEEF
1590444312.86, -77, 38, CE:EE:EC:4E:C5:30, 00000040330A00424002000000424002000019C0FEEDBEEF
1590444312.92, -71, 37, CE:EE:EC:4E:C5:30, 00000040350AC0410002C0FFC0410002C0FF19C0FEEDBEEF
1590444313.38, -72, 37, CE:EE:EC:4E:C5:30, 00000040360A80420002800080420002800019C0FEEDBEEF
1590444313.65, -70, 37, CE:EE:EC:4E:C5:30, 00000040370A40420002000040420002000019C0FEEDBEEF
1590444313.72, -72, 37, CE:EE:EC:4E:C5:30, 00000040380A80420002000080420002000019C0FEEDBEEF
1590444314.00, -75, 38, CE:EE:EC:4E:C5:30, 00000040380A80420002000080420002000019C0FEEDBEEF
1590444314.06, -79, 39, CE:EE:EC:4E:C5:30, 00000040390A40420002C0FF40420002C0FF19C0FEEDBEEF
1590444314.21, -72, 37, CE:EE:EC:4E:C5:30, 00000040390A40420002C0FF40420002C0FF19C0FEEDBEEF
1590444314.27, -72, 37, CE:EE:EC:4E:C5:30, 000000403A0A4042C00140004042C001400019C0FEEDBEEF
1590444314.33, -74, 38, CE:EE:EC:4E:C5:30, 000000403A0A4042C00140004042C001400019C0FEEDBEEF
1590444314.40, -72, 37, CE:EE:EC:4E:C5:30, 000000403B0A40420002400040420002400019C0FEEDBEEF
1590444314.60, -71, 38, CE:EE:EC:4E:C5:30, 000000403B0A40420002400040420002400019C0FEEDBEEF
1590444314.67, -71, 38, CE:EE:EC:4E:C5:30, 000000403C0A00428002C0FF00428002C0FF19C0FEEDBEEF
1590444314.73, -75, 39, CE:EE:EC:4E:C5:30, 000000403C0A00428002C0FF00428002C0FF19C0FEEDBEEF
1590444314.80, -73, 38, CE:EE:EC:4E:C5:30, 000000403D0A40420003000040420003000019C0FEEDBEEF
1590444315.01, -78, 39, CE:EE:EC:4E:C5:30, 000000403D0A40420003000040420003000019C0FEEDBEEF
1590444315.08, -72, 38, CE:EE:EC:4E:C5:30, 000000403E0A8042400240FF8042400240FF19C0FEEDBEEF
1590444315.28, -72, 38, CE:EE:EC:4E:C5:30, 00000040400A00420002000000420002000019C0FEEDBEEF
1590444315.55, -72, 38, CE:EE:EC:4E:C5:30, 00000040400A00420002000000420002000019C0FEEDBEEF
1590444315.62, -75, 39, CE:EE:EC:4E:C5:30, 00000040400A00420002000000420002000019C0FEEDBEEF
1590444315.69, -72, 38, CE:EE:EC:4E:C5:30, 00000040410A80428002C0FF80428002C0FF19C0FEEDBEEF
1590444315.88, -76, 39, CE:EE:EC:4E:C5:30, 00000040420A80420002000080420002000019C0FEEDBEEF
1590444315.95, -76, 39, CE:EE:EC:4E:C5:30, 00000040420A80420002000080420002000019C0FEEDBEEF
1590444316.02, -72, 38, CE:EE:EC:4E:C5:30, 00000040430A40420002000040420002000019C0FEEDBEEF
1590444316.16, -77, 39, CE:EE:EC:4E:C5:30, 00000040430A40420002000040420002000019C0FEEDBEEF
1590444316.29, -76, 39, CE:EE:EC:4E:C5:30, 00000040460A00424002C0FF00424002C0FF19C0FEEDBEEF
1590444316.89, -72, 38, CE:EE:EC:4E:C5:30, 00000040470A40420002400040420002400019C0FEEDBEEF
1590444317.10, -73, 38, CE:EE:EC:4E:C5:30, 00000040490A80420002C0FF80420002C0FF19C0FEEDBEEF
1590444317.37, -74, 38, CE:EE:EC:4E:C5:30, 000000404A0A80428002000080428002000019C0FEEDBEEF
1590444317.71, -77, 37, CE:EE:EC:4E:C5:30, 000000404B0A40428002400040428002400019C0FEEDBEEF
1590444317.85, -74, 38, CE:EE:EC:4E:C5:30, 000000404D0A40418002C0FF40418002C0FF19C0FEEDBEEF
1590444318.26, -74, 38, CE:EE:EC:4E:C5:30, 00000040500A00428001000000428001000019C0FEEDBEEF
1590444318.86, -73, 38, CE:EE:EC:4E:C5:30, 00000040520A40424002000040424002000019C0FEEDBEEF
1590444319.20, -77, 39, CE:EE:EC:4E:C5:30, 00000040520A40424002000040424002000019C0FEEDBEEF
1590444319.33, -72, 38, CE:EE:EC:4E:C5:30, 00000040530A8042C00140008042C001400019C0FEEDBEEF
1590444319.48, -76, 39, CE:EE:EC:4E:C5:30, 00000040540AC04140020000C0414002000019C0FEEDBEEF
1590444319.61, -72, 38, CE:EE:EC:4E:C5:30, 00000040550AC0420002C0FFC0420002C0FF19C0FEEDBEEF
1590444319.82, -77, 39, CE:EE:EC:4E:C5:30, 00000040550AC0420002C0FFC0420002C0FF19C0FEEDBEEF
1590444319.89, -72, 38, CE:EE:EC:4E:C5:30, 00000040560AC04240024000C0424002400019C0FEEDBEEF
1590444320.09, -77, 39, CE:EE:EC:4E:C5:30, 00000040560AC04240024000C0424002400019C0FEEDBEEF
1590444320.15, -77, 39, CE:EE:EC:4E:C5:30, 00000040570A4042400280FF4042400280FF19C0FEEDBEEF
1590444320.22, -72, 38, CE:EE:EC:4E:C5:30, 00000040570A4042400280FF4042400280FF19C0FEEDBEEF
1590444320.36, -72, 38, CE:EE:EC:4E:C5:30, 00000040580AC04280020000C0428002000019C0FEEDBEEF
1590444320.43, -72, 38, CE:EE:EC:4E:C5:30, 00000040590A8042000280FF8042000280FF19C0FEEDBEEF
