local_time, rssi, channel, remote_mac, rpi
1590443942.99, -61, 38, CE:EE:EC:4E:C5:30, 000000401603C04140020000C0414002000019C0FEEDBEEF
1590443943.03, -61, 39, CE:EE:EC:4E:C5:30, 000000401603C04140020000C0414002000019C0FEEDBEEF
1590443943.09, -65, 37, CE:EE:EC:4E:C5:30, 0000004017038042C001C0FE8042C001C0FE19C0FEEDBEEF
1590443943.17, -66, 37, CE:EE:EC:4E:C5:30, 0000004017038042C001C0FE8042C001C0FE19C0FEEDBEEF
1590443943.23, -61, 38, CE:EE:EC:4E:C5:30, 0000004017038042C001C0FE8042C001C0FE19C0FEEDBEEF
1590443943.30, -61, 39, CE:EE:EC:4E:C5:30, 0000004018038042000240FF8042000240FF19C0FEEDBEEF
1590443943.37, -62, 39, CE:EE:EC:4E:C5:30, 0000004018038042000240FF8042000240FF19C0FEEDBEEF
1590443943.43, -66, 37, CE:EE:EC:4E:C5:30, 0000004018038042000240FF8042000240FF19C0FEEDBEEF
1590443943.50, -60, 38, CE:EE:EC:4E:C5:30, 000000401903C042400240FFC042400240FF19C0FEEDBEEF
1590443943.56, -60, 38, CE:EE:EC:4E:C5:30, 000000401903C042400240FFC042400240FF19C0FEEDBEEF
1590443943.63, -60, 39, CE:EE:EC:4E:C5:30, 000000401903C042400240FFC042400240FF19C0FEEDBEEF
1590443943.69, -62, 37, CE:EE:EC:4E:C5:30, 000000401A03C0414002C0FFC0414002C0FF19C0FEEDBEEF
1590443943.76, -62, 37, CE:EE:EC:4E:C5:30, 000000401A03C0414002C0FFC0414002C0FF19C0FEEDBEEF
1590443943.83, -61, 38, CE:EE:EC:4E:C5:30, 000000401A03C0414002C0FFC0414002C0FF19C0FEEDBEEF
1590443943.90, -63, 39, CE:EE:EC:4E:C5:30, 000000401B03C041000380FFC041000380FF19C0FEEDBEEF
1590443943.97, -62, 39, CE:EE:EC:4E:C5:30, 000000401B03C041000380FFC041000380FF19C0FEEDBEEF
1590443944.03, -62, 37, CE:EE:EC:4E:C5:30, 000000401B03C041000380FFC041000380FF19C0FEEDBEEF
1590443944.11, -60, 38, CE:EE:EC:4E:C5:30, 000000401C0380424002C0FF80424002C0FF19C0FEEDBEEF
1590443944.17, -65, 38, CE:EE:EC:4E:C5:30, 000000401C0380424002C0FF80424002C0FF19C0FEEDBEEF
1590443944.24, -66, 39, CE:EE:EC:4E:C5:30, 000000401C0380424002C0FF80424002C0FF19C0FEEDBEEF
1590443944.30, -60, 37, CE:EE:EC:4E:C5:30, 000000401D030042400280FF0042400280FF19C0FEEDBEEF
1590443944.36, -65, 37, CE:EE:EC:4E:C5:30, 000000401D030042400280FF0042400280FF19C0FEEDBEEF
1590443944.43, -58, 38, CE:EE:EC:4E:C5:30, 000000401D030042400280FF0042400280FF19C0FEEDBEEF
1590443944.50, -61, 39, CE:EE:EC:4E:C5:30, 000000401E034042000240FF4042000240FF19C0FEEDBEEF
1590443944.57, -85, 39, CE:EE:EC:4E:C5:30, 000000401E034042000240FF4042000240FF19C0FEEDBEEF
1590443944.64, -70, 37, CE:EE:EC:4E:C5:30, 000000401E034042000240FF4042000240FF19C0FEEDBEEF
1590443944.70, -61, 39, CE:EE:EC:4E:C5:30, 000000401F030042800200FF0042800200FF19C0FEEDBEEF
1590443944.91, -65, 37, CE:EE:EC:4E:C5:30, 0000004020034042000240FF4042000240FF19C0FEEDBEEF
1590443944.98, -62, 37, CE:EE:EC:4E:C5:30, 0000004020034042000240FF4042000240FF19C0FEEDBEEF
1590443945.04, -61, 38, CE:EE:EC:4E:C5:30, 0000004020034042000240FF4042000240FF19C0FEEDBEEF
1590443945.11, -61, 39, CE:EE:EC:4E:C5:30, 00000040210380420002C0FE80420002C0FE19C0FEEDBEEF
1590443945.17, -63, 39, CE:EE:EC:4E:C5:30, 00000040210380420002C0FE80420002C0FE19C0FEEDBEEF
1590443945.25, -68, 37, CE:EE:EC:4E:C5:30, 00000040210380420002C0FE80420002C0FE19C0FEEDBEEF
1590443945.31, -61, 38, CE:EE:EC:4E:C5:30, 00000040220340424002C0FF40424002C0FF19C0FEEDBEEF
1590443945.38, -62, 38, CE:EE:EC:4E:C5:30, 00000040220340424002C0FF40424002C0FF19C0FEEDBEEF
1590443945.44, -61, 39, CE:EE:EC:4E:C5:30, 00000040220340424002C0FF40424002C0FF19C0FEEDBEEF
1590443945.51, -66, 37, CE:EE:EC:4E:C5:30, 0000004023038042400240FF8042400240FF19C0FEEDBEEF
1590443945.58, -65, 37, CE:EE:EC:4E:C5:30, 0000004023038042400240FF8042400240FF19C0FEEDBEEF
1590443945.65, -62, 38, CE:EE:EC:4E:C5:30, 0000004023038042400240FF8042400240FF19C0FEEDBEEF
1590443945.71, -62, 39, CE:EE:EC:4E:C5:30, 000000402403C041400240FFC041400240FF19C0FEEDBEEF
