local_time, rssi, channel, remote_mac, rpi
1590443851.52, -51, 39, CE:EE:EC:4E:C5:30, 000000405401C042800180FDC042800180FD19C0FEEDBEEF
1590443851.57, -51, 39, CE:EE:EC:4E:C5:30, 000000405401C042800180FDC042800180FD19C0FEEDBEEF
1590443851.64, -52, 37, CE:EE:EC:4E:C5:30, 0000004055014042800100FD4042800100FD19C0FEEDBEEF
1590443851.71, -51, 38, CE:EE:EC:4E:C5:30, 0000004055014042800100FD4042800100FD19C0FEEDBEEF
1590443851.77, -51, 38, CE:EE:EC:4E:C5:30, 0000004055014042800100FD4042800100FD19C0FEEDBEEF
1590443851.84, -51, 39, CE:EE:EC:4E:C5:30, 0000004056010042C00140FD0042C00140FD19C0FEEDBEEF
1590443851.91, -56, 37, CE:EE:EC:4E:C5:30, 0000004056010042C00140FD0042C00140FD19C0FEEDBEEF
1590443851.98, -52, 37, CE:EE:EC:4E:C5:30, 0000004056010042C00140FD0042C00140FD19C0FEEDBEEF
1590443852.05, -51, 38, CE:EE:EC:4E:C5:30, 00000040570140428001C0FC40428001C0FC19C0FEEDBEEF
1590443852.11, -51, 39, CE:EE:EC:4E:C5:30, 00000040570140428001C0FC40428001C0FC19C0FEEDBEEF
1590443852.18, -51, 39, CE:EE:EC:4E:C5:30, 00000040570140428001C0FC40428001C0FC19C0FEEDBEEF
1590443852.25, -52, 37, CE:EE:EC:4E:C5:30, 00000040580100428001C0FC00428001C0FC19C0FEEDBEEF
1590443852.32, -51, 38, CE:EE:EC:4E:C5:30, 00000040580100428001C0FC00428001C0FC19C0FEEDBEEF
1590443852.38, -50, 38, CE:EE:EC:4E:C5:30, 00000040580100428001C0FC00428001C0FC19C0FEEDBEEF
1590443852.45, -50, 39, CE:EE:EC:4E:C5:30, 000000405901C041800100FDC041800100FD19C0FEEDBEEF
1590443852.51, -52, 37, CE:EE:EC:4E:C5:30, 000000405901C041800100FDC041800100FD19C0FEEDBEEF
1590443852.58, -52, 37, CE:EE:EC:4E:C5:30, 000000405901C041800100FDC041800100FD19C0FEEDBEEF
1590443852.65, -50, 38, CE:EE:EC:4E:C5:30, 000000405A010042800100FD0042800100FD19C0FEEDBEEF
1590443852.72, -50, 39, CE:EE:EC:4E:C5:30, 000000405A010042800100FD0042800100FD19C0FEEDBEEF
1590443852.79, -51, 37, CE:EE:EC:4E:C5:30, 000000405A010042800100FD0042800100FD19C0FEEDBEEF
1590443852.85, -51, 37, CE:EE:EC:4E:C5:30, 000000405B014042800100FD4042800100FD19C0FEEDBEEF
1590443852.93, -50, 38, CE:EE:EC:4E:C5:30, 000000405B014042800100FD4042800100FD19C0FEEDBEEF
1590443853.00, -50, 39, CE:EE:EC:4E:C5:30, 000000405B014042800100FD4042800100FD19C0FEEDBEEF
1590443853.07, -50, 39, CE:EE:EC:4E:C5:30, 000000405C010042C00100FD0042C00100FD19C0FEEDBEEF
1590443853.13, -51, 37, CE:EE:EC:4E:C5:30, 000000405C010042C00100FD0042C00100FD19C0FEEDBEEF
1590443853.20, -50, 38, CE:EE:EC:4E:C5:30, 000000405C010042C00100FD0042C00100FD19C0FEEDBEEF
1590443853.26, -50, 38, CE:EE:EC:4E:C5:30, 000000405D010042000240FD0042000240FD19C0FEEDBEEF
1590443853.33, -50, 39, CE:EE:EC:4E:C5:30, 000000405D010042000240FD0042000240FD19C0FEEDBEEF
1590443853.40, -51, 37, CE:EE:EC:4E:C5:30, 000000405D010042000240FD0042000240FD19C0FEEDBEEF
1590443853.46, -51, 37, CE:EE:EC:4E:C5:30, 000000405E0140428001C0FC40428001C0FC19C0FEEDBEEF
1590443853.53, -50, 38, CE:EE:EC:4E:C5:30, 000000405E0140428001C0FC40428001C0FC19C0FEEDBEEF
1590443853.59, -50, 39, CE:EE:EC:4E:C5:30, 000000405E0140428001C0FC40428001C0FC19C0FEEDBEEF
1590443853.66, -50, 39, CE:EE:EC:4E:C5:30, 000000405F01C041C001C0FCC041C001C0FC19C0FEEDBEEF
1590443853.72, -51, 37, CE:EE:EC:4E:C5:30, 000000405F01C041C001C0FCC041C001C0FC19C0FEEDBEEF
1590443853.79, -50, 38, CE:EE:EC:4E:C5:30, 0000004060010042C001C0FC0042C001C0FC19C0FEEDBEEF
1590443853.92, -50, 39, CE:EE:EC:4E:C5:30, 0000004060010042C001C0FC0042C001C0FC19C0FEEDBEEF
1590443853.99, -50, 37, CE:EE:EC:4E:C5:30, 0000004060010042C001C0FC0042C001C0FC19C0FEEDBEEF
1590443854.06, -51, 37, CE:EE:EC:4E:C5:30, 0000004061010042400100FD0042400100FD19C0FEEDBEEF
1590443854.13, -49, 38, CE:EE:EC:4E:C5:30, 0000004061010042400100FD0042400100FD19C0FEEDBEEF
1590443854.20, -50, 39, CE:EE:EC:4E:C5:30, 0000004061010042400100FD0042400100FD19C0FEEDBEEF
1590443854.26, -50, 39, CE:EE:EC:4E:C5:30, 0000004062014042800140FD4042800140FD19C0FEEDBEEF
1590443854.33, -52, 37, CE:EE:EC:4E:C5:30, 0000004062014042800140FD4042800140FD19C0FEEDBEEF
1590443854.40, -49, 38, CE:EE:EC:4E:C5:30, 0000004062014042800140FD4042800140FD19C0FEEDBEEF
1590443854.46, -49, 38, CE:EE:EC:4E:C5:30, 0000004063010042000240FD0042000240FD19C0FEEDBEEF
1590443854.53, -50, 39, CE:EE:EC:4E:C5:30, 0000004063010042000240FD0042000240FD19C0FEEDBEEF
1590443854.59, -51, 37, CE:EE:EC:4E:C5:30, 0000004063010042000240FD0042000240FD19C0FEEDBEEF
1590443854.65, -51, 37, CE:EE:EC:4E:C5:30, 0000004063010042000240FD0042000240FD19C0FEEDBEEF
1590443854.73, -50, 38, CE:EE:EC:4E:C5:30, 000000406401C041400100FDC041400100FD19C0FEEDBEEF
1590443854.80, -50, 39, CE:EE:EC:4E:C5:30, 000000406401C041400100FDC041400100FD19C0FEEDBEEF
1590443854.86, -50, 39, CE:EE:EC:4E:C5:30, 00000040650140428001C0FC40428001C0FC19C0FEEDBEEF
1590443854.94, -50, 37, CE:EE:EC:4E:C5:30, 00000040650140428001C0FC40428001C0FC19C0FEEDBEEF
1590443855.00, -49, 38, CE:EE:EC:4E:C5:30, 00000040650140428001C0FC40428001C0FC19C0FEEDBEEF
1590443855.08, -49, 38, CE:EE:EC:4E:C5:30, 0000004066014042800100FD4042800100FD19C0FEEDBEEF
1590443855.14, -50, 39, CE:EE:EC:4E:C5:30, 0000004066014042800100FD4042800100FD19C0FEEDBEEF
1590443855.21, -50, 37, CE:EE:EC:4E:C5:30, 0000004066014042800100FD4042800100FD19C0FEEDBEEF
1590443855.27, -50, 37, CE:EE:EC:4E:C5:30, 0000004066014042800100FD4042800100FD19C0FEEDBEEF
1590443855.33, -49, 38, CE:EE:EC:4E:C5:30, 0000004067014041800180FC4041800180FC19C0FEEDBEEF
1590443855.40, -50, 39, CE:EE:EC:4E:C5:30, 0000004067014041800180FC4041800180FC19C0FEEDBEEF
