local_time, rssi, channel, remote_mac, rpi
1590444691.01, -70, 38, CE:EE:EC:4E:C5:30, 000000407A1100420004C0FF00420004C0FF19C0FEEDBEEF
1590444691.50, -74, 39, CE:EE:EC:4E:C5:30, 000000407A1100420004C0FF00420004C0FF19C0FEEDBEEF
1590444691.57, -66, 37, CE:EE:EC:4E:C5:30, 000000407B110042000440FF0042000440FF19C0FEEDBEEF
1590444691.63, -66, 37, CE:EE:EC:4E:C5:30, 000000407B110042000440FF0042000440FF19C0FEEDBEEF
1590444691.70, -67, 38, CE:EE:EC:4E:C5:30, 000000407B110042000440FF0042000440FF19C0FEEDBEEF
1590444691.77, -78, 39, CE:EE:EC:4E:C5:30, 000000407C110042C00300FF0042C00300FF19C0FEEDBEEF
1590444691.91, -65, 37, CE:EE:EC:4E:C5:30, 000000407C110042C00300FF0042C00300FF19C0FEEDBEEF
1590444691.97, -67, 38, CE:EE:EC:4E:C5:30, 000000407D1180420004000080420004000019C0FEEDBEEF
1590444692.05, -68, 38, CE:EE:EC:4E:C5:30, 000000407D1180420004000080420004000019C0FEEDBEEF
1590444692.11, -77, 39, CE:EE:EC:4E:C5:30, 000000407D1180420004000080420004000019C0FEEDBEEF
1590444692.18, -69, 37, CE:EE:EC:4E:C5:30, 000000407E11C041C00380FFC041C00380FF19C0FEEDBEEF
1590444692.25, -66, 37, CE:EE:EC:4E:C5:30, 000000407E11C041C00380FFC041C00380FF19C0FEEDBEEF
1590444692.32, -67, 38, CE:EE:EC:4E:C5:30, 000000407E11C041C00380FFC041C00380FF19C0FEEDBEEF
1590444692.39, -67, 37, CE:EE:EC:4E:C5:30, 000000407F1140420004C0FF40420004C0FF19C0FEEDBEEF
1590444692.53, -68, 37, CE:EE:EC:4E:C5:30, 000000407F1140420004C0FF40420004C0FF19C0FEEDBEEF
1590444692.60, -69, 38, CE:EE:EC:4E:C5:30, 0000004080114042C00340004042C003400019C0FEEDBEEF
1590444692.67, -75, 39, CE:EE:EC:4E:C5:30, 0000004080114042C00340004042C003400019C0FEEDBEEF
1590444692.73, -73, 39, CE:EE:EC:4E:C5:30, 0000004080114042C00340004042C003400019C0FEEDBEEF
1590444692.80, -68, 37, CE:EE:EC:4E:C5:30, 0000004081114042000480FF4042000480FF19C0FEEDBEEF
1590444692.88, -68, 38, CE:EE:EC:4E:C5:30, 0000004081114042000480FF4042000480FF19C0FEEDBEEF
1590444692.95, -68, 38, CE:EE:EC:4E:C5:30, 00000040821180420004400080420004400019C0FEEDBEEF
1590444693.02, -71, 39, CE:EE:EC:4E:C5:30, 00000040821180420004400080420004400019C0FEEDBEEF
1590444693.08, -68, 37, CE:EE:EC:4E:C5:30, 00000040821180420004400080420004400019C0FEEDBEEF
1590444693.15, -67, 37, CE:EE:EC:4E:C5:30, 00000040821180420004400080420004400019C0FEEDBEEF
1590444693.21, -65, 38, CE:EE:EC:4E:C5:30, 00000040831140420004C0FF40420004C0FF19C0FEEDBEEF
1590444693.28, -69, 39, CE:EE:EC:4E:C5:30, 00000040831140420004C0FF40420004C0FF19C0FEEDBEEF
1590444693.35, -69, 39, CE:EE:EC:4E:C5:30, 00000040841140428004C0FF40428004C0FF19C0FEEDBEEF
1590444693.42, -65, 37, CE:EE:EC:4E:C5:30, 00000040841140428004C0FF40428004C0FF19C0FEEDBEEF
1590444693.49, -65, 38, CE:EE:EC:4E:C5:30, 00000040841140428004C0FF40428004C0FF19C0FEEDBEEF
1590444693.56, -68, 39, CE:EE:EC:4E:C5:30, 0000004085110042C003C0FF0042C003C0FF19C0FEEDBEEF
1590444693.63, -68, 39, CE:EE:EC:4E:C5:30, 0000004085110042C003C0FF0042C003C0FF19C0FEEDBEEF
1590444693.70, -65, 37, CE:EE:EC:4E:C5:30, 0000004085110042C003C0FF0042C003C0FF19C0FEEDBEEF
1590444693.77, -65, 38, CE:EE:EC:4E:C5:30, 00000040861180424004400080424004400019C0FEEDBEEF
1590444693.83, -66, 38, CE:EE:EC:4E:C5:30, 00000040861180424004400080424004400019C0FEEDBEEF
1590444693.89, -72, 39, CE:EE:EC:4E:C5:30, 00000040861180424004400080424004400019C0FEEDBEEF
1590444693.97, -70, 37, CE:EE:EC:4E:C5:30, 00000040871140424004C0FF40424004C0FF19C0FEEDBEEF
1590444694.03, -71, 37, CE:EE:EC:4E:C5:30, 00000040871140424004C0FF40424004C0FF19C0FEEDBEEF
1590444694.10, -68, 38, CE:EE:EC:4E:C5:30, 00000040871140424004C0FF40424004C0FF19C0FEEDBEEF
1590444694.17, -69, 39, CE:EE:EC:4E:C5:30, 0000004088110043C003C0FF0043C003C0FF19C0FEEDBEEF
1590444694.24, -70, 39, CE:EE:EC:4E:C5:30, 0000004088110043C003C0FF0043C003C0FF19C0FEEDBEEF
1590444694.31, -67, 37, CE:EE:EC:4E:C5:30, 0000004088110043C003C0FF0043C003C0FF19C0FEEDBEEF
1590444694.37, -67, 38, CE:EE:EC:4E:C5:30, 00000040891140420004000040420004000019C0FEEDBEEF
1590444694.44, -66, 38, CE:EE:EC:4E:C5:30, 00000040891140420004000040420004000019C0FEEDBEEF
1590444694.50, -70, 39, CE:EE:EC:4E:C5:30, 00000040891140420004000040420004000019C0FEEDBEEF
1590444694.57, -66, 37, CE:EE:EC:4E:C5:30, 000000408A118041C00300FF8041C00300FF19C0FEEDBEEF
1590444694.64, -66, 37, CE:EE:EC:4E:C5:30, 000000408A118041C00300FF8041C00300FF19C0FEEDBEEF
1590444694.71, -69, 39, CE:EE:EC:4E:C5:30, 000000408B114042C00300004042C003000019C0FEEDBEEF
1590444694.85, -66, 37, CE:EE:EC:4E:C5:30, 000000408B114042C00300004042C003000019C0FEEDBEEF
1590444694.98, -66, 38, CE:EE:EC:4E:C5:30, 000000408C1180428003000080428003000019C0FEEDBEEF
