time,RSSI
0.10747575759887695,-24.5
0.10563230514526367,-25.0
0.10593199729919434,-25.5
0.10391998291015625,-25.0
0.10402202606201172,-25.5
0.10836029052734375,-25.0
0.10823440551757812,-25.5
0.10802745819091797,-25.0
0.10169434547424316,-25.0
0.21821355819702148,-27.0
0.10376620292663574,-25.0
0.10470867156982422,-25.5
0.10472965240478516,-25.0
0.10467791557312012,-25.5
0.10341644287109375,-25.5
0.10547304153442383,-25.0
0.10596323013305664,-26.0
0.1075448989868164,-24.5
0.10663437843322754,-24.5
0.10378050804138184,-25.0
0.10400271415710449,-26.0
0.10811686515808105,-25.5
0.10466432571411133,-25.0
0.10796618461608887,-25.0
0.11081480979919434,-26.0
0.10149860382080078,-25.0
0.10340070724487305,-25.5
0.10499954223632812,-26.0
0.1052238941192627,-25.0
0.1044769287109375,-25.5
0.10669970512390137,-24.0
0.10413241386413574,-25.5
0.10522603988647461,-25.5
0.10228252410888672,-25.5
0.10410904884338379,-26.0
0.10034561157226562,-25.5
0.10576319694519043,-24.5
0.10807108879089355,-25.0
0.1029970645904541,-25.0
0.10833930969238281,-25.0
0.10411739349365234,-25.0
0.10426497459411621,-26.0
0.10833048820495605,-25.5
0.1083536148071289,-25.5
0.10422468185424805,-25.5
0.10526728630065918,-25.5
0.10796260833740234,-25.5
0.10838007926940918,-25.5
0.10309171676635742,-26.0
0.10867881774902344,-25.0
0.10397934913635254,-25.0
0.10396838188171387,-24.5
0.10445046424865723,-26.0
0.10819149017333984,-25.5
0.10844993591308594,-25.0
0.10835576057434082,-25.5
0.10445737838745117,-25.0
0.10870480537414551,-25.5
0.10480713844299316,-26.0
0.1074225902557373,-25.0
0.10547661781311035,-25.0
0.10660433769226074,-25.0
0.10838818550109863,-25.5
0.10422730445861816,-25.0
0.10853910446166992,-25.0
0.10412120819091797,-25.5
0.10408473014831543,-26.0
0.10815286636352539,-25.0
0.10423016548156738,-25.0
0.10570359230041504,-25.5
0.10550236701965332,-24.5
0.10602688789367676,-25.0
0.10497903823852539,-25.0
0.10697627067565918,-26.0
0.10446405410766602,-25.0
0.10910511016845703,-25.0
0.10321879386901855,-25.0
0.10825657844543457,-25.5
0.10644125938415527,-25.5
0.10253620147705078,-24.5
0.10353994369506836,-25.5
0.10422015190124512,-25.0
0.10847353935241699,-25.5
0.10566425323486328,-25.0
0.10149598121643066,-24.5
0.10589933395385742,-25.0
0.10447955131530762,-25.0
0.10284757614135742,-25.5
0.10781621932983398,-25.0
0.10538554191589355,-25.5
0.10705327987670898,-25.5
0.1047506332397461,-25.0
0.10788655281066895,-25.0
0.10448598861694336,-25.5
0.10801410675048828,-25.0
0.10407209396362305,-25.5
0.10387182235717773,-25.5
0.10947537422180176,-25.5
0.10558104515075684,-26.0
0.10640096664428711,-24.5
0.10912799835205078,-25.0
0.10515952110290527,-25.0
0.10484957695007324,-25.5
0.10021829605102539,-25.5
0.10513520240783691,-25.0
0.1022641658782959,-24.5
0.1068723201751709,-25.5
0.10576200485229492,-25.0
0.10402750968933105,-25.0
0.10383248329162598,-25.5
0.1050257682800293,-25.0
0.10446596145629883,-24.5
0.10735487937927246,-25.0
0.10871052742004395,-25.0
0.10723423957824707,-25.0
0.10895037651062012,-25.0
0.10493040084838867,-25.5
0.10598611831665039,-25.0
0.10223674774169922,-25.5
0.20803451538085938,-26.0
0.21309208869934082,-24.5
0.1101522445678711,-25.0
0.10500288009643555,-25.0
0.10545659065246582,-26.0
0.10699033737182617,-24.5
0.10797119140625,-25.0
0.1039423942565918,-24.5
0.10839486122131348,-25.5
0.10640597343444824,-25.0
0.1023099422454834,-25.5
0.11005854606628418,-26.0
0.10452485084533691,-25.0
0.10727620124816895,-25.0
0.10741519927978516,-25.5
0.10525918006896973,-24.5
0.10319352149963379,-25.0
0.10785984992980957,-25.5
0.10873818397521973,-25.0
0.10460400581359863,-25.0
0.1075596809387207,-25.0
0.11005401611328125,-25.5
0.10435700416564941,-26.0
0.10644292831420898,-25.5
0.10472393035888672,-25.0
0.10816454887390137,-25.0
0.10735082626342773,-25.5
0.10935139656066895,-25.0
0.10729265213012695,-25.5
0.10439610481262207,-25.0
0.10501575469970703,-24.5
0.10432553291320801,-24.5
0.10323047637939453,-25.5
0.20345139503479004,-25.0
0.1058506965637207,-24.5
0.10296225547790527,-25.0
0.10726618766784668,-25.0
0.10648107528686523,-25.5
0.10805606842041016,-25.0
0.10479402542114258,-25.5
0.10657644271850586,-25.0
0.10445547103881836,-25.5
0.1080014705657959,-25.0
0.10443377494812012,-25.0
0.1082918643951416,-25.0
0.10801506042480469,-26.0
0.10473775863647461,-26.0
0.10704994201660156,-24.5
0.10526251792907715,-25.5
0.2132585048675537,-25.5
0.10272860527038574,-25.0
0.10827422142028809,-26.0
0.10535502433776855,-25.0
0.10337591171264648,-26.0
0.10728740692138672,-25.5
0.10523748397827148,-25.0
0.10801076889038086,-25.0
0.10419082641601562,-25.0
0.1056523323059082,-26.0
0.10892891883850098,-24.5
0.10898590087890625,-24.5
0.10719943046569824,-25.0
0.10700774192810059,-25.0
0.10392045974731445,-24.5
0.10487890243530273,-25.0
0.10718798637390137,-25.5
0.10946798324584961,-25.0
0.10753798484802246,-25.5
0.1092371940612793,-25.0
0.10339736938476562,-26.0
0.10822653770446777,-25.5
0.10485315322875977,-25.0
0.10354185104370117,-25.5
0.10696077346801758,-25.5
0.1070866584777832,-25.0
0.1040658950805664,-25.0
0.2445991039276123,-22.0
0.10752367973327637,-26.0
0.10933399200439453,-26.0
0.10796284675598145,-25.0
0.10867834091186523,-25.5
0.10620403289794922,-25.5
0.11041855812072754,-25.0
0.10383200645446777,-25.5
0.10836172103881836,-25.5
0.10413980484008789,-25.5
0.10700058937072754,-25.0
0.10529541969299316,-25.0
0.10794329643249512,-25.5
0.10673642158508301,-25.5
0.10667037963867188,-26.0
0.10387182235717773,-25.0
0.10878419876098633,-25.5
0.10778570175170898,-26.0
0.10415220260620117,-25.5
0.10422468185424805,-25.5
0.10798835754394531,-25.5
0.10660791397094727,-25.5
0.10646796226501465,-25.5
0.10412240028381348,-25.5
0.10691094398498535,-25.5
0.10150790214538574,-25.5
0.10831904411315918,-25.0
0.10891842842102051,-25.0
0.10444283485412598,-26.0
0.10915350914001465,-25.5
0.10255885124206543,-25.0
0.10479950904846191,-25.0
0.10433840751647949,-25.5
0.10785102844238281,-25.0
0.10747575759887695,-25.0
0.10049819946289062,-25.0
0.10870647430419922,-25.0
0.10452485084533691,-25.0
0.10745859146118164,-25.0
0.10969805717468262,-25.5
0.10753440856933594,-25.0
0.1081857681274414,-25.0
0.10766983032226562,-25.0
0.11027932167053223,-25.0
0.10383081436157227,-25.5
0.10726690292358398,-25.0
0.1086423397064209,-25.5
0.10849976539611816,-25.5
0.10559606552124023,-25.0
0.10671401023864746,-25.5
0.10656070709228516,-25.0
0.23983454704284668,-25.5
0.11085677146911621,-25.5
0.10516834259033203,-25.5
0.23606395721435547,-22.0
