time,RSSI
0.10186505317687988,-32.0
0.10930204391479492,-32.5
0.10675716400146484,-30.5
0.10486483573913574,-32.0
0.10832738876342773,-32.0
0.10417056083679199,-32.0
0.10841679573059082,-30.5
0.10523629188537598,-30.5
0.2129344940185547,-32.0
0.10961151123046875,-31.5
0.1013941764831543,-31.5
0.11201024055480957,-31.0
0.10092449188232422,-32.0
0.10348010063171387,-32.0
0.24336695671081543,-32.0
0.1084129810333252,-31.5
0.10289239883422852,-32.0
0.1039125919342041,-31.5
0.10404491424560547,-30.5
0.21221709251403809,-31.0
0.10935688018798828,-30.5
0.1047067642211914,-31.0
0.10258889198303223,-30.5
0.1075737476348877,-30.5
0.10706877708435059,-30.5
0.10833501815795898,-30.0
0.10588264465332031,-30.5
0.10391855239868164,-30.0
0.10826611518859863,-30.0
0.10450243949890137,-30.5
0.10384654998779297,-30.5
0.10956811904907227,-30.5
0.10249686241149902,-30.5
0.10949563980102539,-30.5
0.10779118537902832,-30.5
0.10453677177429199,-30.5
0.10061407089233398,-30.5
0.10627269744873047,-30.0
0.10493278503417969,-30.5
0.1024012565612793,-30.5
0.10919833183288574,-30.5
0.1033773422241211,-30.5
0.10530567169189453,-31.0
0.11119675636291504,-30.5
0.10819292068481445,-30.5
0.10428071022033691,-30.5
0.10595703125,-30.0
0.10648250579833984,-30.5
0.10431551933288574,-31.0
0.10817933082580566,-31.5
0.1073768138885498,-30.5
0.10111427307128906,-30.5
0.10839724540710449,-30.5
0.10405278205871582,-30.5
0.20519161224365234,-30.5
0.1074066162109375,-30.5
0.10499262809753418,-31.0
0.10230684280395508,-30.5
0.1054537296295166,-30.5
0.10299563407897949,-30.5
0.10199546813964844,-30.5
0.1099543571472168,-30.5
0.10272645950317383,-30.5
0.10725116729736328,-30.5
0.10103917121887207,-30.5
0.1033172607421875,-30.5
0.10751700401306152,-29.5
0.10568785667419434,-30.5
0.10344862937927246,-30.5
0.10594654083251953,-30.5
0.10203766822814941,-30.5
0.10583615303039551,-31.0
0.1067967414855957,-30.5
0.10720372200012207,-30.5
0.10122156143188477,-31.0
0.10962319374084473,-30.5
0.10271835327148438,-31.5
0.10877108573913574,-32.0
0.10387158393859863,-31.5
0.10739660263061523,-30.5
0.10718441009521484,-31.0
0.10110116004943848,-31.5
0.10399580001831055,-31.0
0.10866522789001465,-31.0
0.1040034294128418,-32.0
0.10452842712402344,-32.0
0.2214655876159668,-30.5
0.10746574401855469,-31.5
0.10396099090576172,-30.5
0.1085352897644043,-30.5
0.10412049293518066,-29.5
0.10540366172790527,-30.5
0.10293817520141602,-31.5
0.11074542999267578,-32.0
0.11004447937011719,-31.5
0.10611343383789062,-31.5
0.11068201065063477,-30.5
0.10893726348876953,-30.5
0.10825967788696289,-31.0
0.10921025276184082,-31.5
0.10731959342956543,-31.0
0.10238146781921387,-30.5
0.10873222351074219,-29.5
0.1083219051361084,-30.0
0.10924744606018066,-30.0
0.10326576232910156,-30.5
0.10405516624450684,-30.5
0.10409283638000488,-30.0
0.10438156127929688,-30.5
0.10833334922790527,-31.5
0.10393953323364258,-31.5
0.23784208297729492,-32.0
0.10810613632202148,-30.5
0.10422897338867188,-30.5
0.10429525375366211,-30.5
0.10823202133178711,-30.5
0.10444402694702148,-30.5
0.1073911190032959,-30.5
