Time since first transmission (s),RSSI (dB)
0.1011362075805664,-26.0
0.2065882682800293,-26.0
0.30779290199279785,-26.0
0.4122633934020996,-26.0
0.5179367065429688,-26.0
0.6236846446990967,-26.0
0.726229190826416,-25.0
0.8294224739074707,-26.0
0.9329819679260254,-25.5
1.038085699081421,-25.5
1.1398329734802246,-25.5
1.2421536445617676,-26.0
1.3465161323547363,-25.5
1.4514164924621582,-26.0
1.556502342224121,-26.0
1.65840482711792,-26.0
1.762819528579712,-26.0
1.8656468391418457,-26.0
1.9672718048095703,-26.0
2.0709269046783447,-25.5
2.174856185913086,-26.0
2.276266574859619,-26.0
2.3806264400482178,-25.5
2.4822511672973633,-26.0
2.588381290435791,-25.5
2.6918113231658936,-25.5
2.79622220993042,-26.0
2.897066593170166,-26.0
3.0007481575012207,-25.5
3.1065430641174316,-26.0
3.2088816165924072,-26.0
3.311532735824585,-26.0
3.4149465560913086,-25.5
3.518616199493408,-26.0
3.6220614910125732,-25.5
3.7259740829467773,-26.0
3.8276703357696533,-26.0
3.9329354763031006,-25.5
4.038712978363037,-25.5
4.142186641693115,-26.0
4.243921995162964,-25.5
4.347848653793335,-26.0
4.45249342918396,-26.0
4.555652141571045,-26.0
4.659047365188599,-26.0
4.761861801147461,-25.5
4.8639976978302,-26.0
4.968059301376343,-25.5
5.069854497909546,-26.0
5.171900033950806,-26.0
5.274165153503418,-26.0
5.377663850784302,-26.0
5.482921123504639,-25.5
5.584811210632324,-25.5
5.690011739730835,-26.0
5.794177293777466,-26.0
5.897104978561401,-26.0
6.000915050506592,-26.0
6.101514101028442,-26.0
6.206997394561768,-25.5
6.308795213699341,-26.0
6.411750555038452,-26.0
6.5155792236328125,-26.0
6.623533487319946,-26.0
6.727322101593018,-26.0
6.831933975219727,-25.5
6.938435077667236,-26.0
7.04230809211731,-26.0
7.147734880447388,-26.0
7.252662420272827,-26.0
7.355713129043579,-26.0
7.458057880401611,-26.0
7.5605247020721436,-26.0
7.66568398475647,-25.5
7.768904447555542,-26.0
7.872649431228638,-26.0
7.976128101348877,-26.0
8.081877946853638,-25.5
8.184275150299072,-25.5
8.28859829902649,-26.0
8.394042491912842,-26.0
8.497221231460571,-26.0
8.602307319641113,-26.0
8.706361532211304,-25.5
8.81282663345337,-25.5
8.918838739395142,-26.0
9.023594379425049,-25.5
9.127549648284912,-26.0
9.22877311706543,-26.0
9.331661462783813,-26.0
9.436161994934082,-25.0
9.540679693222046,-26.0
9.644564867019653,-25.5
9.746600151062012,-26.0
9.848619937896729,-26.0
9.952064275741577,-26.0
10.055715322494507,-26.0
10.159520626068115,-25.5
10.267698526382446,-25.5
10.372922420501709,-26.0
10.478860139846802,-26.0
10.582809686660767,-25.5
10.685856342315674,-26.0
10.78986406326294,-26.0
10.891652822494507,-25.5
10.993039608001709,-25.5
11.098042488098145,-26.0
11.202959299087524,-26.0
11.306569337844849,-26.0
11.409994125366211,-26.0
11.511014461517334,-26.0
11.614275932312012,-25.5
11.715061902999878,-25.5
11.821588277816772,-25.5
11.9253249168396,-25.5
12.029685258865356,-26.0
12.131008386611938,-26.0
12.235292673110962,-26.0
12.337219953536987,-25.0
12.437731981277466,-26.0
12.54263162612915,-26.0
12.646064519882202,-26.0
12.749464511871338,-26.0
12.851160764694214,-25.5
12.955703496932983,-26.0
13.06013560295105,-26.0
13.163700103759766,-25.0
13.267862558364868,-26.0
13.373939037322998,-26.0
13.476192474365234,-25.0
13.581511735916138,-26.0
