Time taken,RSSI
0.10666465759277344,-80.5
0.10598587989807129,-81.0
0.10343217849731445,-81.0
0.10727143287658691,-81.5
0.10511350631713867,-81.5
0.10840439796447754,-81.0
0.10123658180236816,-81.5
0.10350990295410156,-81.0
0.10549759864807129,-81.5
0.11128830909729004,-82.0
0.10272812843322754,-81.5
0.10548567771911621,-81.0
0.10863566398620605,-81.5
0.1000514030456543,-81.5
0.10666275024414062,-81.5
0.10669755935668945,-81.5
0.10644268989562988,-81.5
0.10898232460021973,-81.5
0.10528826713562012,-81.5
0.1047663688659668,-81.5
0.10583186149597168,-81.5
0.10161924362182617,-81.5
0.10705399513244629,-81.5
0.10548758506774902,-81.5
0.10667061805725098,-81.5
0.10753417015075684,-81.5
0.10698175430297852,-81.5
0.10236549377441406,-81.5
0.10399079322814941,-81.5
0.10625505447387695,-81.0
0.10642671585083008,-81.5
0.10434126853942871,-81.5
0.10535311698913574,-81.5
0.10664129257202148,-81.5
0.10736632347106934,-82.0
0.3238544464111328,-81.5
0.10694384574890137,-81.5
0.10770988464355469,-81.5
0.10558629035949707,-81.5
0.10144400596618652,-81.5
0.1084136962890625,-81.5
0.10473895072937012,-81.0
0.10544657707214355,-81.5
0.10331082344055176,-82.0
0.10460400581359863,-81.5
0.10825300216674805,-81.5
0.10400128364562988,-81.5
0.1085507869720459,-81.0
0.10909080505371094,-81.5
0.10491514205932617,-81.0
0.10739684104919434,-81.5
0.1059877872467041,-81.5
0.10738062858581543,-81.5
0.10501837730407715,-81.5
0.10170698165893555,-81.0
0.10438036918640137,-81.5
0.10830807685852051,-81.5
0.10461282730102539,-81.5
0.1051027774810791,-81.5
0.10427093505859375,-81.5
0.23279023170471191,-81.5
0.10750341415405273,-81.5
0.1031033992767334,-81.5
0.10406231880187988,-81.5
0.1055765151977539,-81.0
0.10593271255493164,-81.5
0.1011192798614502,-81.5
0.10425591468811035,-80.5
0.10388898849487305,-81.5
0.10813093185424805,-81.5
0.10457253456115723,-81.0
0.10680055618286133,-81.5
0.10692119598388672,-81.5
0.10474467277526855,-81.5
0.10604166984558105,-81.5
0.10898756980895996,-81.0
0.10495328903198242,-81.0
0.2086935043334961,-81.0
0.10388302803039551,-81.0
0.10103201866149902,-81.5
0.10598635673522949,-81.5
0.10673213005065918,-81.5
0.1040503978729248,-81.0
0.10428786277770996,-81.5
0.10687875747680664,-81.5
0.10311675071716309,-81.0
0.10319328308105469,-81.0
0.1077721118927002,-81.0
0.21650028228759766,-80.5
0.10963749885559082,-81.0
0.10115361213684082,-81.0
0.10589790344238281,-81.0
0.1083364486694336,-80.5
0.10837745666503906,-81.0
0.10800766944885254,-80.5
0.10820484161376953,-80.5
0.10423469543457031,-81.5
0.10596203804016113,-81.0
0.10790467262268066,-80.5
0.10592937469482422,-81.0
0.10591816902160645,-81.0
0.10614800453186035,-81.0
0.10577011108398438,-81.0
0.10873198509216309,-81.0
0.10151052474975586,-81.0
0.10510993003845215,-80.5
0.10686731338500977,-81.0
0.10469198226928711,-81.5
0.10681867599487305,-81.5
0.10773825645446777,-81.0
0.2443234920501709,-80.5
0.10090136528015137,-80.0
0.10791373252868652,-81.0
0.10661768913269043,-80.5
0.10620760917663574,-81.0
0.10767078399658203,-81.5
0.10471844673156738,-81.0
0.10565352439880371,-80.5
0.10564255714416504,-81.0
0.10327816009521484,-81.0
0.10461306571960449,-81.0
0.21466398239135742,-81.0
0.10728287696838379,-80.5
0.10399532318115234,-81.0
0.10560274124145508,-81.0
0.10123276710510254,-81.5
0.10829591751098633,-81.5
