# 6201, 1589651660
#  dongle_time, rssi, mac, adv_packet                                                              
    4360365, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000405A0200000000000000000000000019C0
    4360566, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000405A0200000000000000000000000019C0
    4362909, -89, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000405A0200000000000000000000000019C0
    4368190, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000405A0200000000000000000000000019C0
    4370618, -88, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000405B0200000000000000000000000019C0
    4370727, -90, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000405B0200000000000000000000000019C0
    4616363, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040710200000000000000000000000019C0
    4618998, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040720200000000000000000000000019C0
    4619098, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040720200000000000000000000000019C0
    4626645, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040720200000000000000000000000019C0
    4626754, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040720200000000000000000000000019C0
    4631741, -89, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040730200000000000000000000000019C0
    4631842, -89, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040730200000000000000000000000019C0
    4631945, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040730200000000000000000000000019C0
    4644581, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040740200000000000000000000000019C0
    4644690, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040740200000000000000000000000019C0
    4649654, -83, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040740200000000000000000000000019C0
    4649764, -81, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040740200000000000000000000000019C0
    4652204, -79, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040750200000000000000000000000019C0
    4652307, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040750200000000000000000000000019C0
    4654846, -90, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040750200000000000000000000000019C0
    4657379, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040750200000000000000000000000019C0
    4659904, -80, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040750200000000000000000000000019C0
    4660007, -78, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040750200000000000000000000000019C0
    4662520, -76, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040760200000000000000000000000019C0
    4662629, -76, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040760200000000000000000000000019C0
    4665064, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040760200000000000000000000000019C0
    4665173, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040760200000000000000000000000019C0
    4670111, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040760200000000000000000000000019C0
    4670214, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040760200000000000000000000000019C0
    4672757, -88, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040770200000000000000000000000019C0
    4672863, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040770200000000000000000000000019C0
    4675292, -81, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040770200000000000000000000000019C0
    4675400, -81, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040770200000000000000000000000019C0
    4680395, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040770200000000000000000000000019C0
    4682931, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040770200000000000000000000000019C0
    4683035, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040770200000000000000000000000019C0
    4683145, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040770200000000000000000000000019C0
    4693206, -88, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040780200000000000000000000000019C0
    4693310, -88, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040780200000000000000000000000019C0
    4695742, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040790200000000000000000000000019C0
    4695844, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040790200000000000000000000000019C0
    4695947, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040790200000000000000000000000019C0
    4698357, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040790200000000000000000000000019C0
    4698457, -83, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040790200000000000000000000000019C0
    4703415, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040790200000000000000000000000019C0
    4703521, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040790200000000000000000000000019C0
    4703625, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040790200000000000000000000000019C0
    4706035, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407A0200000000000000000000000019C0
    4706141, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407A0200000000000000000000000019C0
    4708572, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407A0200000000000000000000000019C0
    4708673, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407A0200000000000000000000000019C0
    4711119, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407A0200000000000000000000000019C0
    4711221, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407A0200000000000000000000000019C0
    4716276, -88, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407B0200000000000000000000000019C0
    4716385, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407B0200000000000000000000000019C0
    4721361, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407B0200000000000000000000000019C0
    4721462, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407B0200000000000000000000000019C0
    4723877, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407B0200000000000000000000000019C0
    4724093, -88, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407B0200000000000000000000000019C0
    4729061, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407C0200000000000000000000000019C0
    4729168, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407C0200000000000000000000000019C0
    4736677, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407C0200000000000000000000000019C0
    4736784, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407C0200000000000000000000000019C0
    4736894, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407C0200000000000000000000000019C0
    4744395, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407D0200000000000000000000000019C0
    4744502, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407D0200000000000000000000000019C0
    4746925, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407D0200000000000000000000000019C0
    4747026, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407D0200000000000000000000000019C0
    4747136, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407D0200000000000000000000000019C0
    4749654, -88, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407E0200000000000000000000000019C0
    4754592, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407E0200000000000000000000000019C0
    4754697, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407E0200000000000000000000000019C0
    4754806, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407E0200000000000000000000000019C0
    4757243, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407E0200000000000000000000000019C0
    4757345, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407E0200000000000000000000000019C0
    4759809, -88, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407F0200000000000000000000000019C0
    4762373, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407F0200000000000000000000000019C0
    4762482, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407F0200000000000000000000000019C0
    4764905, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407F0200000000000000000000000019C0
    4767458, -89, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407F0200000000000000000000000019C0
    4767560, -90, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000407F0200000000000000000000000019C0
    4769984, -83, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040800200000000000000000000000019C0
    4770085, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040800200000000000000000000000019C0
    4772611, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040800200000000000000000000000019C0
    4772713, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040800200000000000000000000000019C0
    4775141, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040800200000000000000000000000019C0
    4775245, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040800200000000000000000000000019C0
    4777679, -79, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040800200000000000000000000000019C0
    4777785, -78, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040800200000000000000000000000019C0
    4780201, -88, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040800200000000000000000000000019C0
    4780410, -88, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040800200000000000000000000000019C0
    4782847, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040810200000000000000000000000019C0
    4782951, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040810200000000000000000000000019C0
    4785398, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040810200000000000000000000000019C0
    4785499, -83, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040810200000000000000000000000019C0
    4790566, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040810200000000000000000000000019C0
    4793005, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040820200000000000000000000000019C0
    4793106, -88, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040820200000000000000000000000019C0
    4793211, -88, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040820200000000000000000000000019C0
    4798152, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040820200000000000000000000000019C0
    4798258, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040820200000000000000000000000019C0
    4800687, -83, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040820200000000000000000000000019C0
    4800791, -83, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040820200000000000000000000000019C0
    4800892, -83, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040820200000000000000000000000019C0
    4805834, -89, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040830200000000000000000000000019C0
    4805938, -89, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040830200000000000000000000000019C0
    4808366, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040830200000000000000000000000019C0
    4808473, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040830200000000000000000000000019C0
    4808582, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040830200000000000000000000000019C0
    4813540, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040840200000000000000000000000019C0
    4813646, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040840200000000000000000000000019C0
    4816086, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040840200000000000000000000000019C0
    4816188, -83, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040840200000000000000000000000019C0
    4818615, -88, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040840200000000000000000000000019C0
    4821229, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040840200000000000000000000000019C0
    4821330, -81, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040840200000000000000000000000019C0
    4826302, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040850200000000000000000000000019C0
    4826405, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040850200000000000000000000000019C0
    4828835, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040850200000000000000000000000019C0
    4828940, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040850200000000000000000000000019C0
    4829045, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040850200000000000000000000000019C0
    4833978, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040850200000000000000000000000019C0
    4834082, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040850200000000000000000000000019C0
    4834188, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040850200000000000000000000000019C0
    4836595, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040860200000000000000000000000019C0
    4836699, -81, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040860200000000000000000000000019C0
    4841658, -89, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040860200000000000000000000000019C0
    4841761, -90, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040860200000000000000000000000019C0
    4844198, -81, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040860200000000000000000000000019C0
    4844299, -81, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040860200000000000000000000000019C0
    4844405, -81, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040860200000000000000000000000019C0
    4846816, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040870200000000000000000000000019C0
    4846924, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040870200000000000000000000000019C0
    4849357, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040870200000000000000000000000019C0
    4849466, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040870200000000000000000000000019C0
    4851887, -80, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040870200000000000000000000000019C0
    4851992, -80, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040870200000000000000000000000019C0
    4852098, -81, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040870200000000000000000000000019C0
    4854516, -69, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040870200000000000000000000000019C0
    4854619, -68, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040870200000000000000000000000019C0
    4857066, -80, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040880200000000000000000000000019C0
    4857175, -75, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040880200000000000000000000000019C0
    4859601, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040880200000000000000000000000019C0
    4862137, -80, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040880200000000000000000000000019C0
    4862240, -83, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040880200000000000000000000000019C0
    4862342, -83, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040880200000000000000000000000019C0
    4864768, -89, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040880200000000000000000000000019C0
    4867312, -81, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040890200000000000000000000000019C0
    4867418, -81, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040890200000000000000000000000019C0
    4869840, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040890200000000000000000000000019C0
    4869944, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040890200000000000000000000000019C0
    4872380, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040890200000000000000000000000019C0
    4872482, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040890200000000000000000000000019C0
    4872583, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040890200000000000000000000000019C0
    4875008, -89, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040890200000000000000000000000019C0
    4875111, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040890200000000000000000000000019C0
    4882636, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408A0200000000000000000000000019C0
    4882737, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408A0200000000000000000000000019C0
    4885170, -89, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408A0200000000000000000000000019C0
    4885279, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408A0200000000000000000000000019C0
    4885382, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408A0200000000000000000000000019C0
    4892891, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408B0200000000000000000000000019C0
    4893000, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408B0200000000000000000000000019C0
    4895439, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408B0200000000000000000000000019C0
    4895545, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408B0200000000000000000000000019C0
    4898076, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408B0200000000000000000000000019C0
    4898186, -81, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408B0200000000000000000000000019C0
    4900704, -88, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408C0200000000000000000000000019C0
    4903113, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408C0200000000000000000000000019C0
    4903221, -80, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408C0200000000000000000000000019C0
    4905676, -90, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408C0200000000000000000000000019C0
    4905784, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408C0200000000000000000000000019C0
    4908220, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408C0200000000000000000000000019C0
    4908327, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408C0200000000000000000000000019C0
    4910842, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408D0200000000000000000000000019C0
    4910946, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408D0200000000000000000000000019C0
    4913461, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408D0200000000000000000000000019C0
    4918440, -79, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408D0200000000000000000000000019C0
    4918545, -73, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408D0200000000000000000000000019C0
    4918650, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408D0200000000000000000000000019C0
    4921070, -63, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408E0200000000000000000000000019C0
    4921175, -63, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408E0200000000000000000000000019C0
    4923582, -62, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408E0200000000000000000000000019C0
    4923687, -62, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408E0200000000000000000000000019C0
    4926125, -56, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408E0200000000000000000000000019C0
    4926235, -56, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408E0200000000000000000000000019C0
    4926340, -56, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408E0200000000000000000000000019C0
    4928762, -68, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408E0200000000000000000000000019C0
    4928865, -65, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408E0200000000000000000000000019C0
    4931296, -66, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408E0200000000000000000000000019C0
    4931402, -67, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408E0200000000000000000000000019C0
    4933819, -68, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408F0200000000000000000000000019C0
    4933926, -72, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408F0200000000000000000000000019C0
    4936363, -53, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408F0200000000000000000000000019C0
    4936468, -52, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408F0200000000000000000000000019C0
    4936572, -51, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408F0200000000000000000000000019C0
    4939004, -75, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000408F0200000000000000000000000019C0
    4946588, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040900200000000000000000000000019C0
    4946696, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040900200000000000000000000000019C0
    4946805, -81, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040900200000000000000000000000019C0
    4949346, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040900200000000000000000000000019C0
    4954415, -88, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040910200000000000000000000000019C0
    4959493, -90, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040910200000000000000000000000019C0
    4962014, -92, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040910200000000000000000000000019C0
    4972264, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040920200000000000000000000000019C0
    4972369, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040920200000000000000000000000019C0
    4974819, -88, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040920200000000000000000000000019C0
    4982478, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040930200000000000000000000000019C0
    4982586, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040930200000000000000000000000019C0
    4985027, -90, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040930200000000000000000000000019C0
    4985128, -89, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040930200000000000000000000000019C0
    4987653, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040940200000000000000000000000019C0
    4987762, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040940200000000000000000000000019C0
    4990197, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040940200000000000000000000000019C0
    4990303, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040940200000000000000000000000019C0
    4992811, -93, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040940200000000000000000000000019C0
    4995250, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040940200000000000000000000000019C0
    4995354, -80, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040940200000000000000000000000019C0
    4995455, -83, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040940200000000000000000000000019C0
    4997891, -85, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040950200000000000000000000000019C0
    4998000, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040950200000000000000000000000019C0
    5077302, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409C0200000000000000000000000019C0
    5079843, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409C0200000000000000000000000019C0
    5082271, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409C0200000000000000000000000019C0
    5084884, -72, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409D0200000000000000000000000019C0
    5084985, -72, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409D0200000000000000000000000019C0
    5087417, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409D0200000000000000000000000019C0
    5087520, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409D0200000000000000000000000019C0
    5087624, -86, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409D0200000000000000000000000019C0
    5089948, -80, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409D0200000000000000000000000019C0
    5090057, -81, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409D0200000000000000000000000019C0
    5090158, -81, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409D0200000000000000000000000019C0
    5092703, -78, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409D0200000000000000000000000019C0
    5095163, -88, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409E0200000000000000000000000019C0
    5095267, -90, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409E0200000000000000000000000019C0
    5110464, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409F0200000000000000000000000019C0
    5110671, -89, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409F0200000000000000000000000019C0
    5113080, -84, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409F0200000000000000000000000019C0
    5113189, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD000000409F0200000000000000000000000019C0
    5115610, -79, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A00200000000000000000000000019C0
    5115717, -79, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A00200000000000000000000000019C0
    5118254, -91, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A00200000000000000000000000019C0
    5120668, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A00200000000000000000000000019C0
    5120776, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A00200000000000000000000000019C0
    5120880, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A00200000000000000000000000019C0
    5136220, -87, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A10200000000000000000000000019C0
    5141177, -74, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A20200000000000000000000000019C0
    5141286, -75, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A20200000000000000000000000019C0
    5143727, -80, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A20200000000000000000000000019C0
    5143827, -82, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A20200000000000000000000000019C0
    5143936, -76, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A20200000000000000000000000019C0
    5146348, -81, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A20200000000000000000000000019C0
    5146455, -78, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A20200000000000000000000000019C0
    5148871, -68, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A30200000000000000000000000019C0
    5148977, -70, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A30200000000000000000000000019C0
    5151495, -76, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A30200000000000000000000000019C0
    5151599, -72, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A30200000000000000000000000019C0
    5154013, -67, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A30200000000000000000000000019C0
    5154119, -67, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A30200000000000000000000000019C0
    5156518, -60, EE:AD:79:D5:11:BD, 02010403036FFD17166FFD00000040A30200000000000000000000000019C0
