# 57400719, 1590073712
#  dongle_time, rssi, mac, adv_packet                                                              
   57413097,-80,38,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040590880F4C00900C380F4C00900C319C0
   57413167,-76,38,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040590880F4C00900C380F4C00900C319C0
   57413188,-85,38,E7:BF:78:8D:4F:11,02010403036FFD17166FFD000000408A0AC0F6400040C1C0F6400040C119C0
   57413208,-70,38,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040FB0880124002C0C180124002C0C119C0
   57413233,-76,38,CE:60:4F:EA:F1:53,02010403036FFD17166FFD000000405A0800F5C00980C300F5C00980C319C0
   57413253,-69,38,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040FB0880124002C0C180124002C0C119C0
   57413287,-84,38,C5:22:C1:23:6D:04,02010403036FFD17166FFD0000004078090002C0FB00C10002C0FB00C119C0
   57413308,-82,38,CE:60:4F:EA:F1:53,02010403036FFD17166FFD000000405A0800F5C00980C300F5C00980C319C0
   57415655,-58,39,CE:60:4F:EA:F1:53,02010403036FFD17166FFD000000406608C0F4800900C3C0F4800900C319C0
   57415679,-77,39,E6:93:97:E9:2E:F7,02010403036FFD17166FFD0000004007090012400240C20012400240C219C0
   57415699,-73,39,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040960A40F7800040C140F7800040C119C0
   57415720,-60,39,CE:60:4F:EA:F1:53,02010403036FFD17166FFD000000406608C0F4800900C3C0F4800900C319C0
   57415746,-84,39,C5:22:C1:23:6D:04,02010403036FFD17166FFD000000408409C00140FB00C1C00140FB00C119C0
   57415766,-72,39,E6:93:97:E9:2E:F7,02010403036FFD17166FFD0000004007090012400240C20012400240C219C0
   57415787,-72,39,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040960A40F7800040C140F7800040C119C0
   57415808,-61,39,CE:60:4F:EA:F1:53,02010403036FFD17166FFD000000406608C0F4800900C3C0F4800900C319C0
   57415829,-87,39,C5:22:C1:23:6D:04,02010403036FFD17166FFD000000408509C00140FB00C1C00140FB00C119C0
   57415849,-78,39,E6:93:97:E9:2E:F7,02010403036FFD17166FFD0000004008098012800280C18012800280C119C0
   57415870,-61,39,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040670880F4800980C380F4800980C319C0
   57415891,-83,39,C5:22:C1:23:6D:04,02010403036FFD17166FFD000000408509C00140FB00C1C00140FB00C119C0
   57415912,-72,39,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040970A40F6800040C140F6800040C119C0
   57418227,-53,37,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040720880F4800980C480F4800980C419C0
   57418260,-71,37,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040A30A00F7800080C100F7800080C119C0
   57418280,-78,37,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040140980120002C0C180120002C0C119C0
   57418301,-60,37,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040730880F4800980C380F4800980C319C0
   57418327,-67,37,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040A30A00F7800080C100F7800080C119C0
   57418347,-68,37,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040140980120002C0C180120002C0C119C0
   57418368,-54,37,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040730880F4800980C380F4800980C319C0
   57418389,-82,37,C5:22:C1:23:6D:04,02010403036FFD17166FFD000000409109C00140FB00C1C00140FB00C119C0
   57418410,-73,37,E6:93:97:E9:2E:F7,02010403036FFD17166FFD00000040140980120002C0C180120002C0C119C0
   57418430,-64,37,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040A30A00F7800080C100F7800080C119C0
   57418451,-58,37,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040730880F4800980C380F4800980C319C0
   57420777,-66,38,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040AF0AC0F64000C0C0C0F64000C0C019C0
   57420797,-76,38,C5:22:C1:23:6D:04,02010403036FFD17166FFD000000409D09000280FB80C0000280FB80C019C0
   57420818,-59,38,CE:60:4F:EA:F1:53,02010403036FFD17166FFD000000407F0880F44009C0C380F44009C0C319C0
   57420839,-65,38,E6:93:97:E9:2E:F7,02010403036FFD17166FFD0000004020094012C00200C24012C00200C219C0
   57420860,-66,38,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040AF0AC0F64000C0C0C0F64000C0C019C0
   57420885,-59,38,CE:60:4F:EA:F1:53,02010403036FFD17166FFD000000407F0880F44009C0C380F44009C0C319C0
   57420905,-64,38,E6:93:97:E9:2E:F7,02010403036FFD17166FFD000000402109C010000540C1C010000540C119C0
   57420926,-67,38,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040AF0AC0F64000C0C0C0F64000C0C019C0
   57420947,-75,38,C5:22:C1:23:6D:04,02010403036FFD17166FFD000000409E09000200FBC0C0000200FBC0C019C0
   57420968,-59,38,CE:60:4F:EA:F1:53,02010403036FFD17166FFD00000040800800F54009C0C300F54009C0C319C0
   57420988,-64,38,E6:93:97:E9:2E:F7,02010403036FFD17166FFD000000402109C010000540C1C010000540C119C0
   57421009,-69,38,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040B00AC0F6800000C1C0F6800000C119C0
   57421030,-74,38,C5:22:C1:23:6D:04,02010403036FFD17166FFD000000409E09000200FBC0C0000200FBC0C019C0
   57423343,-65,39,CE:60:4F:EA:F1:53,02010403036FFD17166FFD000000408B0800F5C009C0C300F5C009C0C319C0
   57423364,-67,39,C5:22:C1:23:6D:04,02010403036FFD17166FFD00000040A909000240FB00C1000240FB00C119C0
   57423384,-73,39,E7:BF:78:8D:4F:11,02010403036FFD17166FFD00000040BC0A00F7800040C100F7800040C119C0
