Time since first transmission (s),RSSI (dB)
0.10280251502990723,-26.0
0.20945262908935547,-26.0
0.3129415512084961,-26.0
0.417158842086792,-26.0
0.5194103717803955,-26.0
0.6235463619232178,-26.0
0.7251648902893066,-26.0
0.8288321495056152,-26.0
0.9323680400848389,-26.0
1.035799264907837,-26.0
1.1383507251739502,-26.0
1.2449584007263184,-25.5
1.34952974319458,-26.0
1.4562501907348633,-26.0
1.5589120388031006,-26.0
1.6630964279174805,-26.0
1.7689411640167236,-26.0
1.873095989227295,-25.5
2.0828230381011963,-26.0
2.186415195465088,-26.0
2.289109706878662,-26.0
2.396277904510498,-26.0
2.5022225379943848,-26.0
2.604031562805176,-26.0
2.708449125289917,-26.0
2.812403917312622,-26.0
2.91644024848938,-26.0
3.023010492324829,-26.0
3.124136447906494,-25.5
3.226055860519409,-26.0
3.329369306564331,-26.0
3.433403968811035,-26.0
3.5390825271606445,-26.0
3.6465904712677,-26.0
3.750981569290161,-25.5
3.8544023036956787,-26.0
3.958925485610962,-26.0
4.062645196914673,-26.0
4.168392658233643,-25.5
4.271318435668945,-26.0
4.376426935195923,-25.5
4.479146480560303,-26.0
4.58388614654541,-26.0
4.68982720375061,-26.5
4.791402816772461,-26.0
4.89726448059082,-26.0
5.00122332572937,-26.0
5.103492736816406,-25.5
5.205294132232666,-26.0
5.307580471038818,-26.0
5.412414312362671,-26.0
5.514947891235352,-26.0
5.618103981018066,-25.5
5.722347974777222,-25.5
5.825250864028931,-26.0
6.031297445297241,-26.0
6.132890462875366,-26.0
6.239796161651611,-26.0
6.340898752212524,-26.0
6.445898056030273,-26.0
6.548169851303101,-26.0
6.651803493499756,-26.0
6.756327867507935,-26.0
6.864019870758057,-26.0
6.9661335945129395,-26.0
7.0732502937316895,-26.0
7.180019378662109,-26.0
7.286008358001709,-26.0
7.390427589416504,-26.0
7.496893882751465,-26.0
7.706770181655884,-26.0
7.812458753585815,-26.0
7.916480779647827,-26.0
8.021475791931152,-25.5
8.127222061157227,-26.0
8.231108665466309,-26.0
8.335994005203247,-25.5
8.436893939971924,-25.5
8.6412672996521,-26.0
8.747019529342651,-26.0
8.851614952087402,-26.0
8.95689606666565,-26.0
9.05798053741455,-26.0
9.158594131469727,-26.0
9.26400637626648,-26.0
9.369205951690674,-25.5
9.47360110282898,-26.0
9.57520318031311,-26.0
9.681984663009644,-25.5
9.78601884841919,-26.0
9.891603946685791,-26.0
9.995136737823486,-25.5
10.099255561828613,-26.0
10.201351881027222,-26.0
10.306602716445923,-26.0
10.41253399848938,-26.0
10.517816543579102,-26.0
10.620752573013306,-26.0
10.722325563430786,-26.0
10.828114748001099,-26.0
10.932608366012573,-26.0
11.034396409988403,-26.0
11.142099142074585,-26.0
11.24715542793274,-26.0
11.351234912872314,-26.0
11.453064203262329,-26.0
11.559354782104492,-26.0
11.66405987739563,-26.0
11.766153335571289,-26.0
11.868315935134888,-26.0
11.971959352493286,-26.0
12.074839353561401,-26.0
12.180875301361084,-26.0
12.285364389419556,-26.0
12.387295484542847,-25.5
12.493005990982056,-26.0
12.597028255462646,-25.5
12.703141927719116,-26.5
12.809301614761353,-26.0
12.913373231887817,-26.0
13.017441511154175,-26.0
13.120076894760132,-26.0
13.224144220352173,-26.0
13.32602047920227,-26.0
13.429359674453735,-26.0
13.537292242050171,-26.0
13.640241622924805,-26.0
13.747354745864868,-26.0
13.851361751556396,-26.0
13.95442819595337,-26.0
14.058377027511597,-26.0
14.162395477294922,-26.5
14.268240928649902,-26.0
14.373749732971191,-26.0
14.47897481918335,-25.5
14.585031509399414,-26.0
14.687878131866455,-26.0
