time,RSSI
0.10253453254699707,-29.5
0.10401701927185059,-30.0
0.10456728935241699,-30.5
0.10761904716491699,-30.0
0.10629463195800781,-30.5
0.1029050350189209,-30.5
0.10809087753295898,-30.5
0.10413384437561035,-31.0
0.1083221435546875,-31.5
0.10819005966186523,-32.0
0.10024785995483398,-32.0
0.10503363609313965,-31.0
0.10673928260803223,-31.5
0.10626029968261719,-31.5
0.10276007652282715,-32.0
0.10791134834289551,-31.5
0.10448169708251953,-30.5
0.10453438758850098,-30.0
0.10874557495117188,-31.0
0.10255575180053711,-31.5
0.2209031581878662,-31.5
0.10600638389587402,-31.5
0.10637545585632324,-31.0
0.10833120346069336,-31.0
0.10389423370361328,-30.5
0.10446786880493164,-30.5
0.11034917831420898,-30.5
0.10181021690368652,-30.5
0.10888504981994629,-30.5
0.10783123970031738,-31.0
0.11094450950622559,-30.5
0.10561108589172363,-31.0
0.1043543815612793,-30.5
0.10614514350891113,-30.5
0.10744786262512207,-31.5
0.10769987106323242,-31.0
0.11150860786437988,-30.5
0.2341604232788086,-31.5
0.10951519012451172,-31.5
0.10237956047058105,-31.0
0.10477662086486816,-30.5
0.10974860191345215,-31.0
0.10692477226257324,-30.5
0.10832929611206055,-30.5
0.1056513786315918,-30.5
0.2458479404449463,-31.0
0.11113905906677246,-30.5
0.10401201248168945,-30.0
0.20841217041015625,-31.0
0.10472297668457031,-30.5
0.10695457458496094,-31.5
0.10934996604919434,-31.0
0.1052706241607666,-31.0
0.1069650650024414,-31.5
0.10479021072387695,-31.0
0.1071326732635498,-31.0
0.10646557807922363,-31.0
0.1042490005493164,-31.0
0.10422897338867188,-31.5
0.11127209663391113,-31.0
0.10771036148071289,-31.0
0.10846710205078125,-31.0
0.10769224166870117,-31.0
0.10478830337524414,-31.0
0.10503816604614258,-31.5
0.1033778190612793,-31.0
0.10939908027648926,-31.0
0.10199189186096191,-31.0
0.10923027992248535,-31.0
0.10923957824707031,-31.0
0.1051340103149414,-31.5
0.10667061805725098,-31.0
0.10809898376464844,-31.0
0.10728836059570312,-31.0
0.10709381103515625,-31.5
0.10646843910217285,-31.0
0.10440993309020996,-31.5
0.10837054252624512,-31.5
0.10403084754943848,-31.0
0.10917210578918457,-30.5
0.10735774040222168,-32.0
0.10444140434265137,-32.0
0.10509634017944336,-32.0
0.10888862609863281,-32.0
0.10634064674377441,-32.0
0.1047365665435791,-32.0
0.10902285575866699,-32.0
0.10756325721740723,-32.0
0.10928511619567871,-31.5
0.10659670829772949,-31.5
0.10488533973693848,-32.0
0.1080472469329834,-31.5
0.1045536994934082,-32.0
0.10825109481811523,-31.5
